"cell_name","family","ref_name","loc","bel","site","site_type","tile","tile_x","tile_y","slr","clock_region","fanout"
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][12]","input_mem_reg","FDRE","SLICE_X90Y106","SLICEM.HFF2","SLICE_X90Y106","SLICEM","CLEM_X59Y106","304","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][13]","input_mem_reg","FDRE","SLICE_X91Y110","SLICEL.HFF2","SLICE_X91Y110","SLICEL","CLEL_R_X59Y110","306","134","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][14]","input_mem_reg","FDRE","SLICE_X91Y105","SLICEL.HFF2","SLICE_X91Y105","SLICEL","CLEL_R_X59Y105","306","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][15]","input_mem_reg","FDRE","SLICE_X89Y107","SLICEM.DFF2","SLICE_X89Y107","SLICEM","CLEM_X58Y107","300","137","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][1]","input_mem_reg","FDRE","SLICE_X91Y108","SLICEL.DFF2","SLICE_X91Y108","SLICEL","CLEL_R_X59Y108","306","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][2]","input_mem_reg","FDRE","SLICE_X91Y110","SLICEL.GFF2","SLICE_X91Y110","SLICEL","CLEL_R_X59Y110","306","134","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][3]","input_mem_reg","FDRE","SLICE_X91Y107","SLICEL.HFF2","SLICE_X91Y107","SLICEL","CLEL_R_X59Y107","306","137","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][4]","input_mem_reg","FDRE","SLICE_X89Y107","SLICEM.CFF2","SLICE_X89Y107","SLICEM","CLEM_X58Y107","300","137","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][5]","input_mem_reg","FDRE","SLICE_X91Y105","SLICEL.GFF2","SLICE_X91Y105","SLICEL","CLEL_R_X59Y105","306","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][6]","input_mem_reg","FDRE","SLICE_X88Y110","SLICEL.DFF","SLICE_X88Y110","SLICEL","CLEL_R_X57Y110","297","134","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][7]","input_mem_reg","FDRE","SLICE_X88Y111","SLICEL.DFF","SLICE_X88Y111","SLICEL","CLEL_R_X57Y111","297","133","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][8]","input_mem_reg","FDRE","SLICE_X89Y109","SLICEM.HFF","SLICE_X89Y109","SLICEM","CLEM_X58Y109","300","135","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][24][9]","input_mem_reg","FDRE","SLICE_X88Y111","SLICEL.CFF","SLICE_X88Y111","SLICEL","CLEL_R_X57Y111","297","133","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][0]","input_mem_reg","FDRE","SLICE_X97Y105","SLICEL.AFF","SLICE_X97Y105","SLICEL","CLEL_R_X63Y105","324","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][10]","input_mem_reg","FDRE","SLICE_X97Y103","SLICEL.HFF","SLICE_X97Y103","SLICEL","CLEL_R_X63Y103","324","141","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][11]","input_mem_reg","FDRE","SLICE_X96Y106","SLICEM.HFF2","SLICE_X96Y106","SLICEM","CLEM_X63Y106","322","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][12]","input_mem_reg","FDRE","SLICE_X98Y104","SLICEM.HFF","SLICE_X98Y104","SLICEM","CLEM_X64Y104","327","140","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][13]","input_mem_reg","FDRE","SLICE_X98Y105","SLICEM.HFF","SLICE_X98Y105","SLICEM","CLEM_X64Y105","327","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][14]","input_mem_reg","FDRE","SLICE_X96Y107","SLICEM.DFF","SLICE_X96Y107","SLICEM","CLEM_X63Y107","322","137","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][15]","input_mem_reg","FDRE","SLICE_X96Y106","SLICEM.GFF2","SLICE_X96Y106","SLICEM","CLEM_X63Y106","322","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][1]","input_mem_reg","FDRE","SLICE_X98Y105","SLICEM.GFF","SLICE_X98Y105","SLICEM","CLEM_X64Y105","327","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][2]","input_mem_reg","FDRE","SLICE_X97Y104","SLICEL.HFF2","SLICE_X97Y104","SLICEL","CLEL_R_X63Y104","324","140","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][3]","input_mem_reg","FDRE","SLICE_X97Y103","SLICEL.GFF","SLICE_X97Y103","SLICEL","CLEL_R_X63Y103","324","141","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][4]","input_mem_reg","FDRE","SLICE_X98Y104","SLICEM.GFF","SLICE_X98Y104","SLICEM","CLEM_X64Y104","327","140","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][5]","input_mem_reg","FDRE","SLICE_X97Y102","SLICEL.HFF2","SLICE_X97Y102","SLICEL","CLEL_R_X63Y102","324","142","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][6]","input_mem_reg","FDRE","SLICE_X97Y102","SLICEL.GFF2","SLICE_X97Y102","SLICEL","CLEL_R_X63Y102","324","142","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][7]","input_mem_reg","FDRE","SLICE_X97Y104","SLICEL.GFF2","SLICE_X97Y104","SLICEL","CLEL_R_X63Y104","324","140","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][8]","input_mem_reg","FDRE","SLICE_X96Y106","SLICEM.FFF2","SLICE_X96Y106","SLICEM","CLEM_X63Y106","322","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][25][9]","input_mem_reg","FDRE","SLICE_X96Y107","SLICEM.CFF","SLICE_X96Y107","SLICEM","CLEM_X63Y107","322","137","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][0]","input_mem_reg","FDRE","SLICE_X96Y105","SLICEM.HFF2","SLICE_X96Y105","SLICEM","CLEM_X63Y105","322","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][10]","input_mem_reg","FDRE","SLICE_X93Y106","SLICEM.HFF2","SLICE_X93Y106","SLICEM","CLEM_X61Y106","313","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][11]","input_mem_reg","FDRE","SLICE_X93Y106","SLICEM.GFF2","SLICE_X93Y106","SLICEM","CLEM_X61Y106","313","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][12]","input_mem_reg","FDRE","SLICE_X93Y108","SLICEM.HFF","SLICE_X93Y108","SLICEM","CLEM_X61Y108","313","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][13]","input_mem_reg","FDRE","SLICE_X96Y105","SLICEM.GFF2","SLICE_X96Y105","SLICEM","CLEM_X63Y105","322","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][14]","input_mem_reg","FDRE","SLICE_X93Y106","SLICEM.FFF2","SLICE_X93Y106","SLICEM","CLEM_X61Y106","313","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][15]","input_mem_reg","FDRE","SLICE_X93Y108","SLICEM.GFF","SLICE_X93Y108","SLICEM","CLEM_X61Y108","313","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][1]","input_mem_reg","FDRE","SLICE_X94Y104","SLICEL.HFF2","SLICE_X94Y104","SLICEL","CLEL_R_X61Y104","315","140","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][2]","input_mem_reg","FDRE","SLICE_X96Y105","SLICEM.FFF2","SLICE_X96Y105","SLICEM","CLEM_X63Y105","322","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][3]","input_mem_reg","FDRE","SLICE_X93Y106","SLICEM.EFF2","SLICE_X93Y106","SLICEM","CLEM_X61Y106","313","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][4]","input_mem_reg","FDRE","SLICE_X95Y103","SLICEM.HFF","SLICE_X95Y103","SLICEM","CLEM_X62Y103","318","141","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][5]","input_mem_reg","FDRE","SLICE_X95Y103","SLICEM.GFF","SLICE_X95Y103","SLICEM","CLEM_X62Y103","318","141","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][6]","input_mem_reg","FDRE","SLICE_X95Y103","SLICEM.FFF","SLICE_X95Y103","SLICEM","CLEM_X62Y103","318","141","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][7]","input_mem_reg","FDRE","SLICE_X95Y103","SLICEM.EFF","SLICE_X95Y103","SLICEM","CLEM_X62Y103","318","141","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][8]","input_mem_reg","FDRE","SLICE_X93Y108","SLICEM.FFF","SLICE_X93Y108","SLICEM","CLEM_X61Y108","313","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][26][9]","input_mem_reg","FDRE","SLICE_X93Y105","SLICEM.HFF","SLICE_X93Y105","SLICEM","CLEM_X61Y105","313","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][0]","input_mem_reg","FDRE","SLICE_X94Y102","SLICEL.HFF2","SLICE_X94Y102","SLICEL","CLEL_R_X61Y102","315","142","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][10]","input_mem_reg","FDRE","SLICE_X94Y104","SLICEL.GFF2","SLICE_X94Y104","SLICEL","CLEL_R_X61Y104","315","140","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][11]","input_mem_reg","FDRE","SLICE_X98Y106","SLICEM.HFF2","SLICE_X98Y106","SLICEM","CLEM_X64Y106","327","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][12]","input_mem_reg","FDRE","SLICE_X97Y105","SLICEL.AFF2","SLICE_X97Y105","SLICEL","CLEL_R_X63Y105","324","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][13]","input_mem_reg","FDRE","SLICE_X94Y109","SLICEL.HFF","SLICE_X94Y109","SLICEL","CLEL_R_X61Y109","315","135","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][14]","input_mem_reg","FDRE","SLICE_X96Y108","SLICEM.HFF2","SLICE_X96Y108","SLICEM","CLEM_X63Y108","322","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][15]","input_mem_reg","FDRE","SLICE_X93Y105","SLICEM.GFF","SLICE_X93Y105","SLICEM","CLEM_X61Y105","313","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][1]","input_mem_reg","FDRE","SLICE_X98Y108","SLICEM.HFF2","SLICE_X98Y108","SLICEM","CLEM_X64Y108","327","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][2]","input_mem_reg","FDRE","SLICE_X95Y101","SLICEM.EFF","SLICE_X95Y101","SLICEM","CLEM_X62Y101","318","143","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][3]","input_mem_reg","FDRE","SLICE_X98Y108","SLICEM.GFF2","SLICE_X98Y108","SLICEM","CLEM_X64Y108","327","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][4]","input_mem_reg","FDRE","SLICE_X98Y108","SLICEM.FFF2","SLICE_X98Y108","SLICEM","CLEM_X64Y108","327","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][5]","input_mem_reg","FDRE","SLICE_X98Y108","SLICEM.EFF2","SLICE_X98Y108","SLICEM","CLEM_X64Y108","327","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][6]","input_mem_reg","FDRE","SLICE_X94Y104","SLICEL.FFF2","SLICE_X94Y104","SLICEL","CLEL_R_X61Y104","315","140","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][7]","input_mem_reg","FDRE","SLICE_X94Y104","SLICEL.EFF2","SLICE_X94Y104","SLICEL","CLEL_R_X61Y104","315","140","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][8]","input_mem_reg","FDRE","SLICE_X98Y106","SLICEM.GFF2","SLICE_X98Y106","SLICEM","CLEM_X64Y106","327","138","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][27][9]","input_mem_reg","FDRE","SLICE_X96Y108","SLICEM.GFF2","SLICE_X96Y108","SLICEM","CLEM_X63Y108","322","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][0]","input_mem_reg","FDRE","SLICE_X94Y111","SLICEL.HFF2","SLICE_X94Y111","SLICEL","CLEL_R_X61Y111","315","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][10]","input_mem_reg","FDRE","SLICE_X94Y111","SLICEL.GFF2","SLICE_X94Y111","SLICEL","CLEL_R_X61Y111","315","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][11]","input_mem_reg","FDRE","SLICE_X94Y112","SLICEL.DFF","SLICE_X94Y112","SLICEL","CLEL_R_X61Y112","315","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][12]","input_mem_reg","FDRE","SLICE_X94Y111","SLICEL.FFF2","SLICE_X94Y111","SLICEL","CLEL_R_X61Y111","315","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][13]","input_mem_reg","FDRE","SLICE_X94Y112","SLICEL.CFF","SLICE_X94Y112","SLICEL","CLEL_R_X61Y112","315","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][14]","input_mem_reg","FDRE","SLICE_X95Y113","SLICEM.HFF","SLICE_X95Y113","SLICEM","CLEM_X62Y113","318","131","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][15]","input_mem_reg","FDRE","SLICE_X92Y112","SLICEM.AFF","SLICE_X92Y112","SLICEM","CLEM_X60Y112","309","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][1]","input_mem_reg","FDRE","SLICE_X93Y109","SLICEM.HFF","SLICE_X93Y109","SLICEM","CLEM_X61Y109","313","135","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][2]","input_mem_reg","FDRE","SLICE_X93Y109","SLICEM.GFF","SLICE_X93Y109","SLICEM","CLEM_X61Y109","313","135","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][3]","input_mem_reg","FDRE","SLICE_X91Y111","SLICEL.DFF","SLICE_X91Y111","SLICEL","CLEL_R_X59Y111","306","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][4]","input_mem_reg","FDRE","SLICE_X92Y110","SLICEM.HFF2","SLICE_X92Y110","SLICEM","CLEM_X60Y110","309","134","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][5]","input_mem_reg","FDRE","SLICE_X93Y109","SLICEM.FFF","SLICE_X93Y109","SLICEM","CLEM_X61Y109","313","135","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][6]","input_mem_reg","FDRE","SLICE_X91Y105","SLICEL.HFF","SLICE_X91Y105","SLICEL","CLEL_R_X59Y105","306","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][7]","input_mem_reg","FDRE","SLICE_X94Y111","SLICEL.EFF2","SLICE_X94Y111","SLICEL","CLEL_R_X61Y111","315","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][8]","input_mem_reg","FDRE","SLICE_X91Y111","SLICEL.CFF","SLICE_X91Y111","SLICEL","CLEL_R_X59Y111","306","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][28][9]","input_mem_reg","FDRE","SLICE_X91Y111","SLICEL.BFF","SLICE_X91Y111","SLICEL","CLEL_R_X59Y111","306","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][0]","input_mem_reg","FDRE","SLICE_X93Y110","SLICEM.HFF","SLICE_X93Y110","SLICEM","CLEM_X61Y110","313","134","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][10]","input_mem_reg","FDRE","SLICE_X92Y114","SLICEM.DFF2","SLICE_X92Y114","SLICEM","CLEM_X60Y114","309","130","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][11]","input_mem_reg","FDRE","SLICE_X92Y114","SLICEM.CFF2","SLICE_X92Y114","SLICEM","CLEM_X60Y114","309","130","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][12]","input_mem_reg","FDRE","SLICE_X97Y112","SLICEL.HFF","SLICE_X97Y112","SLICEL","CLEL_R_X63Y112","324","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][13]","input_mem_reg","FDRE","SLICE_X97Y112","SLICEL.GFF","SLICE_X97Y112","SLICEL","CLEL_R_X63Y112","324","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][14]","input_mem_reg","FDRE","SLICE_X93Y113","SLICEM.HFF2","SLICE_X93Y113","SLICEM","CLEM_X61Y113","313","131","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][15]","input_mem_reg","FDRE","SLICE_X97Y112","SLICEL.FFF","SLICE_X97Y112","SLICEL","CLEL_R_X63Y112","324","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][1]","input_mem_reg","FDRE","SLICE_X93Y110","SLICEM.GFF","SLICE_X93Y110","SLICEM","CLEM_X61Y110","313","134","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][2]","input_mem_reg","FDRE","SLICE_X95Y111","SLICEM.HFF2","SLICE_X95Y111","SLICEM","CLEM_X62Y111","318","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][3]","input_mem_reg","FDRE","SLICE_X96Y111","SLICEM.HFF","SLICE_X96Y111","SLICEM","CLEM_X63Y111","322","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][4]","input_mem_reg","FDRE","SLICE_X94Y111","SLICEL.DFF","SLICE_X94Y111","SLICEL","CLEL_R_X61Y111","315","133","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][5]","input_mem_reg","FDRE","SLICE_X93Y113","SLICEM.GFF2","SLICE_X93Y113","SLICEM","CLEM_X61Y113","313","131","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][6]","input_mem_reg","FDRE","SLICE_X93Y113","SLICEM.FFF2","SLICE_X93Y113","SLICEM","CLEM_X61Y113","313","131","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][7]","input_mem_reg","FDRE","SLICE_X93Y113","SLICEM.EFF2","SLICE_X93Y113","SLICEM","CLEM_X61Y113","313","131","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][8]","input_mem_reg","FDRE","SLICE_X91Y114","SLICEL.HFF2","SLICE_X91Y114","SLICEL","CLEL_R_X59Y114","306","130","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][29][9]","input_mem_reg","FDRE","SLICE_X91Y114","SLICEL.GFF2","SLICE_X91Y114","SLICEL","CLEL_R_X59Y114","306","130","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][0]","input_mem_reg","FDRE","SLICE_X83Y94","SLICEL.AFF","SLICE_X83Y94","SLICEL","CLEL_R_X54Y94","285","150","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][10]","input_mem_reg","FDRE","SLICE_X83Y72","SLICEL.DFF2","SLICE_X83Y72","SLICEL","CLEL_R_X54Y72","285","173","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][11]","input_mem_reg","FDRE","SLICE_X83Y94","SLICEL.AFF2","SLICE_X83Y94","SLICEL","CLEL_R_X54Y94","285","150","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][12]","input_mem_reg","FDRE","SLICE_X82Y73","SLICEM.HFF","SLICE_X82Y73","SLICEM","CLEM_X54Y73","283","172","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][13]","input_mem_reg","FDRE","SLICE_X84Y74","SLICEL.HFF","SLICE_X84Y74","SLICEL","CLEL_L_X55Y74","286","171","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][14]","input_mem_reg","FDRE","SLICE_X83Y72","SLICEL.HFF","SLICE_X83Y72","SLICEL","CLEL_R_X54Y72","285","173","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][15]","input_mem_reg","FDRE","SLICE_X82Y73","SLICEM.GFF","SLICE_X82Y73","SLICEM","CLEM_X54Y73","283","172","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][1]","input_mem_reg","FDRE","SLICE_X83Y94","SLICEL.GFF2","SLICE_X83Y94","SLICEL","CLEL_R_X54Y94","285","150","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][2]","input_mem_reg","FDRE","SLICE_X84Y71","SLICEL.HFF","SLICE_X84Y71","SLICEL","CLEL_L_X55Y71","286","174","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][3]","input_mem_reg","FDRE","SLICE_X84Y74","SLICEL.GFF","SLICE_X84Y74","SLICEL","CLEL_L_X55Y74","286","171","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][4]","input_mem_reg","FDRE","SLICE_X84Y79","SLICEL.HFF","SLICE_X84Y79","SLICEL","CLEL_L_X55Y79","286","166","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][5]","input_mem_reg","FDRE","SLICE_X84Y74","SLICEL.DFF","SLICE_X84Y74","SLICEL","CLEL_L_X55Y74","286","171","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][6]","input_mem_reg","FDRE","SLICE_X84Y71","SLICEL.GFF","SLICE_X84Y71","SLICEL","CLEL_L_X55Y71","286","174","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][7]","input_mem_reg","FDRE","SLICE_X84Y79","SLICEL.GFF","SLICE_X84Y79","SLICEL","CLEL_L_X55Y79","286","166","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][8]","input_mem_reg","FDRE","SLICE_X84Y74","SLICEL.FFF","SLICE_X84Y74","SLICEL","CLEL_L_X55Y74","286","171","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][2][9]","input_mem_reg","FDRE","SLICE_X84Y74","SLICEL.EFF","SLICE_X84Y74","SLICEL","CLEL_L_X55Y74","286","171","","X2Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][0]","input_mem_reg","FDRE","SLICE_X90Y112","SLICEM.AFF","SLICE_X90Y112","SLICEM","CLEM_X59Y112","304","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][10]","input_mem_reg","FDRE","SLICE_X90Y112","SLICEM.AFF2","SLICE_X90Y112","SLICEM","CLEM_X59Y112","304","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][11]","input_mem_reg","FDRE","SLICE_X90Y110","SLICEM.DFF","SLICE_X90Y110","SLICEM","CLEM_X59Y110","304","134","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][12]","input_mem_reg","FDRE","SLICE_X90Y112","SLICEM.BFF","SLICE_X90Y112","SLICEM","CLEM_X59Y112","304","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][13]","input_mem_reg","FDRE","SLICE_X90Y112","SLICEM.BFF2","SLICE_X90Y112","SLICEM","CLEM_X59Y112","304","132","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][14]","input_mem_reg","FDRE","SLICE_X94Y107","SLICEL.HFF","SLICE_X94Y107","SLICEL","CLEL_R_X61Y107","315","137","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][15]","input_mem_reg","FDRE","SLICE_X97Y110","SLICEL.HFF","SLICE_X97Y110","SLICEL","CLEL_R_X63Y110","324","134","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][1]","input_mem_reg","FDRE","SLICE_X91Y113","SLICEL.HFF2","SLICE_X91Y113","SLICEL","CLEL_R_X59Y113","306","131","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][2]","input_mem_reg","FDRE","SLICE_X97Y108","SLICEL.HFF2","SLICE_X97Y108","SLICEL","CLEL_R_X63Y108","324","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][3]","input_mem_reg","FDRE","SLICE_X91Y105","SLICEL.GFF","SLICE_X91Y105","SLICEL","CLEL_R_X59Y105","306","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][4]","input_mem_reg","FDRE","SLICE_X94Y107","SLICEL.GFF","SLICE_X94Y107","SLICEL","CLEL_R_X61Y107","315","137","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][5]","input_mem_reg","FDRE","SLICE_X93Y107","SLICEM.DFF2","SLICE_X93Y107","SLICEM","CLEM_X61Y107","313","137","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][6]","input_mem_reg","FDRE","SLICE_X94Y107","SLICEL.FFF","SLICE_X94Y107","SLICEL","CLEL_R_X61Y107","315","137","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][7]","input_mem_reg","FDRE","SLICE_X93Y105","SLICEM.DFF","SLICE_X93Y105","SLICEM","CLEM_X61Y105","313","139","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][8]","input_mem_reg","FDRE","SLICE_X97Y108","SLICEL.GFF2","SLICE_X97Y108","SLICEL","CLEL_R_X63Y108","324","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][30][9]","input_mem_reg","FDRE","SLICE_X97Y108","SLICEL.FFF2","SLICE_X97Y108","SLICEL","CLEL_R_X63Y108","324","136","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][31][0]","input_mem_reg","FDRE","SLICE_X95Y113","SLICEM.GFF","SLICE_X95Y113","SLICEM","CLEM_X62Y113","318","131","","X3Y1",""
"u_dut/u_unified_p4_kernel/input_mem_reg[1][31][10]","input_mem_reg","FDRE","SLICE_X97Y111","SLICEL.HFF2","SLICE_X97Y111","SLICEL","CLEL_R_X63Y111","324","133","","X3Y1",""
