"start_clock_region","end_clock_region","endpoint_count","tns_ns","tns_share","worst_violation_ns","median_violation_ns","p90_violation_ns","p99_violation_ns"
"","","1808","-74.094000000","1.000000000","0.139000000","0.033000000","0.087000000","0.124000000"
