"endpoint","startpoint","slack","path_group","launch_clock","capture_clock","start_cell","start_ref","start_hierarchy","end_cell","end_ref","end_hierarchy","logic_levels","logic_delay_ns","routing_delay_ns","datapath_delay_ns","routing_fraction","start_loc","end_loc","start_clock_region","end_clock_region","raw_structural_signature","normalized_structural_signature","classification_bucket","source_family","endpoint_family","violation_magnitude_ns"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_384_447_7_9/RAMB/WE","u_dut/result_cmd_slot_q_reg/C","-0.043000000","clk","clk","clk","u_dut/result_cmd_slot_q_reg","FDCE","u_dut/result_cmd_slot_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_384_447_7_9/RAMB","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_384_447_7_9/RAMB","2","0.217000000","1.430000000","1.647000000","0.868245294","SLICE_X63Y144","SLICE_X71Y90","","","u_dut/result_cmd_slot_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_384_447_7_9/RAMB","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_slot_q_reg","u_dut/result_bank","0.043000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_384_447_7_9/RAMC/WE","u_dut/result_cmd_slot_q_reg/C","-0.043000000","clk","clk","clk","u_dut/result_cmd_slot_q_reg","FDCE","u_dut/result_cmd_slot_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_384_447_7_9/RAMC","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_384_447_7_9/RAMC","2","0.217000000","1.430000000","1.647000000","0.868245294","SLICE_X63Y144","SLICE_X71Y90","","","u_dut/result_cmd_slot_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_384_447_7_9/RAMC","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_slot_q_reg","u_dut/result_bank","0.043000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_384_447_7_9/RAMD/WE","u_dut/result_cmd_slot_q_reg/C","-0.043000000","clk","clk","clk","u_dut/result_cmd_slot_q_reg","FDCE","u_dut/result_cmd_slot_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_384_447_7_9/RAMD","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_384_447_7_9/RAMD","2","0.217000000","1.430000000","1.647000000","0.868245294","SLICE_X63Y144","SLICE_X71Y90","","","u_dut/result_cmd_slot_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_384_447_7_9/RAMD","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_slot_q_reg","u_dut/result_bank","0.043000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMA/WADR2","u_dut/result_cmd_valid_q_reg/C","-0.021000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMA","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMA","1","0.177000000","1.515000000","1.692000000","0.895390071","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMA","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.021000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMA/WE","u_dut/result_cmd_valid_q_reg/C","-0.046000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMA","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMA","2","0.262000000","1.388000000","1.650000000","0.841212121","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMA","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.046000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMB/I","u_dut/result_cmd_slot_q_reg/C","-0.027000000","clk","clk","clk","u_dut/result_cmd_slot_q_reg","FDCE","u_dut/result_cmd_slot_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMB","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMB","1","0.129000000","1.628000000","1.757000000","0.926579397","SLICE_X63Y144","SLICE_X67Y96","","","u_dut/result_cmd_slot_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMB","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_slot_q_reg","u_dut/result_bank","0.027000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMB/WADR2","u_dut/result_cmd_valid_q_reg/C","-0.021000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMB","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMB","1","0.177000000","1.515000000","1.692000000","0.895390071","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMB","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.021000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMB/WE","u_dut/result_cmd_valid_q_reg/C","-0.046000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMB","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMB","2","0.262000000","1.388000000","1.650000000","0.841212121","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMB","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.046000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMC/WADR2","u_dut/result_cmd_valid_q_reg/C","-0.021000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMC","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMC","1","0.177000000","1.515000000","1.692000000","0.895390071","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMC","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.021000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMC/WE","u_dut/result_cmd_valid_q_reg/C","-0.046000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMC","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMC","2","0.262000000","1.388000000","1.650000000","0.841212121","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMC","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.046000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMD/WADR2","u_dut/result_cmd_valid_q_reg/C","-0.021000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMD","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMD","1","0.177000000","1.515000000","1.692000000","0.895390071","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMD","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.021000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMD/WE","u_dut/result_cmd_valid_q_reg/C","-0.046000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMD","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMD","2","0.262000000","1.388000000","1.650000000","0.841212121","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMD","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.046000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAME/WADR2","u_dut/result_cmd_valid_q_reg/C","-0.021000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAME","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAME","1","0.177000000","1.515000000","1.692000000","0.895390071","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAME","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.021000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAME/WE","u_dut/result_cmd_valid_q_reg/C","-0.046000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAME","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAME","2","0.262000000","1.388000000","1.650000000","0.841212121","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAME","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.046000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMF/WADR2","u_dut/result_cmd_valid_q_reg/C","-0.021000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMF","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMF","1","0.177000000","1.515000000","1.692000000","0.895390071","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMF","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.021000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMF/WE","u_dut/result_cmd_valid_q_reg/C","-0.046000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMF","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMF","2","0.262000000","1.388000000","1.650000000","0.841212121","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMF","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.046000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMG/WADR2","u_dut/result_cmd_valid_q_reg/C","-0.021000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMG","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMG","1","0.177000000","1.515000000","1.692000000","0.895390071","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMG","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.021000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMG/WE","u_dut/result_cmd_valid_q_reg/C","-0.046000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMG","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMG","2","0.262000000","1.388000000","1.650000000","0.841212121","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMG","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.046000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMH/WADR2","u_dut/result_cmd_valid_q_reg/C","-0.021000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMH","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMH","1","0.177000000","1.515000000","1.692000000","0.895390071","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMH","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.021000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMH/WE","u_dut/result_cmd_valid_q_reg/C","-0.046000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMH","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_0_6/RAMH","2","0.262000000","1.388000000","1.650000000","0.841212121","SLICE_X63Y143","SLICE_X67Y96","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_0_6/RAMH","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.046000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMA/WE","u_dut/result_cmd_valid_q_reg/C","-0.044000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMA","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_7_9/RAMA","2","0.262000000","1.394000000","1.656000000","0.841787440","SLICE_X63Y143","SLICE_X67Y88","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMA","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.044000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMB/WE","u_dut/result_cmd_valid_q_reg/C","-0.044000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMB","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_7_9/RAMB","2","0.262000000","1.394000000","1.656000000","0.841787440","SLICE_X63Y143","SLICE_X67Y88","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMB","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.044000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMC/WE","u_dut/result_cmd_valid_q_reg/C","-0.044000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMC","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_7_9/RAMC","2","0.262000000","1.394000000","1.656000000","0.841787440","SLICE_X63Y143","SLICE_X67Y88","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMC","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.044000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMD/WE","u_dut/result_cmd_valid_q_reg/C","-0.044000000","clk","clk","clk","u_dut/result_cmd_valid_q_reg","FDCE","u_dut/result_cmd_valid_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMD","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_448_511_7_9/RAMD","2","0.262000000","1.394000000","1.656000000","0.841787440","SLICE_X63Y143","SLICE_X67Y88","","","u_dut/result_cmd_valid_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_448_511_7_9/RAMD","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT2>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","0.044000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_640_703_7_9/RAMA/WE","u_dut/result_cmd_slot_q_reg/C","-0.077000000","clk","clk","clk","u_dut/result_cmd_slot_q_reg","FDCE","u_dut/result_cmd_slot_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_640_703_7_9/RAMA","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_640_703_7_9/RAMA","2","0.225000000","1.467000000","1.692000000","0.867021277","SLICE_X63Y144","SLICE_X71Y88","","","u_dut/result_cmd_slot_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_640_703_7_9/RAMA","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_slot_q_reg","u_dut/result_bank","0.077000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_640_703_7_9/RAMB/WE","u_dut/result_cmd_slot_q_reg/C","-0.077000000","clk","clk","clk","u_dut/result_cmd_slot_q_reg","FDCE","u_dut/result_cmd_slot_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_640_703_7_9/RAMB","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_640_703_7_9/RAMB","2","0.225000000","1.467000000","1.692000000","0.867021277","SLICE_X63Y144","SLICE_X71Y88","","","u_dut/result_cmd_slot_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_640_703_7_9/RAMB","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_slot_q_reg","u_dut/result_bank","0.077000000"
"u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_640_703_7_9/RAMC/WE","u_dut/result_cmd_slot_q_reg/C","-0.077000000","clk","clk","clk","u_dut/result_cmd_slot_q_reg","FDCE","u_dut/result_cmd_slot_q_reg","u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_640_703_7_9/RAMC","RAMD64E","u_dut/gen_result_slots.gen_result_banks.u_result_bank/mem_reg_640_703_7_9/RAMC","2","0.225000000","1.467000000","1.692000000","0.867021277","SLICE_X63Y144","SLICE_X71Y88","","","u_dut/result_cmd_slot_q_reg|FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E|u_dut/gen_result_slots[1].gen_result_banks[3].u_result_bank/mem_reg_640_703_7_9/RAMC","FDCE|INBUF>IBUFCTRL>BUFGCE>FDCE>LUT3>LUT5|RAMD64E","DUT_INTERNAL","u_dut/result_cmd_slot_q_reg","u_dut/result_bank","0.077000000"
