"endpoint","startpoint","slack","path_group","launch_clock","capture_clock","start_cell","start_ref","start_hierarchy","end_cell","end_ref","end_hierarchy","logic_levels","logic_delay_ns","routing_delay_ns","datapath_delay_ns","routing_fraction","start_loc","end_loc","start_clock_region","end_clock_region","raw_structural_signature","normalized_structural_signature","classification_bucket","source_family","endpoint_family","violation_magnitude_ns"
"u_dut/kernel_ctx_output_size_q_reg[3]/CE","u_dut/slot_state_reg[0][0]/C","-0.015000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_ctx_output_size_q_reg[3]","FDCE","u_dut/kernel_ctx_output_size_q_reg","3","0.420000000","1.335000000","1.755000000","0.760683761","SLICE_X73Y77","SLICE_X84Y78","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_ctx_output_size_q_reg","0.015000000"
"u_dut/kernel_ctx_output_size_q_reg[4]/D","u_dut/slot_state_reg[0][0]/C","-0.089000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_ctx_output_size_q_reg[4]","FDCE","u_dut/kernel_ctx_output_size_q_reg","5","0.454000000","1.504000000","1.958000000","0.768130746","SLICE_X73Y77","SLICE_X85Y77","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_ctx_output_size_q_reg","0.089000000"
"u_dut/kernel_ctx_output_size_q_reg[5]_replica/D","u_dut/slot_state_reg[0][0]/C","-0.015000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_ctx_output_size_q_reg[5]_replica","FDCE","u_dut/kernel_ctx_output_size_q_reg_replica","5","0.622000000","1.222000000","1.844000000","0.662689805","SLICE_X73Y77","SLICE_X84Y77","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_ctx_output_size_q_reg_replica","0.015000000"
"u_dut/kernel_drain_group_q_reg[0]/CE","u_dut/slot_state_reg[0][0]/C","-0.106000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg[0]","FDCE","u_dut/kernel_drain_group_q_reg","5","0.539000000","1.354000000","1.893000000","0.715266772","SLICE_X73Y77","SLICE_X85Y78","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg","0.106000000"
"u_dut/kernel_drain_group_q_reg[1]/CE","u_dut/slot_state_reg[0][0]/C","-0.106000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg[1]","FDCE","u_dut/kernel_drain_group_q_reg","5","0.539000000","1.355000000","1.894000000","0.715417107","SLICE_X73Y77","SLICE_X84Y78","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg","0.106000000"
"u_dut/kernel_drain_group_q_reg[2]/CE","u_dut/slot_state_reg[0][0]/C","-0.106000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg[2]","FDCE","u_dut/kernel_drain_group_q_reg","5","0.539000000","1.354000000","1.893000000","0.715266772","SLICE_X73Y77","SLICE_X84Y78","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg","0.106000000"
"u_dut/kernel_drain_group_q_reg[3]/CE","u_dut/slot_state_reg[0][0]/C","-0.106000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg[3]","FDCE","u_dut/kernel_drain_group_q_reg","5","0.539000000","1.355000000","1.894000000","0.715417107","SLICE_X73Y77","SLICE_X84Y78","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg","0.106000000"
"u_dut/kernel_drain_group_q_reg[4]/CE","u_dut/slot_state_reg[0][0]/C","-0.106000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg[4]","FDCE","u_dut/kernel_drain_group_q_reg","5","0.539000000","1.354000000","1.893000000","0.715266772","SLICE_X73Y77","SLICE_X85Y78","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_drain_group_q_reg","0.106000000"
"u_dut/kernel_feed_group_q_reg[0]/CE","u_dut/slot_state_reg[0][0]/C","-0.054000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg[0]","FDCE","u_dut/kernel_feed_group_q_reg","5","0.491000000","1.322000000","1.813000000","0.729178158","SLICE_X73Y77","SLICE_X82Y70","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg","0.054000000"
"u_dut/kernel_feed_group_q_reg[0]/D","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]/C","-0.076000000","clk","clk","clk","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]","FDCE","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_feed_group_q_reg[0]","FDCE","u_dut/kernel_feed_group_q_reg","6","0.592000000","1.400000000","1.992000000","0.702811245","SLICE_X84Y76","SLICE_X82Y70","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_feed_group_q_reg","0.076000000"
"u_dut/kernel_feed_group_q_reg[1]/CE","u_dut/slot_state_reg[0][0]/C","-0.054000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg[1]","FDCE","u_dut/kernel_feed_group_q_reg","5","0.491000000","1.308000000","1.799000000","0.727070595","SLICE_X73Y77","SLICE_X87Y70","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg","0.054000000"
"u_dut/kernel_feed_group_q_reg[2]/CE","u_dut/slot_state_reg[0][0]/C","-0.054000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg[2]","FDCE","u_dut/kernel_feed_group_q_reg","5","0.491000000","1.309000000","1.800000000","0.727222222","SLICE_X73Y77","SLICE_X87Y70","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg","0.054000000"
"u_dut/kernel_feed_group_q_reg[2]/D","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]/C","-0.054000000","clk","clk","clk","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]","FDCE","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_feed_group_q_reg[2]","FDCE","u_dut/kernel_feed_group_q_reg","7","0.751000000","1.205000000","1.956000000","0.616053170","SLICE_X84Y76","SLICE_X87Y70","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_feed_group_q_reg","0.054000000"
"u_dut/kernel_feed_group_q_reg[3]/CE","u_dut/slot_state_reg[0][0]/C","-0.079000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg[3]","FDCE","u_dut/kernel_feed_group_q_reg","5","0.491000000","1.342000000","1.833000000","0.732133115","SLICE_X73Y77","SLICE_X85Y70","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg","0.079000000"
"u_dut/kernel_feed_group_q_reg[3]_replica/CE","u_dut/slot_state_reg[0][0]/C","-0.079000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg[3]_replica","FDCE","u_dut/kernel_feed_group_q_reg_replica","5","0.491000000","1.342000000","1.833000000","0.732133115","SLICE_X73Y77","SLICE_X85Y70","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg_replica","0.079000000"
"u_dut/kernel_feed_group_q_reg[4]/CE","u_dut/slot_state_reg[0][0]/C","-0.054000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg[4]","FDCE","u_dut/kernel_feed_group_q_reg","5","0.491000000","1.308000000","1.799000000","0.727070595","SLICE_X73Y77","SLICE_X87Y70","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_feed_group_q_reg","0.054000000"
"u_dut/kernel_h_groups_left_q_reg[0]/D","u_dut/slot_state_reg[0][0]/C","-0.041000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_h_groups_left_q_reg[0]","FDCE","u_dut/kernel_h_groups_left_q_reg","5","0.469000000","1.393000000","1.862000000","0.748120301","SLICE_X73Y77","SLICE_X83Y81","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_h_groups_left_q_reg","0.041000000"
"u_dut/kernel_h_groups_left_q_reg[2]/D","u_dut/slot_state_reg[0][0]/C","-0.068000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_h_groups_left_q_reg[2]","FDCE","u_dut/kernel_h_groups_left_q_reg","5","0.539000000","1.352000000","1.891000000","0.714965627","SLICE_X73Y77","SLICE_X80Y80","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_h_groups_left_q_reg","0.068000000"
"u_dut/kernel_h_groups_left_q_reg[3]/D","u_dut/slot_state_reg[0][0]/C","-0.032000000","clk","clk","clk","u_dut/slot_state_reg[0][0]","FDCE","u_dut/slot_state_reg","u_dut/kernel_h_groups_left_q_reg[3]","FDCE","u_dut/kernel_h_groups_left_q_reg","5","0.553000000","1.301000000","1.854000000","0.701725998","SLICE_X73Y77","SLICE_X80Y81","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/slot_state_reg","u_dut/kernel_h_groups_left_q_reg","0.032000000"
"u_dut/kernel_h_input_commit_wait_q_reg/D","u_dut/kernel_vector_q_reg[2]/C","-0.007000000","clk","clk","clk","u_dut/kernel_vector_q_reg[2]","FDCE","u_dut/kernel_vector_q_reg","u_dut/kernel_h_input_commit_wait_q_reg","FDCE","u_dut/kernel_h_input_commit_wait_q_reg","5","0.472000000","1.440000000","1.912000000","0.753138075","SLICE_X76Y92","SLICE_X85Y70","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_vector_q_reg","u_dut/kernel_h_input_commit_wait_q_reg","0.007000000"
"u_dut/kernel_h_rd_data_q_reg[10]/D","u_dut/kernel_h_rd_addr_q_reg[0][4]/C","-0.021000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[0][4]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[10]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.307000000","1.596000000","1.903000000","0.838675775","SLICE_X86Y80","SLICE_X85Y64","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.021000000"
"u_dut/kernel_h_rd_data_q_reg[11]/CE","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]/C","-0.041000000","clk","clk","clk","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]","FDCE","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_h_rd_data_q_reg[11]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.613000000","1.209000000","1.822000000","0.663556531","SLICE_X84Y76","SLICE_X85Y50","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_h_rd_data_q_reg","0.041000000"
"u_dut/kernel_h_rd_data_q_reg[11]/D","u_dut/kernel_h_rd_addr_q_reg[0][2]/C","-0.048000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[0][2]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[11]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.394000000","1.523000000","1.917000000","0.794470527","SLICE_X88Y77","SLICE_X85Y50","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.048000000"
"u_dut/kernel_h_rd_data_q_reg[12]/D","u_dut/kernel_h_rd_addr_q_reg[0][1]/C","-0.105000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[0][1]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[12]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.563000000","1.423000000","1.986000000","0.716515609","SLICE_X85Y84","SLICE_X85Y51","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.105000000"
"u_dut/kernel_h_rd_data_q_reg[13]/CE","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]/C","-0.041000000","clk","clk","clk","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]","FDCE","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_h_rd_data_q_reg[13]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.613000000","1.209000000","1.822000000","0.663556531","SLICE_X84Y76","SLICE_X85Y50","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_h_rd_data_q_reg","0.041000000"
"u_dut/kernel_h_rd_data_q_reg[13]/D","u_dut/kernel_h_rd_addr_q_reg[0][1]/C","-0.024000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[0][1]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[13]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.480000000","1.415000000","1.895000000","0.746701847","SLICE_X85Y84","SLICE_X85Y50","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.024000000"
"u_dut/kernel_h_rd_data_q_reg[14]/D","u_dut/kernel_h_rd_addr_q_reg[0][2]/C","-0.050000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[0][2]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[14]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.454000000","1.476000000","1.930000000","0.764766839","SLICE_X88Y77","SLICE_X84Y55","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.050000000"
"u_dut/kernel_h_rd_data_q_reg[15]/CE","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]/C","-0.011000000","clk","clk","clk","u_dut/u_unified_p4_kernel/slot_state_q_reg[2][1]","FDCE","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_h_rd_data_q_reg[15]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.613000000","1.193000000","1.806000000","0.660575858","SLICE_X84Y76","SLICE_X84Y54","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/u_unified_p4_kernel/slot_state_q_reg","u_dut/kernel_h_rd_data_q_reg","0.011000000"
"u_dut/kernel_h_rd_data_q_reg[15]/D","u_dut/kernel_h_rd_addr_q_reg[0][2]/C","-0.025000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[0][2]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[15]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.435000000","1.472000000","1.907000000","0.771893026","SLICE_X88Y77","SLICE_X84Y54","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.025000000"
"u_dut/kernel_h_rd_data_q_reg[16]/D","u_dut/kernel_h_rd_addr_q_reg[1][5]/C","-0.026000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][5]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[16]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.271000000","1.601000000","1.872000000","0.855235043","SLICE_X87Y80","SLICE_X87Y59","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.026000000"
"u_dut/kernel_h_rd_data_q_reg[17]/D","u_dut/kernel_h_rd_addr_q_reg[1][5]/C","-0.116000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][5]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[17]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.411000000","1.558000000","1.969000000","0.791264601","SLICE_X87Y80","SLICE_X85Y56","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.116000000"
"u_dut/kernel_h_rd_data_q_reg[18]/D","u_dut/kernel_h_rd_addr_q_reg[1][5]/C","-0.049000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][5]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[18]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.402000000","1.499000000","1.901000000","0.788532351","SLICE_X87Y80","SLICE_X85Y59","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.049000000"
"u_dut/kernel_h_rd_data_q_reg[19]/D","u_dut/kernel_h_rd_addr_q_reg[1][5]/C","-0.033000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][5]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[19]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.445000000","1.434000000","1.879000000","0.763171900","SLICE_X87Y80","SLICE_X87Y59","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.033000000"
"u_dut/kernel_h_rd_data_q_reg[1]/D","u_dut/kernel_h_rd_addr_q_reg[0][0]/C","-0.106000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[0][0]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[1]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.493000000","1.493000000","1.986000000","0.751762336","SLICE_X88Y65","SLICE_X84Y57","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.106000000"
"u_dut/kernel_h_rd_data_q_reg[20]/D","u_dut/kernel_h_rd_addr_q_reg[1][2]/C","-0.096000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][2]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[20]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.434000000","1.466000000","1.900000000","0.771578947","SLICE_X91Y64","SLICE_X85Y59","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.096000000"
"u_dut/kernel_h_rd_data_q_reg[23]/D","u_dut/kernel_h_rd_addr_q_reg[1][5]/C","-0.053000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][5]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[23]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.442000000","1.463000000","1.905000000","0.767979003","SLICE_X87Y80","SLICE_X85Y54","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.053000000"
"u_dut/kernel_h_rd_data_q_reg[24]/D","u_dut/kernel_h_rd_addr_q_reg[1][5]/C","-0.027000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][5]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[24]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.380000000","1.499000000","1.879000000","0.797764768","SLICE_X87Y80","SLICE_X85Y54","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.027000000"
"u_dut/kernel_h_rd_data_q_reg[25]/D","u_dut/kernel_h_rd_addr_q_reg[1][2]/C","-0.117000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][2]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[25]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.529000000","1.394000000","1.923000000","0.724908996","SLICE_X91Y64","SLICE_X85Y56","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.117000000"
"u_dut/kernel_h_rd_data_q_reg[27]/D","u_dut/kernel_h_rd_addr_q_reg[1][4]/C","-0.044000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][4]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[27]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.345000000","1.568000000","1.913000000","0.819654992","SLICE_X87Y78","SLICE_X87Y58","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.044000000"
"u_dut/kernel_h_rd_data_q_reg[28]/D","u_dut/kernel_h_rd_addr_q_reg[1][4]/C","-0.021000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][4]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[28]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.412000000","1.482000000","1.894000000","0.782470961","SLICE_X87Y78","SLICE_X85Y58","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.021000000"
"u_dut/kernel_h_rd_data_q_reg[29]/D","u_dut/kernel_h_rd_addr_q_reg[1][4]/C","-0.064000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][4]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[29]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.315000000","1.618000000","1.933000000","0.837040869","SLICE_X87Y78","SLICE_X87Y58","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.064000000"
"u_dut/kernel_h_rd_data_q_reg[30]/D","u_dut/kernel_h_rd_addr_q_reg[1][4]/C","-0.073000000","clk","clk","clk","u_dut/kernel_h_rd_addr_q_reg[1][4]","FDCE","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg[30]","FDCE","u_dut/kernel_h_rd_data_q_reg","5","0.406000000","1.534000000","1.940000000","0.790721649","SLICE_X87Y78","SLICE_X84Y53","","","SIGNATURE_SKIPPED|FDCE|FDCE","SIGNATURE_SKIPPED|FDCE|FDCE","DUT_INTERNAL","u_dut/kernel_h_rd_addr_q_reg","u_dut/kernel_h_rd_data_q_reg","0.073000000"
