"start_clock_region","end_clock_region","endpoint_count","tns_ns","tns_share","worst_violation_ns","median_violation_ns","p90_violation_ns","p99_violation_ns"
"","","1006","-42.426000000","1.000000000","0.134000000","0.036000000","0.089000000","0.122000000"
