index,slack,datapath_delay,logic_levels,startpoint,endpoint
1,-0.626,2.605,7,bf_cycle_reg[1]/C,signal_reg_reg[118][20]/D
2,-0.617,2.598,7,bf_cycle_reg[1]/C,signal_reg_reg[114][13]/D
3,-0.599,2.579,7,bf_cycle_reg[1]/C,signal_reg_reg[110][17]/D
4,-0.597,2.577,7,bf_cycle_reg[1]/C,signal_reg_reg[98][21]/D
5,-0.587,2.569,7,operand_x_reg_reg[47][9]/C,lane_product_reg_reg[79][11]/D
6,-0.579,2.560,6,bf_cycle_reg[2]/C,signal_reg_reg[92][19]/D
7,-0.576,2.556,7,bf_cycle_reg[1]/C,signal_reg_reg[114][17]/D
8,-0.576,2.557,6,bf_cycle_reg[2]/C,signal_reg_reg[9][13]/D
9,-0.574,2.554,7,bf_cycle_reg[1]/C,signal_reg_reg[118][21]/D
10,-0.570,2.551,6,bf_cycle_reg[2]/C,signal_reg_reg[92][18]/D
11,-0.569,2.549,7,bf_cycle_reg[1]/C,signal_reg_reg[122][21]/D
12,-0.559,2.539,7,bf_cycle_reg[1]/C,signal_reg_reg[98][17]/D
13,-0.556,2.536,7,bf_cycle_reg[2]/C,signal_reg_reg[9][21]/D
14,-0.554,2.533,7,bf_cycle_reg[1]/C,signal_reg_reg[118][11]/D
15,-0.552,2.532,6,bf_cycle_reg[2]/C,signal_reg_reg[116][18]/D
16,-0.551,2.531,7,bf_cycle_reg[1]/C,signal_reg_reg[94][10]/D
17,-0.550,2.530,7,bf_cycle_reg[2]/C,signal_reg_reg[9][19]/D
18,-0.549,2.529,6,bf_cycle_reg[2]/C,signal_reg_reg[96][21]/D
19,-0.544,2.523,7,bf_cycle_reg[1]/C,signal_reg_reg[110][19]/D
20,-0.542,2.524,7,operand_coeff_reg_reg[40][7]/C,lane_product_reg_reg[40][10]/D
21,-0.538,2.518,7,bf_cycle_reg[1]/C,signal_reg_reg[114][21]/D
22,-0.538,2.518,6,bf_cycle_reg[2]/C,signal_reg_reg[112][21]/D
23,-0.538,2.518,6,bf_cycle_reg[2]/C,signal_reg_reg[47][21]/D
24,-0.536,2.515,7,bf_cycle_reg[2]/C,signal_reg_reg[63][20]/D
25,-0.535,2.515,6,bf_cycle_reg[4]/C,signal_reg_reg[97][21]/D
26,-0.534,2.513,7,bf_cycle_reg[1]/C,signal_reg_reg[114][18]/D
27,-0.532,2.512,7,bf_cycle_reg[1]/C,signal_reg_reg[110][20]/D
28,-0.530,2.510,6,bf_cycle_reg[0]/C,signal_reg_reg[77][15]/D
29,-0.528,2.511,7,operand_x_reg_reg[46][5]/C,lane_product_reg_reg[46][7]/D
30,-0.527,2.507,7,bf_cycle_reg[2]/C,signal_reg_reg[53][21]/D
31,-0.526,2.507,7,bf_cycle_reg[1]/C,signal_reg_reg[98][9]/D
32,-0.526,2.509,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][18]/D
33,-0.525,2.506,7,operand_coeff_reg_reg[57][7]/C,lane_product_reg_reg[57][18]/D
34,-0.525,2.505,7,bf_cycle_reg[1]/C,signal_reg_reg[94][17]/D
35,-0.524,2.507,7,operand_x_reg_reg[46][4]/C,lane_product_reg_reg[78][7]/D
36,-0.523,2.504,7,bf_cycle_reg[1]/C,signal_reg_reg[111][21]/D
37,-0.523,2.504,7,bf_cycle_reg[1]/C,signal_reg_reg[94][13]/D
38,-0.521,2.503,7,operand_x_reg_reg[116][11]/C,lane_product_reg_reg[116][21]/D
39,-0.521,2.504,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][12]/D
40,-0.521,2.501,7,bf_cycle_reg[1]/C,signal_reg_reg[110][21]/D
41,-0.521,2.502,7,bf_cycle_reg[1]/C,signal_reg_reg[123][20]/D
42,-0.520,2.500,7,bf_cycle_reg[2]/C,signal_reg_reg[71][16]/D
43,-0.519,2.501,7,operand_coeff_reg_reg[40][7]/C,lane_product_reg_reg[40][8]/D
44,-0.519,2.500,7,bf_cycle_reg[1]/C,signal_reg_reg[119][20]/D
45,-0.518,2.499,5,bf_cycle_reg[2]/C,signal_reg_reg[44][20]/D
46,-0.517,2.499,7,operand_x_reg_reg[47][9]/C,lane_product_reg_reg[79][17]/D
47,-0.517,2.500,7,operand_x_reg_reg[9][11]/C,lane_product_reg_reg[9][16]/D
48,-0.517,2.497,6,bf_cycle_reg[2]/C,signal_reg_reg[71][12]/D
49,-0.516,2.497,7,bf_cycle_reg[1]/C,signal_reg_reg[95][17]/D
50,-0.515,2.497,7,operand_coeff_reg_reg[40][7]/C,lane_product_reg_reg[40][9]/D
51,-0.515,2.496,4,bf_cycle_reg[2]/C,signal_reg_reg[108][14]/D
52,-0.514,2.496,7,operand_coeff_reg_reg[40][7]/C,lane_product_reg_reg[40][22]/D
53,-0.514,2.494,7,bf_cycle_reg[1]/C,signal_reg_reg[122][18]/D
54,-0.513,2.496,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][7]/D
55,-0.513,2.494,6,bf_cycle_reg[2]/C,signal_reg_reg[9][11]/D
56,-0.511,2.493,7,operand_coeff_reg_reg[40][7]/C,lane_product_reg_reg[40][14]/D
57,-0.511,2.493,7,operand_coeff_reg_reg[40][7]/C,lane_product_reg_reg[40][7]/D
58,-0.510,2.491,6,bf_cycle_reg[0]/C,signal_reg_reg[119][13]/D
59,-0.510,2.490,6,bf_cycle_reg[2]/C,signal_reg_reg[108][17]/D
60,-0.509,2.490,7,operand_x_reg_reg[107][3]/C,lane_product_reg_reg[107][11]/D
61,-0.509,2.489,7,bf_cycle_reg[1]/C,signal_reg_reg[110][12]/D
62,-0.508,2.491,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][14]/D
63,-0.508,2.488,7,bf_cycle_reg[0]/C,signal_reg_reg[69][20]/D
64,-0.506,2.485,7,bf_cycle_reg[2]/C,signal_reg_reg[71][17]/D
65,-0.506,2.488,7,operand_x_reg_reg[32][13]/C,lane_product_reg_reg[32][13]/D
66,-0.505,2.486,7,operand_x_reg_reg[107][3]/C,lane_product_reg_reg[107][7]/D
67,-0.504,2.486,7,operand_x_reg_reg[47][9]/C,lane_product_reg_reg[79][19]/D
68,-0.504,2.486,7,operand_x_reg_reg[47][9]/C,lane_product_reg_reg[79][16]/D
69,-0.504,2.485,7,operand_x_reg_reg[2][10]/C,lane_product_reg_reg[2][13]/D
70,-0.503,2.485,7,operand_x_reg_reg[47][9]/C,lane_product_reg_reg[79][15]/D
71,-0.503,2.484,6,bf_cycle_reg[2]/C,signal_reg_reg[53][14]/D
72,-0.502,2.483,7,operand_x_reg_reg[43][4]/C,lane_product_reg_reg[75][11]/D
73,-0.502,2.485,7,operand_x_reg_reg[104][11]/C,lane_product_reg_reg[104][22]/D
74,-0.502,2.482,7,bf_cycle_reg[1]/C,signal_reg_reg[110][18]/D
75,-0.502,2.482,6,bf_cycle_reg[4]/C,signal_reg_reg[109][21]/D
76,-0.501,2.482,7,operand_x_reg_reg[90][5]/C,lane_product_reg_reg[122][5]/D
77,-0.500,2.482,7,operand_x_reg_reg[23][4]/C,lane_product_reg_reg[23][21]/D
78,-0.500,2.481,6,bf_cycle_reg[0]/C,signal_reg_reg[99][13]/D
79,-0.500,2.480,6,bf_cycle_reg[0]/C,signal_reg_reg[85][8]/D
80,-0.499,2.482,7,operand_coeff_reg_reg[32][6]/C,lane_product_reg_reg[63][15]/D
81,-0.499,2.482,7,operand_x_reg_reg[104][11]/C,lane_product_reg_reg[104][35]/D
82,-0.499,2.479,7,bf_cycle_reg[1]/C,signal_reg_reg[114][20]/D
83,-0.498,2.479,6,bf_cycle_reg[2]/C,signal_reg_reg[75][20]/D
84,-0.498,2.478,6,bf_cycle_reg[2]/C,signal_reg_reg[87][13]/D
85,-0.498,2.477,6,bf_cycle_reg[0]/C,signal_reg_reg[77][9]/D
86,-0.496,2.477,6,bf_cycle_reg[2]/C,signal_reg_reg[59][16]/D
87,-0.496,2.477,7,operand_x_reg_reg[30][13]/C,lane_product_reg_reg[30][14]/D
88,-0.496,2.477,6,bf_cycle_reg[2]/C,signal_reg_reg[116][19]/D
89,-0.495,2.477,7,operand_x_reg_reg[29][15]/C,lane_product_reg_reg[61][22]/D
90,-0.495,2.475,7,operand_x_reg_reg[24][11]/C,lane_product_reg_reg[56][13]/D
91,-0.494,2.476,7,operand_coeff_reg_reg[40][7]/C,lane_product_reg_reg[40][21]/D
92,-0.494,2.477,7,operand_x_reg_reg[47][12]/C,lane_product_reg_reg[47][20]/D
93,-0.494,2.475,7,bf_cycle_reg[1]/C,signal_reg_reg[118][17]/D
94,-0.494,2.474,6,bf_cycle_reg[0]/C,signal_reg_reg[4][13]/D
95,-0.493,2.473,7,operand_coeff_reg_reg[17][5]/C,lane_product_reg_reg[17][11]/D
96,-0.493,2.474,7,bf_cycle_reg[1]/C,signal_reg_reg[98][13]/D
97,-0.493,2.473,7,bf_cycle_reg[2]/C,signal_reg_reg[9][16]/D
98,-0.492,2.474,7,operand_x_reg_reg[32][15]/C,lane_product_reg_reg[32][21]/D
99,-0.492,2.471,7,bf_cycle_reg[2]/C,signal_reg_reg[68][23]/D
100,-0.491,2.472,7,operand_coeff_reg_reg[3][7]/C,lane_product_reg_reg[3][17]/D
101,-0.491,2.473,7,operand_x_reg_reg[41][4]/C,lane_product_reg_reg[73][13]/D
102,-0.491,2.472,5,bf_cycle_reg[0]/C,signal_reg_reg[61][7]/D
103,-0.491,2.471,7,bf_cycle_reg[1]/C,signal_reg_reg[94][18]/D
104,-0.491,2.470,7,bf_cycle_reg[2]/C,signal_reg_reg[68][21]/D
105,-0.491,2.470,7,bf_cycle_reg[2]/C,signal_reg_reg[84][21]/D
106,-0.491,2.470,7,bf_cycle_reg[2]/C,signal_reg_reg[84][23]/D
107,-0.490,2.470,6,bf_cycle_reg[0]/C,signal_reg_reg[69][13]/D
108,-0.489,2.472,7,operand_x_reg_reg[92][5]/C,lane_product_reg_reg[124][7]/D
109,-0.489,2.470,6,bf_cycle_reg[2]/C,signal_reg_reg[91][19]/D
110,-0.489,2.469,6,bf_cycle_reg[2]/C,signal_reg_reg[71][13]/D
111,-0.489,2.471,7,operand_x_reg_reg[32][15]/C,lane_product_reg_reg[32][38]/D
112,-0.488,2.470,7,operand_coeff_reg_reg[104][5]/C,lane_product_reg_reg[103][12]/D
113,-0.488,2.470,7,operand_x_reg_reg[111][2]/C,lane_product_reg_reg[111][7]/D
114,-0.488,2.471,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][19]/D
115,-0.488,2.468,7,bf_cycle_reg[2]/C,signal_reg_reg[40][23]/D
116,-0.488,2.470,7,operand_coeff_reg_reg[38][2]/C,lane_product_reg_reg[51][15]/D
117,-0.487,2.468,6,bf_cycle_reg[2]/C,signal_reg_reg[71][11]/D
118,-0.487,2.470,7,operand_coeff_reg_reg[86][4]/C,lane_product_reg_reg[86][5]/D
119,-0.487,2.467,7,bf_cycle_reg[2]/C,signal_reg_reg[40][21]/D
120,-0.487,2.467,7,bf_cycle_reg[2]/C,signal_reg_reg[8][21]/D
121,-0.487,2.467,7,bf_cycle_reg[2]/C,signal_reg_reg[8][23]/D
122,-0.487,2.468,7,bf_cycle_reg[1]/C,signal_reg_reg[95][20]/D
123,-0.486,2.468,7,operand_x_reg_reg[106][2]/C,lane_product_reg_reg[106][9]/D
124,-0.486,2.467,7,operand_coeff_reg_reg[70][7]/C,lane_product_reg_reg[70][37]/D
125,-0.485,2.465,6,bf_cycle_reg[2]/C,signal_reg_reg[96][19]/D
126,-0.484,2.465,7,operand_x_reg_reg[43][4]/C,lane_product_reg_reg[75][22]/D
127,-0.483,2.466,7,operand_x_reg_reg[9][11]/C,lane_product_reg_reg[9][22]/D
128,-0.483,2.466,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][15]/D
129,-0.482,2.463,5,bf_cycle_reg[2]/C,signal_reg_reg[47][15]/D
130,-0.481,2.464,7,operand_x_reg_reg[48][15]/C,lane_product_reg_reg[80][36]/D
131,-0.481,2.461,7,bf_cycle_reg[1]/C,signal_reg_reg[118][18]/D
132,-0.481,2.464,7,operand_x_reg_reg[9][11]/C,lane_product_reg_reg[9][13]/D
133,-0.481,2.460,6,bf_cycle_reg[2]/C,signal_reg_reg[79][13]/D
134,-0.480,2.461,7,operand_x_reg_reg[35][7]/C,lane_product_reg_reg[67][9]/D
135,-0.479,2.459,6,bf_cycle_reg[0]/C,signal_reg_reg[77][12]/D
136,-0.479,2.459,7,operand_x_reg_reg[115][13]/C,lane_product_reg_reg[115][13]/D
137,-0.479,2.462,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][10]/D
138,-0.479,2.459,7,bf_cycle_reg[1]/C,signal_reg_reg[94][20]/D
139,-0.479,2.458,7,bf_cycle_reg[2]/C,signal_reg_reg[68][22]/D
140,-0.478,2.461,7,operand_x_reg_reg[46][5]/C,lane_product_reg_reg[46][6]/D
141,-0.478,2.458,6,bf_cycle_reg[0]/C,signal_reg_reg[111][14]/D
142,-0.478,2.457,7,bf_cycle_reg[2]/C,signal_reg_reg[84][22]/D
143,-0.478,2.458,7,bf_cycle_reg[1]/C,signal_reg_reg[114][10]/D
144,-0.477,2.458,6,bf_cycle_reg[0]/C,signal_reg_reg[61][8]/D
145,-0.477,2.458,7,operand_coeff_reg_reg[57][7]/C,lane_product_reg_reg[57][38]/D
146,-0.477,2.460,7,operand_x_reg_reg[46][5]/C,lane_product_reg_reg[46][14]/D
147,-0.477,2.457,7,operand_x_reg_reg[52][11]/C,lane_product_reg_reg[84][13]/D
148,-0.476,2.457,6,bf_cycle_reg[0]/C,signal_reg_reg[99][11]/D
149,-0.476,2.457,6,bf_cycle_reg[2]/C,signal_reg_reg[93][15]/D
150,-0.476,2.456,6,bf_cycle_reg[4]/C,signal_reg_reg[117][19]/D
151,-0.475,2.456,7,operand_x_reg_reg[6][1]/C,lane_product_reg_reg[6][15]/D
152,-0.475,2.456,7,operand_x_reg_reg[50][7]/C,lane_product_reg_reg[82][16]/D
153,-0.475,2.455,7,bf_cycle_reg[2]/C,signal_reg_reg[40][22]/D
154,-0.475,2.456,7,operand_x_reg_reg[12][15]/C,lane_product_reg_reg[12][21]/D
155,-0.474,2.455,7,operand_x_reg_reg[90][5]/C,lane_product_reg_reg[122][22]/D
156,-0.474,2.457,7,operand_x_reg_reg[104][11]/C,lane_product_reg_reg[104][20]/D
157,-0.474,2.454,7,bf_cycle_reg[2]/C,signal_reg_reg[8][22]/D
158,-0.474,2.456,7,operand_x_reg_reg[53][2]/C,lane_product_reg_reg[85][21]/D
159,-0.473,2.454,7,operand_coeff_reg_reg[57][7]/C,lane_product_reg_reg[57][20]/D
160,-0.473,2.454,7,bf_cycle_reg[1]/C,signal_reg_reg[111][18]/D
161,-0.473,2.453,7,bf_cycle_reg[1]/C,signal_reg_reg[114][16]/D
162,-0.473,2.454,7,operand_x_reg_reg[47][15]/C,lane_product_reg_reg[47][21]/D
163,-0.473,2.453,7,operand_x_reg_reg[33][15]/C,lane_product_reg_reg[33][21]/D
164,-0.472,2.454,7,operand_x_reg_reg[112][12]/C,lane_product_reg_reg[112][19]/D
165,-0.472,2.455,7,operand_x_reg_reg[7][15]/C,lane_product_reg_reg[7][22]/D
166,-0.472,2.452,7,bf_cycle_reg[2]/C,signal_reg_reg[72][23]/D
167,-0.471,2.452,7,operand_x_reg_reg[44][14]/C,lane_product_reg_reg[44][22]/D
168,-0.471,2.454,7,operand_x_reg_reg[7][15]/C,lane_product_reg_reg[7][38]/D
169,-0.471,2.451,7,bf_cycle_reg[2]/C,signal_reg_reg[72][21]/D
170,-0.471,2.451,7,bf_cycle_reg[2]/C,signal_reg_reg[88][21]/D
171,-0.471,2.451,7,bf_cycle_reg[2]/C,signal_reg_reg[88][23]/D
172,-0.470,2.451,7,operand_x_reg_reg[115][13]/C,lane_product_reg_reg[115][20]/D
173,-0.470,2.450,6,bf_cycle_reg[0]/C,signal_reg_reg[77][14]/D
174,-0.469,2.452,7,operand_x_reg_reg[92][5]/C,lane_product_reg_reg[124][10]/D
175,-0.469,2.452,7,operand_x_reg_reg[46][4]/C,lane_product_reg_reg[78][18]/D
176,-0.469,2.452,7,operand_x_reg_reg[7][15]/C,lane_product_reg_reg[7][21]/D
177,-0.469,2.450,6,bf_cycle_reg[0]/C,signal_reg_reg[123][13]/D
178,-0.469,2.450,7,bf_cycle_reg[1]/C,signal_reg_reg[110][13]/D
179,-0.468,2.448,7,bf_cycle_reg[1]/C,signal_reg_reg[122][20]/D
180,-0.468,2.448,5,bf_cycle_reg[2]/C,signal_reg_reg[60][23]/D
181,-0.467,2.450,7,operand_x_reg_reg[92][5]/C,lane_product_reg_reg[92][11]/D
182,-0.467,2.450,7,operand_x_reg_reg[92][5]/C,lane_product_reg_reg[92][14]/D
183,-0.467,2.449,7,operand_coeff_reg_reg[69][4]_replica/C,lane_product_reg_reg[69][21]/D
184,-0.467,2.448,6,bf_cycle_reg[0]/C,signal_reg_reg[85][13]/D
185,-0.467,2.447,7,bf_cycle_reg[1]/C,signal_reg_reg[94][21]/D
186,-0.467,2.447,5,bf_cycle_reg[2]/C,signal_reg_reg[60][21]/D
187,-0.467,2.447,5,bf_cycle_reg[2]/C,signal_reg_reg[76][21]/D
188,-0.467,2.447,5,bf_cycle_reg[2]/C,signal_reg_reg[76][23]/D
189,-0.467,2.447,6,bf_cycle_reg[2]/C,signal_reg_reg[75][21]/D
190,-0.466,2.447,7,operand_coeff_reg_reg[72][6]/C,lane_product_reg_reg[119][17]/D
191,-0.466,2.447,6,bf_cycle_reg[2]/C,signal_reg_reg[75][19]/D
192,-0.466,2.446,6,bf_cycle_reg[2]/C,signal_reg_reg[9][12]/D
193,-0.466,2.446,7,bf_cycle_reg[1]/C,signal_reg_reg[94][12]/D
194,-0.465,2.446,7,operand_x_reg_reg[40][5]/C,lane_product_reg_reg[72][8]/D
195,-0.465,2.447,7,operand_x_reg_reg[47][9]/C,lane_product_reg_reg[79][9]/D
196,-0.465,2.446,7,operand_x_reg_reg[2][10]/C,lane_product_reg_reg[2][20]/D
197,-0.465,2.445,6,bf_cycle_reg[0]/C,signal_reg_reg[4][12]/D
198,-0.465,2.445,7,operand_x_reg_reg[24][11]/C,lane_product_reg_reg[56][11]/D
199,-0.464,2.447,7,operand_x_reg_reg[92][5]/C,lane_product_reg_reg[124][17]/D
200,-0.464,2.447,7,operand_x_reg_reg[46][5]/C,lane_product_reg_reg[46][5]/D
201,-0.464,2.445,7,operand_coeff_reg_reg[57][3]/C,lane_product_reg_reg[3][1]/D
202,-0.464,2.447,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][20]/D
203,-0.464,2.446,7,operand_coeff_reg_reg[64][6]/C,lane_product_reg_reg[127][15]/D
204,-0.464,2.447,7,operand_x_reg_reg[29][15]/C,lane_product_reg_reg[61][37]/D
205,-0.463,2.443,7,bf_cycle_reg[1]/C,signal_reg_reg[114][9]/D
206,-0.463,2.445,7,operand_x_reg_reg[92][5]/C,lane_product_reg_reg[124][22]/D
207,-0.463,2.444,7,operand_x_reg_reg[43][4]/C,lane_product_reg_reg[75][5]/D
208,-0.463,2.445,7,operand_x_reg_reg[1][13]/C,lane_product_reg_reg[1][20]/D
209,-0.463,2.446,7,operand_x_reg_reg[112][12]/C,lane_product_reg_reg[112][36]/D
210,-0.463,2.444,7,operand_x_reg_reg[2][10]/C,lane_product_reg_reg[2][14]/D
211,-0.463,2.444,7,operand_x_reg_reg[97][4]/C,lane_product_reg_reg[97][5]/D
212,-0.463,2.443,7,bf_cycle_reg[1]/C,signal_reg_reg[111][17]/D
213,-0.463,2.444,5,bf_cycle_reg[2]/C,signal_reg_reg[75][13]/D
214,-0.463,2.445,7,operand_x_reg_reg[113][15]/C,lane_product_reg_reg[113][21]/D
215,-0.463,2.445,7,operand_x_reg_reg[95][15]/C,lane_product_reg_reg[95][18]/D
216,-0.462,2.443,7,operand_x_reg_reg[43][13]/C,lane_product_reg_reg[43][18]/D
217,-0.462,2.444,7,operand_x_reg_reg[47][9]/C,lane_product_reg_reg[79][20]/D
218,-0.462,2.443,7,bf_cycle_reg[1]/C,signal_reg_reg[122][13]/D
219,-0.462,2.444,7,operand_x_reg_reg[37][13]/C,lane_product_reg_reg[37][21]/D
220,-0.462,2.444,7,operand_x_reg_reg[53][2]/C,lane_product_reg_reg[85][38]/D
221,-0.461,2.444,7,operand_x_reg_reg[47][12]/C,lane_product_reg_reg[47][18]/D
222,-0.461,2.442,5,bf_cycle_reg[2]/C,signal_reg_reg[37][23]/D
223,-0.461,2.442,6,bf_cycle_reg[4]/C,signal_reg_reg[121][21]/D
224,-0.461,2.443,7,operand_x_reg_reg[20][15]/C,lane_product_reg_reg[20][21]/D
225,-0.461,2.440,7,bf_cycle_reg[2]/C,signal_reg_reg[68][20]/D
226,-0.461,2.440,7,bf_cycle_reg[2]/C,signal_reg_reg[84][20]/D
227,-0.460,2.442,7,operand_coeff_reg_reg[40][7]/C,lane_product_reg_reg[40][11]/D
228,-0.460,2.441,7,operand_x_reg_reg[90][5]/C,lane_product_reg_reg[122][21]/D
229,-0.460,2.443,7,operand_x_reg_reg[46][0]/C,lane_product_reg_reg[78][2]/D
230,-0.460,2.443,7,operand_x_reg_reg[104][6]/C,lane_product_reg_reg[104][7]/D
231,-0.460,2.440,7,operand_x_reg_reg[114][12]/C,lane_product_reg_reg[114][13]/D
232,-0.460,2.441,5,bf_cycle_reg[2]/C,signal_reg_reg[3][23]/D
233,-0.460,2.440,7,bf_cycle_reg[1]/C,signal_reg_reg[122][8]/D
234,-0.460,2.440,7,bf_cycle_reg[1]/C,signal_reg_reg[98][18]/D
235,-0.460,2.442,7,operand_x_reg_reg[53][2]/C,lane_product_reg_reg[85][6]/D
236,-0.460,2.442,7,operand_x_reg_reg[32][15]/C,lane_product_reg_reg[32][22]/D
237,-0.460,2.440,7,operand_x_reg_reg[24][11]/C,lane_product_reg_reg[56][15]/D
238,-0.459,2.440,6,bf_cycle_reg[0]/C,signal_reg_reg[61][11]/D
239,-0.459,2.440,7,operand_x_reg_reg[43][4]/C,lane_product_reg_reg[75][19]/D
240,-0.459,2.440,5,bf_cycle_reg[2]/C,signal_reg_reg[37][21]/D
241,-0.459,2.440,5,bf_cycle_reg[2]/C,signal_reg_reg[3][21]/D
242,-0.459,2.440,7,operand_x_reg_reg[52][11]/C,lane_product_reg_reg[84][22]/D
243,-0.459,2.440,7,bf_cycle_reg[1]/C,signal_reg_reg[94][16]/D
244,-0.459,2.439,7,bf_cycle_reg[2]/C,signal_reg_reg[72][22]/D
245,-0.458,2.438,7,bf_cycle_reg[1]/C,signal_reg_reg[118][19]/D
246,-0.458,2.441,7,operand_x_reg_reg[92][5]/C,lane_product_reg_reg[92][8]/D
247,-0.458,2.439,6,bf_cycle_reg[2]/C,signal_reg_reg[63][9]/D
248,-0.458,2.440,7,operand_x_reg_reg[39][3]/C,lane_product_reg_reg[71][19]/D
249,-0.458,2.438,7,bf_cycle_reg[2]/C,signal_reg_reg[88][22]/D
250,-0.458,2.438,6,bf_cycle_reg[2]/C,signal_reg_reg[120][19]/D
251,-0.458,2.437,7,bf_cycle_reg[2]/C,signal_reg_reg[68][19]/D
252,-0.457,2.438,7,operand_x_reg_reg[28][14]/C,lane_product_reg_reg[28][19]/D
253,-0.457,2.440,7,operand_x_reg_reg[50][15]/C,lane_product_reg_reg[50][22]/D
254,-0.457,2.437,7,bf_cycle_reg[2]/C,signal_reg_reg[40][20]/D
255,-0.457,2.437,7,bf_cycle_reg[2]/C,signal_reg_reg[8][20]/D
256,-0.457,2.438,7,operand_coeff_reg_reg[70][7]/C,lane_product_reg_reg[70][14]/D
257,-0.457,2.439,7,operand_coeff_reg_reg[64][6]/C,lane_product_reg_reg[127][11]/D
258,-0.457,2.437,6,bf_cycle_reg[5]/C,signal_reg_reg[26][23]/D
259,-0.457,2.436,7,bf_cycle_reg[2]/C,signal_reg_reg[84][19]/D
260,-0.456,2.437,5,bf_cycle_reg[2]/C,signal_reg_reg[91][9]/D
261,-0.456,2.439,7,operand_x_reg_reg[53][0]/C,lane_product_reg_reg[53][14]/D
262,-0.456,2.436,7,operand_x_reg_reg[114][12]/C,lane_product_reg_reg[114][20]/D
263,-0.456,2.437,7,operand_coeff_reg_reg[49][3]/C,lane_product_reg_reg[49][7]/D
264,-0.456,2.437,7,operand_x_reg_reg[115][13]/C,lane_product_reg_reg[115][15]/D
265,-0.456,2.436,7,bf_cycle_reg[1]/C,signal_reg_reg[122][15]/D
266,-0.456,2.437,7,operand_x_reg_reg[52][11]/C,lane_product_reg_reg[84][38]/D
267,-0.456,2.436,6,bf_cycle_reg[5]/C,signal_reg_reg[26][21]/D
268,-0.456,2.436,6,bf_cycle_reg[5]/C,signal_reg_reg[52][21]/D
269,-0.456,2.436,6,bf_cycle_reg[5]/C,signal_reg_reg[52][23]/D
270,-0.456,2.438,7,operand_x_reg_reg[47][1]/C,lane_product_reg_reg[47][6]/D
271,-0.455,2.436,5,bf_cycle_reg[0]/C,signal_reg_reg[77][4]/D
272,-0.455,2.436,7,operand_coeff_reg_reg[57][7]/C,lane_product_reg_reg[57][22]/D
273,-0.455,2.437,7,operand_x_reg_reg[46][4]/C,lane_product_reg_reg[78][8]/D
274,-0.455,2.438,7,operand_x_reg_reg[92][5]/C,lane_product_reg_reg[92][6]/D
275,-0.455,2.436,7,operand_coeff_reg_reg[41][5]/C,lane_product_reg_reg[41][7]/D
276,-0.455,2.438,7,operand_x_reg_reg[53][0]/C,lane_product_reg_reg[53][21]/D
277,-0.455,2.435,7,operand_x_reg_reg[115][13]/C,lane_product_reg_reg[115][14]/D
278,-0.455,2.437,7,operand_x_reg_reg[116][11]/C,lane_product_reg_reg[116][15]/D
279,-0.455,2.438,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][9]/D
280,-0.455,2.438,7,operand_x_reg_reg[36][15]/C,lane_product_reg_reg[68][38]/D
281,-0.455,2.435,5,bf_cycle_reg[2]/C,signal_reg_reg[60][22]/D
282,-0.455,2.436,7,operand_x_reg_reg[31][2]/C,lane_product_reg_reg[31][9]/D
283,-0.454,2.434,7,operand_x_reg_reg[90][5]/C,lane_product_reg_reg[122][14]/D
284,-0.454,2.437,7,operand_x_reg_reg[47][12]/C,lane_product_reg_reg[47][12]/D
285,-0.454,2.435,7,operand_x_reg_reg[115][13]/C,lane_product_reg_reg[115][36]/D
286,-0.454,2.434,7,operand_x_reg_reg[50][7]/C,lane_product_reg_reg[82][9]/D
287,-0.454,2.434,7,bf_cycle_reg[2]/C,signal_reg_reg[40][19]/D
288,-0.454,2.434,5,bf_cycle_reg[2]/C,signal_reg_reg[81][21]/D
289,-0.454,2.434,5,bf_cycle_reg[2]/C,signal_reg_reg[76][22]/D
290,-0.453,2.434,7,bf_cycle_reg[1]/C,signal_reg_reg[94][9]/D
291,-0.453,2.434,7,operand_x_reg_reg[43][2]/C,lane_product_reg_reg[43][11]/D
292,-0.453,2.434,7,operand_x_reg_reg[107][3]/C,lane_product_reg_reg[107][15]/D
293,-0.453,2.435,7,operand_x_reg_reg[96][5]/C,lane_product_reg_reg[96][6]/D
294,-0.453,2.433,7,bf_cycle_reg[2]/C,signal_reg_reg[8][19]/D
295,-0.453,2.433,6,bf_cycle_reg[4]/C,signal_reg_reg[97][17]/D
296,-0.453,2.435,7,operand_x_reg_reg[110][15]/C,lane_product_reg_reg[110][21]/D
297,-0.452,2.434,7,operand_coeff_reg_reg[72][6]/C,lane_product_reg_reg[119][22]/D
298,-0.452,2.434,7,operand_x_reg_reg[104][6]/C,lane_product_reg_reg[104][11]/D
299,-0.452,2.432,7,bf_cycle_reg[1]/C,signal_reg_reg[98][20]/D
