candidate_id,anchor_x,anchor_y,region_x_min,region_x_max,region_y_min,region_y_max,candidate_tile_x,candidate_tile_y,coverage_ratio,site_count,legal_ff_capacity,available_ff_capacity,occupied_ff,projected_ff_utilization,clock_regions,control_set_data_available,control_set_compatibility,local_congestion,candidate_clock_region_crossing_count,subset_id,moved_bit_count,bit_list_sha256,basic_geometry_pass,basic_rejection_reason,pareto_frontier,tradeoff_proxy_pass,tradeoff_rejection_reason,safety_gate_rejection_reason,u_neg_no_worsening_proxy,u_pass_no_increase_proxy,d_neg_improves_proxy,d_near_nonworsening_proxy,objective_vector,u_neg_count,u_neg_min,u_neg_median,u_neg_p90,u_neg_p95,u_neg_max,u_neg_sum,u_neg_decrease_count,u_neg_increase_count,u_neg_unchanged_count,u_neg_current_slack_count,u_neg_current_slack_min,u_neg_current_slack_median,u_neg_current_slack_p90,u_neg_current_slack_p95,u_neg_current_slack_max,u_neg_current_slack_sum,u_pass_count,u_pass_min,u_pass_median,u_pass_p90,u_pass_p95,u_pass_max,u_pass_sum,u_pass_decrease_count,u_pass_increase_count,u_pass_unchanged_count,u_pass_current_slack_count,u_pass_current_slack_min,u_pass_current_slack_median,u_pass_current_slack_p90,u_pass_current_slack_p95,u_pass_current_slack_max,u_pass_current_slack_sum,d_neg_count,d_neg_min,d_neg_median,d_neg_p90,d_neg_p95,d_neg_max,d_neg_sum,d_neg_decrease_count,d_neg_increase_count,d_neg_unchanged_count,d_neg_current_slack_count,d_neg_current_slack_min,d_neg_current_slack_median,d_neg_current_slack_p90,d_neg_current_slack_p95,d_neg_current_slack_max,d_neg_current_slack_sum,d_near_count,d_near_min,d_near_median,d_near_p90,d_near_p95,d_near_max,d_near_sum,d_near_decrease_count,d_near_increase_count,d_near_unchanged_count,d_near_current_slack_count,d_near_current_slack_min,d_near_current_slack_median,d_near_current_slack_p90,d_near_current_slack_p95,d_near_current_slack_max,d_near_current_slack_sum,d_all_count,d_all_min,d_all_median,d_all_p90,d_all_p95,d_all_max,d_all_sum,d_all_decrease_count,d_all_increase_count,d_all_unchanged_count,d_all_current_slack_count,d_all_current_slack_min,d_all_current_slack_median,d_all_current_slack_p90,d_all_current_slack_p95,d_all_current_slack_max,d_all_current_slack_sum
A_X076_Y076,76,76,64,88,60,92,264.0,169.0,1.0,825,13200,10092,3108,0.23696969696969697,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,20,DEST_X3Y1_MAJOR,20,D8DF451BC1C4EF6032E28F4D3065B488CCF48FA9921667AB64B2E0E8D05D4049,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE,,False,False,True,True,"[0.0, 58.0, 15.0, 5.0, -23.0, 0.0, 0.0, 0.0, 20.0]",58,0.0,0.0,58.0,63.0,79.0,804.0,0,15,43,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,43.5,71.0,71.0,71.0,242.0,0,5,1,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-84.0,-23.0,0.0,0.0,5.0,-5954.0,123,3,75,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-84.0,0.0,0.0,0.0,5.0,-7985.0,168,1,215,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-86.0,0.0,0.0,8.0,57.0,-34498.0,989,264,2779,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y076,76,76,64,88,60,92,264.0,169.0,1.0,825,13200,10092,3108,0.23712121212121212,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,22,DEST_MIXED_OR_OTHER,22,62A80A6BF2780309EBB7ACB65499DC33F9E420F49ABAF670FF853CD53D650A7D,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 61.0, 21.0, 1.0, 0.0, 0.0, 0.0, 0.0, 22.0]",58,0.0,0.0,61.0,70.0,78.0,1084.0,0,21,37,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,56.0,56.0,56.0,56.0,0,1,5,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-76.0,0.0,0.0,0.0,0.0,-440.0,10,0,191,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-84.0,0.0,0.0,0.0,5.0,-3652.0,72,1,311,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-93.0,0.0,0.0,12.0,55.0,-37928.0,1104,278,2650,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y076,76,76,64,88,60,92,264.0,169.0,1.0,825,13200,10092,3108,0.23666666666666666,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_0,16,25AFEB422DB3BDBEF4DCE97A6D1274116E7B27A3B94E395D479DC22D3DE14FFD,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 58.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,58.0,70.0,78.0,913.0,0,16,42,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-84.0,0.0,0.0,0.0,40.0,-2966.0,62,2,137,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-84.0,0.0,0.0,0.0,38.0,-5066.0,94,2,288,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-93.0,0.0,0.0,0.0,58.0,-30686.0,815,189,3028,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y076,76,76,64,88,60,92,264.0,169.0,1.0,825,13200,10092,3108,0.23666666666666666,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_1,16,863B9B0389C1B994C73ED0C57EC56A84FD6D317708E59D47B391DA86E44D3A8E,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 63.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,63.0,71.0,79.0,800.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,71.0,71.0,71.0,125.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-82.0,0.0,0.0,0.0,3.0,-2518.0,47,1,153,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-84.0,0.0,0.0,0.0,4.0,-4877.0,103,1,280,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-88.0,0.0,0.0,4.0,57.0,-27508.0,793,217,3022,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y076,76,76,64,88,60,92,264.0,169.0,1.0,825,13200,10092,3108,0.23666666666666666,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_2,16,18F6AC63D50EACD2B5F6CC669CA58252595A0313B759D7A0EC563D4D8CFF4410,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 44.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,44.0,61.0,61.0,628.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,61.0,61.0,61.0,94.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-79.0,0.0,0.0,0.0,0.0,-2756.0,57,0,144,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-80.0,0.0,0.0,0.0,0.0,-4138.0,85,0,299,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-80.0,0.0,0.0,0.0,44.0,-28450.0,813,194,3025,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y076,76,76,64,88,60,92,264.0,169.0,1.0,825,13200,10092,3108,0.23666666666666666,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_3,16,6D6B2605916DFCDD525A27838AC825D18C62B807369D6E6322040D77ED73CF54,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 38.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,38.0,61.0,61.0,564.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,56.0,56.0,56.0,79.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-74.0,0.0,0.0,0.0,5.0,-1500.0,29,3,169,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-74.0,0.0,0.0,0.0,5.0,-4243.0,98,1,285,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-74.0,0.0,0.0,2.0,54.0,-22732.0,762,212,3058,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y080,76,80,64,88,64,96,264.0,165.0,1.0,825,13200,9860,3340,0.2578787878787879,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,64,ALL_64,64,A49D88051B2D2E5D1255D4F806A7569CDA9B33A650A908566197031349AD8DB4,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE,,False,False,True,True,"[45.0, 67.0, 58.0, 6.0, -57.0, -15.0, -54.0, -33.0, 64.0]",58,7.0,45.0,67.0,71.0,75.0,2673.0,0,58,0,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,19.0,51.0,67.0,67.0,67.0,274.0,0,6,0,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-80.0,-57.0,-15.0,-10.0,36.0,-10228.0,198,3,0,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-80.0,-54.0,-15.0,-11.0,34.0,-19130.0,380,3,1,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-95.0,-33.0,17.0,26.0,54.0,-120688.0,3298,712,22,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y080,76,80,64,88,64,96,264.0,165.0,1.0,825,13200,9860,3340,0.2546969696969697,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,22,DEST_X2Y1_MAJOR,22,EC8295A18CFB3214990035A3C2A8A03B2248BEA56069D816345F1D2C0CC4741A,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 57.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0]",58,0.0,0.0,57.0,66.0,67.0,929.0,0,22,36,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-80.0,0.0,0.0,0.0,36.0,-3454.0,63,2,136,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-77.0,0.0,0.0,0.0,34.0,-7007.0,140,1,243,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-80.0,0.0,0.0,10.0,54.0,-40906.0,1133,245,2654,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y080,76,80,64,88,64,96,264.0,165.0,1.0,825,13200,9860,3340,0.2545454545454545,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,20,DEST_X3Y1_MAJOR,20,D8DF451BC1C4EF6032E28F4D3065B488CCF48FA9921667AB64B2E0E8D05D4049,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE,,False,False,True,True,"[0.0, 54.0, 15.0, 5.0, -27.0, 0.0, 0.0, 0.0, 20.0]",58,0.0,0.0,54.0,59.0,75.0,744.0,0,15,43,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,39.5,67.0,67.0,67.0,222.0,0,5,1,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-80.0,-27.0,0.0,0.0,1.0,-6310.0,125,1,75,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-80.0,0.0,0.0,0.0,1.0,-8377.0,168,1,215,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-88.0,0.0,0.0,4.0,53.0,-38024.0,1036,219,2777,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y080,76,80,64,88,64,96,264.0,165.0,1.0,825,13200,9860,3340,0.2546969696969697,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,22,DEST_MIXED_OR_OTHER,22,62A80A6BF2780309EBB7ACB65499DC33F9E420F49ABAF670FF853CD53D650A7D,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 57.0, 21.0, 1.0, 0.0, 0.0, 0.0, 0.0, 22.0]",58,0.0,0.0,57.0,66.0,74.0,1000.0,0,21,37,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,52.0,52.0,52.0,52.0,0,1,5,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-73.0,0.0,0.0,0.0,0.0,-464.0,10,0,191,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-80.0,0.0,0.0,0.0,1.0,-3746.0,72,1,311,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-95.0,0.0,0.0,8.0,51.0,-41758.0,1129,248,2655,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y080,76,80,64,88,64,96,264.0,165.0,1.0,825,13200,9860,3340,0.25424242424242427,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_0,16,25AFEB422DB3BDBEF4DCE97A6D1274116E7B27A3B94E395D479DC22D3DE14FFD,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 54.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,54.0,66.0,74.0,849.0,0,16,42,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-80.0,0.0,0.0,0.0,36.0,-3162.0,62,2,137,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-80.0,0.0,0.0,0.0,34.0,-5240.0,94,2,288,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-95.0,0.0,0.0,0.0,54.0,-33560.0,850,160,3022,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y080,76,80,64,88,64,96,264.0,165.0,1.0,825,13200,9860,3340,0.25424242424242427,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_1,16,863B9B0389C1B994C73ED0C57EC56A84FD6D317708E59D47B391DA86E44D3A8E,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 59.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,59.0,67.0,75.0,744.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,67.0,67.0,67.0,117.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-78.0,0.0,0.0,0.0,0.0,-2566.0,48,0,153,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-80.0,0.0,0.0,0.0,0.0,-5103.0,103,0,281,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-88.0,0.0,0.0,0.0,53.0,-30248.0,807,197,3028,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y080,76,80,64,88,64,96,264.0,165.0,1.0,825,13200,9860,3340,0.25424242424242427,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_2,16,18F6AC63D50EACD2B5F6CC669CA58252595A0313B759D7A0EC563D4D8CFF4410,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 40.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,40.0,57.0,57.0,572.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,57.0,57.0,57.0,86.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-75.0,0.0,0.0,0.0,0.0,-2932.0,57,0,144,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-76.0,0.0,0.0,0.0,0.0,-4352.0,85,0,299,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-76.0,0.0,0.0,0.0,40.0,-31462.0,837,166,3029,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y080,76,80,64,88,64,96,264.0,165.0,1.0,825,13200,9860,3340,0.25424242424242427,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_3,16,6D6B2605916DFCDD525A27838AC825D18C62B807369D6E6322040D77ED73CF54,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 34.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,34.0,57.0,57.0,508.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,52.0,52.0,52.0,71.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-70.0,0.0,0.0,0.0,1.0,-1568.0,31,1,169,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-70.0,0.0,0.0,0.0,1.0,-4435.0,98,1,285,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-70.0,0.0,0.0,0.0,50.0,-25418.0,804,189,3039,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y084,76,84,64,88,68,100,264.0,161.0,1.0,825,13200,9626,3574,0.27560606060606063,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,64,ALL_64,64,A49D88051B2D2E5D1255D4F806A7569CDA9B33A650A908566197031349AD8DB4,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE,,False,False,True,True,"[41.0, 63.0, 58.0, 6.0, -61.0, -19.0, -58.0, -34.0, 64.0]",58,3.0,41.0,63.0,67.0,71.0,2441.0,0,58,0,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,15.0,47.0,63.0,63.0,63.0,250.0,0,6,0,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-76.0,-61.0,-19.0,-14.0,32.0,-10462.0,199,2,0,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-83.0,-58.0,-19.0,-15.0,30.0,-19530.0,383,1,0,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-91.0,-34.0,13.0,22.0,50.0,-129038.0,3365,651,16,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y084,76,84,64,88,68,100,264.0,161.0,1.0,825,13200,9626,3574,0.2724242424242424,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,22,DEST_X2Y1_MAJOR,22,EC8295A18CFB3214990035A3C2A8A03B2248BEA56069D816345F1D2C0CC4741A,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 53.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0]",58,0.0,0.0,53.0,62.0,63.0,841.0,0,22,36,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-76.0,0.0,0.0,0.0,32.0,-3424.0,63,2,136,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-74.0,0.0,0.0,0.0,30.0,-7131.0,141,1,242,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-76.0,0.0,0.0,6.0,50.0,-43766.0,1148,227,2657,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y084,76,84,64,88,68,100,264.0,161.0,1.0,825,13200,9626,3574,0.2722727272727273,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,20,DEST_X3Y1_MAJOR,20,D8DF451BC1C4EF6032E28F4D3065B488CCF48FA9921667AB64B2E0E8D05D4049,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE,,False,False,True,True,"[0.0, 50.0, 15.0, 5.0, -31.0, 0.0, 0.0, 0.0, 20.0]",58,0.0,0.0,50.0,55.0,71.0,684.0,0,15,43,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,35.5,63.0,63.0,63.0,202.0,0,5,1,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-76.0,-31.0,0.0,0.0,0.0,-6552.0,126,0,75,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-76.0,0.0,0.0,0.0,0.0,-8621.0,169,0,215,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-84.0,0.0,0.0,0.0,49.0,-40620.0,1056,198,2778,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y084,76,84,64,88,68,100,264.0,161.0,1.0,825,13200,9626,3574,0.2724242424242424,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,22,DEST_MIXED_OR_OTHER,22,62A80A6BF2780309EBB7ACB65499DC33F9E420F49ABAF670FF853CD53D650A7D,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 53.0, 21.0, 1.0, 0.0, 0.0, 0.0, 0.0, 22.0]",58,0.0,0.0,53.0,62.0,70.0,916.0,0,21,37,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,48.0,48.0,48.0,48.0,0,1,5,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-75.0,0.0,0.0,0.0,0.0,-486.0,10,0,191,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-83.0,0.0,0.0,0.0,0.0,-3778.0,73,0,311,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-91.0,0.0,0.0,4.0,47.0,-44652.0,1161,226,2645,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X076_Y084,76,84,64,88,68,100,264.0,161.0,1.0,825,13200,9626,3574,0.271969696969697,"{""X2Y1"": 825}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_0,16,25AFEB422DB3BDBEF4DCE97A6D1274116E7B27A3B94E395D479DC22D3DE14FFD,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 50.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,50.0,62.0,70.0,785.0,0,16,42,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-76.0,0.0,0.0,0.0,32.0,-3296.0,62,2,137,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-83.0,0.0,0.0,0.0,30.0,-5352.0,95,1,288,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-91.0,0.0,0.0,0.0,50.0,-35684.0,864,147,3021,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
