candidate_id,anchor_x,anchor_y,region_x_min,region_x_max,region_y_min,region_y_max,candidate_tile_x,candidate_tile_y,coverage_ratio,site_count,legal_ff_capacity,available_ff_capacity,occupied_ff,projected_ff_utilization,clock_regions,control_set_data_available,control_set_compatibility,local_congestion,candidate_clock_region_crossing_count,subset_id,moved_bit_count,bit_list_sha256,basic_geometry_pass,basic_rejection_reason,pareto_frontier,tradeoff_proxy_pass,tradeoff_rejection_reason,safety_gate_rejection_reason,u_neg_no_worsening_proxy,u_pass_no_increase_proxy,d_neg_improves_proxy,d_near_nonworsening_proxy,objective_vector,u_neg_count,u_neg_min,u_neg_median,u_neg_p90,u_neg_p95,u_neg_max,u_neg_sum,u_neg_decrease_count,u_neg_increase_count,u_neg_unchanged_count,u_neg_current_slack_count,u_neg_current_slack_min,u_neg_current_slack_median,u_neg_current_slack_p90,u_neg_current_slack_p95,u_neg_current_slack_max,u_neg_current_slack_sum,u_pass_count,u_pass_min,u_pass_median,u_pass_p90,u_pass_p95,u_pass_max,u_pass_sum,u_pass_decrease_count,u_pass_increase_count,u_pass_unchanged_count,u_pass_current_slack_count,u_pass_current_slack_min,u_pass_current_slack_median,u_pass_current_slack_p90,u_pass_current_slack_p95,u_pass_current_slack_max,u_pass_current_slack_sum,d_neg_count,d_neg_min,d_neg_median,d_neg_p90,d_neg_p95,d_neg_max,d_neg_sum,d_neg_decrease_count,d_neg_increase_count,d_neg_unchanged_count,d_neg_current_slack_count,d_neg_current_slack_min,d_neg_current_slack_median,d_neg_current_slack_p90,d_neg_current_slack_p95,d_neg_current_slack_max,d_neg_current_slack_sum,d_near_count,d_near_min,d_near_median,d_near_p90,d_near_p95,d_near_max,d_near_sum,d_near_decrease_count,d_near_increase_count,d_near_unchanged_count,d_near_current_slack_count,d_near_current_slack_min,d_near_current_slack_median,d_near_current_slack_p90,d_near_current_slack_p95,d_near_current_slack_max,d_near_current_slack_sum,d_all_count,d_all_min,d_all_median,d_all_p90,d_all_p95,d_all_max,d_all_sum,d_all_decrease_count,d_all_increase_count,d_all_unchanged_count,d_all_current_slack_count,d_all_current_slack_min,d_all_current_slack_median,d_all_current_slack_p90,d_all_current_slack_p95,d_all_current_slack_max,d_all_current_slack_sum
A_X060_Y076,60,76,48,72,60,92,222.0,169.0,1.0,825,13200,9749,3451,0.26265151515151514,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_0,16,25AFEB422DB3BDBEF4DCE97A6D1274116E7B27A3B94E395D479DC22D3DE14FFD,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 58.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,58.0,67.0,77.0,915.0,0,16,42,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-48.0,0.0,0.0,21.0,33.0,-626.0,45,19,137,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-79.0,0.0,0.0,0.0,36.0,-1832.0,75,19,290,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-86.0,0.0,0.0,13.0,38.0,-14336.0,639,358,3035,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y076,60,76,48,72,60,92,222.0,169.0,1.0,825,13200,9749,3451,0.26265151515151514,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_1,16,863B9B0389C1B994C73ED0C57EC56A84FD6D317708E59D47B391DA86E44D3A8E,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 69.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,69.0,77.0,85.0,864.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,77.0,77.0,77.0,137.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-79.0,0.0,0.0,7.0,36.0,-864.0,35,13,153,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-86.0,0.0,0.0,18.0,36.0,-1235.0,69,34,281,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-98.0,0.0,0.0,13.0,43.0,-14640.0,656,343,3033,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y076,60,76,48,72,60,92,222.0,169.0,1.0,825,13200,9749,3451,0.26265151515151514,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_2,16,18F6AC63D50EACD2B5F6CC669CA58252595A0313B759D7A0EC563D4D8CFF4410,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 60.0, 14.0, 2.0, 0.0, 4.0, 0.0, 0.0, 16.0]",58,0.0,0.0,60.0,77.0,77.0,832.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,77.0,77.0,77.0,126.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-56.0,0.0,4.0,9.0,34.0,-496.0,35,22,144,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-90.0,0.0,0.0,7.0,35.0,-1382.0,60,25,299,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-95.0,0.0,0.0,14.0,44.0,-14642.0,653,351,3028,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y076,60,76,48,72,60,92,222.0,169.0,1.0,825,13200,9749,3451,0.26265151515151514,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_3,16,6D6B2605916DFCDD525A27838AC825D18C62B807369D6E6322040D77ED73CF54,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 61.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,61.0,77.0,77.0,828.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,72.0,72.0,72.0,111.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-44.0,0.0,0.0,2.0,47.0,-212.0,21,11,169,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-96.0,0.0,0.0,13.0,47.0,-1041.0,60,37,287,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-96.0,0.0,2.0,19.0,51.0,-10140.0,578,407,3047,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y080,60,80,48,72,64,96,222.0,165.0,1.0,825,13200,9433,3767,0.2902272727272727,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,64,ALL_64,64,A49D88051B2D2E5D1255D4F806A7569CDA9B33A650A908566197031349AD8DB4,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE,,False,False,True,True,"[51.5, 73.0, 58.0, 6.0, -20.0, 24.0, -20.0, -18.0, 64.0]",58,23.0,51.5,73.0,73.0,81.0,3207.0,0,58,0,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,35.0,62.0,73.0,73.0,73.0,350.0,0,6,0,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-81.0,-20.0,24.0,28.0,43.0,-2686.0,139,56,6,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-92.0,-20.0,20.0,28.0,43.0,-6296.0,277,100,7,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-94.0,-18.0,24.0,30.0,47.0,-65070.0,2675,1294,63,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y080,60,80,48,72,64,96,222.0,165.0,1.0,825,13200,9433,3767,0.28704545454545455,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,22,DEST_X2Y1_MAJOR,22,EC8295A18CFB3214990035A3C2A8A03B2248BEA56069D816345F1D2C0CC4741A,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 59.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0]",58,0.0,0.0,59.0,73.0,73.0,1189.0,0,22,36,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-81.0,0.0,0.0,0.0,29.0,-1580.0,58,7,136,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-92.0,0.0,0.0,2.0,36.0,-3149.0,114,25,245,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-94.0,0.0,2.0,18.0,42.0,-23532.0,926,432,2674,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y080,60,80,48,72,64,96,222.0,165.0,1.0,825,13200,9433,3767,0.28689393939393937,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,20,DEST_X3Y1_MAJOR,20,D8DF451BC1C4EF6032E28F4D3065B488CCF48FA9921667AB64B2E0E8D05D4049,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 65.0, 15.0, 5.0, 0.0, 18.0, 0.0, 0.0, 20.0]",58,0.0,0.0,65.0,73.0,81.0,868.0,0,15,43,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,50.5,73.0,73.0,73.0,282.0,0,5,1,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-38.0,0.0,18.0,27.0,43.0,-1062.0,74,46,81,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-87.0,0.0,7.0,22.0,43.0,-1857.0,106,59,219,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-91.0,0.0,0.0,16.0,47.0,-20156.0,845,392,2795,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y080,60,80,48,72,64,96,222.0,165.0,1.0,825,13200,9433,3767,0.28704545454545455,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,22,DEST_MIXED_OR_OTHER,22,62A80A6BF2780309EBB7ACB65499DC33F9E420F49ABAF670FF853CD53D650A7D,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 63.0, 21.0, 1.0, 0.0, 0.0, 0.0, 0.0, 22.0]",58,0.0,0.0,63.0,73.0,76.0,1150.0,0,21,37,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,68.0,68.0,68.0,68.0,0,1,5,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-31.0,0.0,0.0,0.0,32.0,-44.0,7,3,191,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-86.0,0.0,0.0,0.0,36.0,-1290.0,57,16,311,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-94.0,0.0,4.0,18.0,43.0,-21382.0,904,470,2658,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y080,60,80,48,72,64,96,222.0,165.0,1.0,825,13200,9433,3767,0.2865909090909091,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_0,16,25AFEB422DB3BDBEF4DCE97A6D1274116E7B27A3B94E395D479DC22D3DE14FFD,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 54.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,54.0,63.0,73.0,851.0,0,16,42,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-52.0,0.0,0.0,17.0,29.0,-822.0,46,15,140,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-79.0,0.0,0.0,0.0,32.0,-2006.0,79,12,293,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-84.0,0.0,0.0,9.0,34.0,-17210.0,683,305,3044,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y080,60,80,48,72,64,96,222.0,165.0,1.0,825,13200,9433,3767,0.2865909090909091,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_1,16,863B9B0389C1B994C73ED0C57EC56A84FD6D317708E59D47B391DA86E44D3A8E,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 65.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,65.0,73.0,81.0,808.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,73.0,73.0,73.0,129.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-81.0,0.0,0.0,3.0,32.0,-912.0,35,12,154,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-84.0,0.0,0.0,14.0,32.0,-1461.0,73,31,280,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-94.0,0.0,0.0,9.0,39.0,-17380.0,697,308,3027,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y080,60,80,48,72,64,96,222.0,165.0,1.0,825,13200,9433,3767,0.2865909090909091,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_2,16,18F6AC63D50EACD2B5F6CC669CA58252595A0313B759D7A0EC563D4D8CFF4410,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 56.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,56.0,73.0,73.0,776.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,73.0,73.0,73.0,118.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-60.0,0.0,0.0,5.0,30.0,-672.0,36,19,146,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-87.0,0.0,0.0,3.0,31.0,-1596.0,61,22,301,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-92.0,0.0,0.0,10.0,40.0,-17654.0,694,300,3038,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y080,60,80,48,72,64,96,222.0,165.0,1.0,825,13200,9433,3767,0.2865909090909091,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_3,16,6D6B2605916DFCDD525A27838AC825D18C62B807369D6E6322040D77ED73CF54,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 57.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,57.0,73.0,73.0,772.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,68.0,68.0,68.0,103.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-40.0,0.0,0.0,0.0,43.0,-280.0,22,10,169,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-92.0,0.0,0.0,9.0,43.0,-1233.0,64,35,285,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-94.0,0.0,0.0,15.0,47.0,-12826.0,601,381,3050,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y084,60,84,48,72,68,100,222.0,161.0,1.0,825,13200,9311,3889,0.299469696969697,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,64,ALL_64,64,A49D88051B2D2E5D1255D4F806A7569CDA9B33A650A908566197031349AD8DB4,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE,,False,False,True,True,"[47.5, 69.0, 58.0, 6.0, -21.0, 20.0, -22.0, -21.0, 64.0]",58,19.0,47.5,69.0,69.0,77.0,2975.0,0,58,0,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,31.0,58.0,69.0,69.0,69.0,326.0,0,6,0,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-77.0,-21.0,20.0,24.0,39.0,-2920.0,159,40,2,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-90.0,-22.0,16.0,24.0,39.0,-6696.0,303,79,2,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-90.0,-21.0,20.0,26.0,43.0,-73420.0,2927,1055,50,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y084,60,84,48,72,68,100,222.0,161.0,1.0,825,13200,9311,3889,0.29628787878787877,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,22,DEST_X2Y1_MAJOR,22,EC8295A18CFB3214990035A3C2A8A03B2248BEA56069D816345F1D2C0CC4741A,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 55.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0]",58,0.0,0.0,55.0,69.0,69.0,1101.0,0,22,36,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-77.0,0.0,0.0,0.0,25.0,-1550.0,62,3,136,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-90.0,0.0,0.0,0.0,32.0,-3273.0,126,14,244,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-90.0,0.0,0.0,14.0,38.0,-26392.0,1030,329,2673,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y084,60,84,48,72,68,100,222.0,161.0,1.0,825,13200,9311,3889,0.29613636363636364,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,20,DEST_X3Y1_MAJOR,20,D8DF451BC1C4EF6032E28F4D3065B488CCF48FA9921667AB64B2E0E8D05D4049,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 61.0, 15.0, 5.0, 0.0, 14.0, 0.0, 0.0, 20.0]",58,0.0,0.0,61.0,69.0,77.0,808.0,0,15,43,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,46.5,69.0,69.0,69.0,262.0,0,5,1,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-34.0,0.0,14.0,23.0,39.0,-1304.0,90,34,77,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-87.0,0.0,3.0,18.0,39.0,-2101.0,120,49,215,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-87.0,0.0,0.0,12.0,43.0,-22752.0,920,332,2780,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y084,60,84,48,72,68,100,222.0,161.0,1.0,825,13200,9311,3889,0.29628787878787877,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,22,DEST_MIXED_OR_OTHER,22,62A80A6BF2780309EBB7ACB65499DC33F9E420F49ABAF670FF853CD53D650A7D,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 59.0, 21.0, 1.0, 0.0, 0.0, 0.0, 0.0, 22.0]",58,0.0,0.0,59.0,69.0,72.0,1066.0,0,21,37,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,64.0,64.0,64.0,64.0,0,1,5,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-33.0,0.0,0.0,0.0,28.0,-66.0,7,3,191,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-82.0,0.0,0.0,0.0,32.0,-1322.0,57,16,311,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-90.0,0.0,0.0,14.0,39.0,-24276.0,977,394,2661,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y084,60,84,48,72,68,100,222.0,161.0,1.0,825,13200,9311,3889,0.29583333333333334,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_0,16,25AFEB422DB3BDBEF4DCE97A6D1274116E7B27A3B94E395D479DC22D3DE14FFD,True,,False,False,U_NEG_UPSTREAM_WORSENING;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,True,False,True,"[0.0, 50.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,50.0,59.0,69.0,787.0,0,16,42,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-56.0,0.0,0.0,13.0,25.0,-956.0,51,12,138,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-75.0,0.0,0.0,0.0,28.0,-2118.0,87,8,289,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-80.0,0.0,0.0,5.0,30.0,-19334.0,749,244,3039,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y084,60,84,48,72,68,100,222.0,161.0,1.0,825,13200,9311,3889,0.29583333333333334,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_1,16,863B9B0389C1B994C73ED0C57EC56A84FD6D317708E59D47B391DA86E44D3A8E,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 61.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,61.0,69.0,77.0,752.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,69.0,69.0,69.0,121.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-77.0,0.0,0.0,0.0,28.0,-906.0,39,9,153,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-80.0,0.0,0.0,10.0,28.0,-1571.0,79,25,280,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-90.0,0.0,0.0,5.0,35.0,-19346.0,743,257,3032,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
A_X060_Y084,60,84,48,72,68,100,222.0,161.0,1.0,825,13200,9311,3889,0.29583333333333334,"{""X1Y1"": 264, ""X2Y1"": 561}",True,NOT_PROVEN_WITHOUT_MOVED_FF_CONTROL_SET_REPLAY,NOT_PROVEN_READ_ONLY_SITE_INVENTORY_ONLY,16,FEATURE_BIN_2,16,18F6AC63D50EACD2B5F6CC669CA58252595A0313B759D7A0EC563D4D8CFF4410,True,,False,False,U_NEG_UPSTREAM_WORSENING;U_PASS_UPSTREAM_INCREASE;D_NEG_NO_MEDIAN_IMPROVEMENT,,False,False,False,True,"[0.0, 52.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0]",58,0.0,0.0,52.0,69.0,69.0,720.0,0,14,44,58,-0.136,-0.0885,-0.043,-0.028,-0.017,-4.796,6,0.0,0.0,69.0,69.0,69.0,110.0,0,2,4,6,0.011,0.040999999999999995,0.066,0.066,0.066,0.241,201,-64.0,0.0,0.0,1.0,26.0,-778.0,45,11,145,201,-0.133,-0.038,-0.006,-0.003,-0.001,-7.99,384,-87.0,0.0,0.0,0.0,27.0,-1696.0,66,19,299,384,0.0,0.043,0.07,0.074,0.078,15.882,4032,-88.0,0.0,0.0,6.0,36.0,-19816.0,763,241,3028,4032,-0.133,0.357,0.894,1.023,1.334,1673.434
