index,family,slack_ns,datapath_delay_ns,logic_delay_ns,route_delay_ns,logic_levels,startpoint,endpoint,start_loc,end_loc,start_fanout
366,E_other,-0.102000,1.997000,0.254000,1.743000,"3","u_bounded_lfnst_engine/FSM_sequential_state_q_reg/C","u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep[3]_rep__3/CE","SLICE_X86Y6","SLICE_X70Y11",""
367,C_other_cache_kernel_or_write,-0.102000,2.083000,0.403000,1.680000,"5","rd_cmd_addr_q_reg[1][1][4]/C","kernel_rd_raw_data_q_reg[17]/D","SLICE_X84Y26","SLICE_X73Y3",""
368,D_control_or_r4c,-0.102000,1.998000,0.570000,1.428000,"5","u_bounded_lfnst_engine/out_group_reg[3]/C","lfnst_grid_reg[0][0]/CE","SLICE_X102Y12","SLICE_X107Y19",""
369,D_control_or_r4c,-0.102000,1.998000,0.570000,1.428000,"5","u_bounded_lfnst_engine/out_group_reg[3]/C","lfnst_grid_reg[0][14]/CE","SLICE_X102Y12","SLICE_X107Y19",""
370,D_control_or_r4c,-0.102000,1.998000,0.570000,1.428000,"5","u_bounded_lfnst_engine/out_group_reg[3]/C","lfnst_grid_reg[0][9]/CE","SLICE_X102Y12","SLICE_X107Y19",""
371,A_cache_to_lfnst_response,-0.102000,2.083000,0.410000,1.673000,"3","lfnst_mem_resp_data_q_reg[1]/C","lfnst_grid_reg[27][1]/D","SLICE_X76Y4","SLICE_X107Y17",""
372,E_other,-0.102000,1.900000,0.252000,1.648000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_960_1023_0_6/RAMA/WE","SLICE_X73Y63","SLICE_X61Y36",""
373,E_other,-0.102000,1.900000,0.252000,1.648000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_960_1023_0_6/RAMB/WE","SLICE_X73Y63","SLICE_X61Y36",""
374,E_other,-0.102000,1.900000,0.252000,1.648000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_960_1023_0_6/RAMC/WE","SLICE_X73Y63","SLICE_X61Y36",""
375,E_other,-0.102000,1.900000,0.252000,1.648000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_960_1023_0_6/RAMD/WE","SLICE_X73Y63","SLICE_X61Y36",""
376,E_other,-0.102000,1.900000,0.252000,1.648000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_960_1023_0_6/RAME/WE","SLICE_X73Y63","SLICE_X61Y36",""
377,E_other,-0.102000,1.900000,0.252000,1.648000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_960_1023_0_6/RAMF/WE","SLICE_X73Y63","SLICE_X61Y36",""
378,E_other,-0.102000,1.900000,0.252000,1.648000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_960_1023_0_6/RAMG/WE","SLICE_X73Y63","SLICE_X61Y36",""
379,E_other,-0.102000,1.900000,0.252000,1.648000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_960_1023_0_6/RAMH/WE","SLICE_X73Y63","SLICE_X61Y36",""
380,D_control_or_r4c,-0.102000,2.082000,0.178000,1.904000,"1","u_bounded_lfnst_engine/out_data_reg[22]/C","lfnst_grid_reg[21][6]/D","SLICE_X49Y14","SLICE_X101Y29",""
381,B_kernel_control_to_p4_input_mem,-0.101000,2.082000,0.078000,2.004000,"0","u_unified_p4_kernel/ingress_data_q_reg[41]/C","u_unified_p4_kernel/input_mem_reg[0][42][9]/D","SLICE_X96Y30","SLICE_X101Y72",""
382,E_other,-0.101000,2.083000,0.237000,1.846000,"2","u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep[0]_rep__1/C","u_bounded_lfnst_engine/coeff_bundle_q_reg[533]/D","SLICE_X72Y11","SLICE_X53Y6",""
383,D_control_or_r4c,-0.101000,1.997000,0.376000,1.621000,"3","u_bounded_lfnst_engine/out_group_reg[2]_replica_1/C","lfnst_grid_reg[7][6]/CE","SLICE_X102Y13","SLICE_X102Y28",""
384,E_other,-0.101000,2.080000,0.621000,1.459000,"6","u_unified_p4_kernel/ready_fifo_mem_reg[3][1]/C","u_unified_p4_kernel/issue_desc_bundle_addr_q_reg[4]_rep__7/D","SLICE_X71Y30","SLICE_X72Y54",""
385,C_other_cache_kernel_or_write,-0.101000,2.082000,0.422000,1.660000,"4","kernel_cut_h_q_reg[4]/C","kernel_rd_resp_data_q_reg[19]/D","SLICE_X85Y31","SLICE_X84Y20",""
386,E_other,-0.101000,1.899000,0.279000,1.620000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_704_767_0_6/RAMA/WE","SLICE_X73Y63","SLICE_X61Y38",""
387,E_other,-0.101000,1.899000,0.279000,1.620000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_704_767_0_6/RAMB/WE","SLICE_X73Y63","SLICE_X61Y38",""
388,E_other,-0.101000,1.899000,0.279000,1.620000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_704_767_0_6/RAMC/WE","SLICE_X73Y63","SLICE_X61Y38",""
389,E_other,-0.101000,1.899000,0.279000,1.620000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_704_767_0_6/RAMD/WE","SLICE_X73Y63","SLICE_X61Y38",""
390,E_other,-0.101000,1.899000,0.279000,1.620000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_704_767_0_6/RAME/WE","SLICE_X73Y63","SLICE_X61Y38",""
391,E_other,-0.101000,1.899000,0.279000,1.620000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_704_767_0_6/RAMF/WE","SLICE_X73Y63","SLICE_X61Y38",""
392,E_other,-0.101000,1.899000,0.279000,1.620000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_704_767_0_6/RAMG/WE","SLICE_X73Y63","SLICE_X61Y38",""
393,E_other,-0.101000,1.899000,0.279000,1.620000,"2","result_cmd_slot_q_reg/C","gen_result_slots[0].gen_result_banks[2].u_result_bank/mem_reg_704_767_0_6/RAMH/WE","SLICE_X73Y63","SLICE_X61Y38",""
394,D_control_or_r4c,-0.100000,2.081000,0.436000,1.645000,"5","lfnst_grid_valid_reg[0]/C","u_unified_p4_kernel/ingress_data_q_reg[38]/D","SLICE_X107Y21","SLICE_X95Y32",""
395,D_control_or_r4c,-0.100000,2.083000,0.609000,1.474000,"5","lfnst_grid_reg[33][12]/C","u_unified_p4_kernel/ingress_data_q_reg[44]/D","SLICE_X105Y20","SLICE_X93Y31",""
396,D_control_or_r4c,-0.100000,2.081000,0.718000,1.363000,"6","kernel_vector_q_reg[2]_replica/C","kernel_vector_q_reg[1]_rep__0/D","SLICE_X90Y19","SLICE_X101Y23",""
397,C_other_cache_kernel_or_write,-0.100000,1.995000,0.486000,1.509000,"5","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","kernel_h_rd_data_tail_q_reg[15]/CE","SLICE_X78Y31","SLICE_X77Y44",""
398,C_other_cache_kernel_or_write,-0.100000,1.995000,0.486000,1.509000,"5","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","kernel_h_rd_data_tail_q_reg[20]/CE","SLICE_X78Y31","SLICE_X78Y44",""
399,B_kernel_control_to_p4_input_mem,-0.100000,2.081000,0.079000,2.002000,"0","u_unified_p4_kernel/ingress_data_q_reg[60]/C","u_unified_p4_kernel/input_mem_reg[1][47][12]/D","SLICE_X87Y31","SLICE_X97Y78",""
400,E_other,-0.100000,2.079000,0.252000,1.827000,"2","lfnst_ntrs48_q_reg/C","u_bounded_lfnst_engine/coeff_fetch_addr_q_reg[5]/D","SLICE_X103Y12","SLICE_X72Y11",""
401,C_other_cache_kernel_or_write,-0.099000,2.079000,0.503000,1.576000,"6","u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]/C","vwrite_cmd_data_q_reg[2][9]/D","SLICE_X74Y104","SLICE_X73Y74",""
402,B_kernel_control_to_p4_input_mem,-0.099000,2.079000,0.078000,2.001000,"0","u_unified_p4_kernel/ingress_data_q_reg[17]/C","u_unified_p4_kernel/input_mem_reg[2][33][1]/D","SLICE_X92Y37","SLICE_X97Y68",""
403,E_other,-0.099000,2.080000,0.486000,1.594000,"4","output_active_reg/C","output_index_reg[4]_replica_1/D","SLICE_X97Y29","SLICE_X68Y36",""
404,C_other_cache_kernel_or_write,-0.099000,1.995000,0.486000,1.509000,"5","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","kernel_h_rd_data_tail_q_reg[18]/CE","SLICE_X78Y31","SLICE_X78Y42",""
405,C_other_cache_kernel_or_write,-0.099000,2.081000,0.268000,1.813000,"3","kernel_vector_q_reg[0]_rep__0/C","vwrite_cmd_data_q_reg[2][5]/D","SLICE_X102Y23","SLICE_X71Y69",""
406,C_other_cache_kernel_or_write,-0.099000,2.079000,0.326000,1.753000,"3","kernel_vector_q_reg[0]_rep__0/C","vwrite_cmd_data_q_reg[2][6]/D","SLICE_X102Y23","SLICE_X72Y69",""
407,C_other_cache_kernel_or_write,-0.099000,2.078000,0.525000,1.553000,"5","rd_cmd_addr_q_reg[0][1][0]/C","kernel_rd_raw_data_q_reg[23]/D","SLICE_X75Y17","SLICE_X73Y13",""
408,C_other_cache_read_or_response,-0.099000,1.896000,0.254000,1.642000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/valid_mem_reg_768_1023_0_0/DP.A/WE","SLICE_X96Y29","SLICE_X81Y10",""
409,C_other_cache_read_or_response,-0.099000,1.896000,0.254000,1.642000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/valid_mem_reg_768_1023_0_0/DP.B/WE","SLICE_X96Y29","SLICE_X81Y10",""
410,C_other_cache_read_or_response,-0.099000,1.896000,0.254000,1.642000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/valid_mem_reg_768_1023_0_0/DP.C/WE","SLICE_X96Y29","SLICE_X81Y10",""
411,C_other_cache_read_or_response,-0.099000,1.896000,0.254000,1.642000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/valid_mem_reg_768_1023_0_0/DP.D/WE","SLICE_X96Y29","SLICE_X81Y10",""
412,C_other_cache_read_or_response,-0.099000,1.896000,0.254000,1.642000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/valid_mem_reg_768_1023_0_0/SP.A/WE","SLICE_X96Y29","SLICE_X81Y10",""
413,C_other_cache_read_or_response,-0.099000,1.896000,0.254000,1.642000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/valid_mem_reg_768_1023_0_0/SP.B/WE","SLICE_X96Y29","SLICE_X81Y10",""
414,C_other_cache_read_or_response,-0.099000,1.896000,0.254000,1.642000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/valid_mem_reg_768_1023_0_0/SP.C/WE","SLICE_X96Y29","SLICE_X81Y10",""
415,C_other_cache_read_or_response,-0.099000,1.896000,0.254000,1.642000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/valid_mem_reg_768_1023_0_0/SP.D/WE","SLICE_X96Y29","SLICE_X81Y10",""
416,E_other,-0.098000,2.081000,0.608000,1.473000,"5","kernel_feed_group_q_reg[0]/C","u_unified_p4_kernel/ingress_data_q_reg[22]/D","SLICE_X88Y29","SLICE_X98Y32",""
417,D_control_or_r4c,-0.098000,1.993000,0.501000,1.492000,"6","lfnst_run_q_reg_replica/C","lfnst_grid_reg[27][0]/CE","SLICE_X96Y29","SLICE_X110Y20",""
418,D_control_or_r4c,-0.098000,1.993000,0.493000,1.500000,"5","lfnst_run_q_reg_replica/C","lfnst_grid_reg[18][10]/CE","SLICE_X96Y29","SLICE_X103Y14",""
419,D_control_or_r4c,-0.098000,1.993000,0.493000,1.500000,"5","lfnst_run_q_reg_replica/C","lfnst_grid_reg[18][6]/CE","SLICE_X96Y29","SLICE_X103Y14",""
420,C_other_cache_kernel_or_write,-0.098000,1.994000,0.254000,1.740000,"2","kernel_phase_q_reg[1]/C","kernel_h_rd_addr_q_reg[1][6]/CE","SLICE_X85Y27","SLICE_X77Y42",""
421,B_kernel_control_to_p4_input_mem,-0.098000,2.079000,0.079000,2.000000,"0","u_unified_p4_kernel/ingress_data_q_reg[33]/C","u_unified_p4_kernel/input_mem_reg[0][54][1]/D","SLICE_X94Y30","SLICE_X77Y76",""
422,C_other_cache_kernel_or_write,-0.097000,2.077000,0.505000,1.572000,"5","kernel_h_rd_addr_q_reg[0][0]/C","kernel_h_rd_data_q_reg[0]/D","SLICE_X79Y38","SLICE_X80Y33",""
423,C_other_cache_kernel_or_write,-0.097000,2.079000,0.327000,1.752000,"3","kernel_vector_q_reg[0]_rep__0/C","vwrite_cmd_data_q_reg[2][14]/D","SLICE_X102Y23","SLICE_X74Y81",""
424,C_other_cache_read_or_response,-0.097000,1.895000,0.254000,1.641000,"2","scrub_active_reg/C","gen_input_slots[0].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_768_1023_0_0/DP.A/WE","SLICE_X96Y29","SLICE_X79Y22",""
425,C_other_cache_read_or_response,-0.097000,1.895000,0.254000,1.641000,"2","scrub_active_reg/C","gen_input_slots[0].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_768_1023_0_0/DP.B/WE","SLICE_X96Y29","SLICE_X79Y22",""
426,C_other_cache_read_or_response,-0.097000,1.895000,0.254000,1.641000,"2","scrub_active_reg/C","gen_input_slots[0].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_768_1023_0_0/DP.C/WE","SLICE_X96Y29","SLICE_X79Y22",""
427,C_other_cache_read_or_response,-0.097000,1.895000,0.254000,1.641000,"2","scrub_active_reg/C","gen_input_slots[0].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_768_1023_0_0/DP.D/WE","SLICE_X96Y29","SLICE_X79Y22",""
428,C_other_cache_read_or_response,-0.097000,1.895000,0.254000,1.641000,"2","scrub_active_reg/C","gen_input_slots[0].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_768_1023_0_0/SP.A/WE","SLICE_X96Y29","SLICE_X79Y22",""
429,C_other_cache_read_or_response,-0.097000,1.895000,0.254000,1.641000,"2","scrub_active_reg/C","gen_input_slots[0].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_768_1023_0_0/SP.B/WE","SLICE_X96Y29","SLICE_X79Y22",""
430,C_other_cache_read_or_response,-0.097000,1.895000,0.254000,1.641000,"2","scrub_active_reg/C","gen_input_slots[0].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_768_1023_0_0/SP.C/WE","SLICE_X96Y29","SLICE_X79Y22",""
431,C_other_cache_read_or_response,-0.097000,1.895000,0.254000,1.641000,"2","scrub_active_reg/C","gen_input_slots[0].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_768_1023_0_0/SP.D/WE","SLICE_X96Y29","SLICE_X79Y22",""
432,C_other_cache_read_or_response,-0.097000,2.020000,0.081000,1.939000,"0","fill_wr_cmd_data_q_reg[7]/C","gen_input_slots[0].gen_input_banks[3].u_input_cache_bank/data_mem_reg_384_447_7_13/RAMA/I","SLICE_X60Y23","SLICE_X61Y10",""
433,D_control_or_r4c,-0.097000,1.992000,0.266000,1.726000,"3","u_bounded_lfnst_engine/out_group_reg[1]/C","lfnst_grid_reg[17][15]/CE","SLICE_X102Y11","SLICE_X102Y22",""
434,D_control_or_r4c,-0.097000,1.992000,0.266000,1.726000,"3","u_bounded_lfnst_engine/out_group_reg[1]/C","lfnst_grid_reg[17][2]/CE","SLICE_X102Y11","SLICE_X102Y22",""
435,E_other,-0.097000,1.992000,0.487000,1.505000,"5","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","rd_cmd_addr_q_reg[0][1][0]/CE","SLICE_X78Y31","SLICE_X75Y17",""
436,B_kernel_control_to_p4_input_mem,-0.097000,2.078000,0.079000,1.999000,"0","u_unified_p4_kernel/ingress_data_q_reg[25]/C","u_unified_p4_kernel/input_mem_reg[2][61][9]/D","SLICE_X97Y31","SLICE_X99Y64",""
437,D_control_or_r4c,-0.097000,2.078000,0.472000,1.606000,"5","lfnst_grid_valid_reg[34]/C","u_unified_p4_kernel/ingress_data_q_reg[12]/D","SLICE_X102Y20","SLICE_X85Y28",""
438,B_kernel_control_to_p4_input_mem,-0.097000,2.077000,0.078000,1.999000,"0","u_unified_p4_kernel/ingress_data_q_reg[36]/C","u_unified_p4_kernel/input_mem_reg[0][46][4]/D","SLICE_X92Y36","SLICE_X96Y79",""
439,D_control_or_r4c,-0.096000,1.991000,0.398000,1.593000,"5","lfnst_run_q_reg_replica/C","lfnst_grid_reg[58][0]/CE","SLICE_X96Y29","SLICE_X103Y26",""
440,E_other,-0.096000,2.022000,0.426000,1.596000,"5","it_info[6]","desc_count_reg[0]/CE","","SLICE_X90Y17",""
441,E_other,-0.096000,2.079000,0.760000,1.319000,"7","u_unified_p4_kernel/reduce_l4_q_reg[2][3][8]/C","u_unified_p4_kernel/reduce_l5_q_reg[2][39]/D","SLICE_X68Y76","SLICE_X86Y73",""
442,E_other,-0.096000,2.079000,0.248000,1.831000,"2","u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep[1]_rep__0/C","u_bounded_lfnst_engine/coeff_bundle_q_reg[930]/D","SLICE_X72Y10","SLICE_X55Y1",""
443,E_other,-0.096000,2.076000,0.350000,1.726000,"2","u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep[0]_rep__1/C","u_bounded_lfnst_engine/coeff_bundle_q_reg[454]/D","SLICE_X72Y11","SLICE_X45Y11",""
444,B_kernel_control_to_p4_input_mem,-0.096000,2.075000,0.078000,1.997000,"0","u_unified_p4_kernel/ingress_data_q_reg[36]/C","u_unified_p4_kernel/input_mem_reg[3][46][4]/D","SLICE_X92Y36","SLICE_X97Y79",""
445,D_control_or_r4c,-0.095000,1.990000,0.398000,1.592000,"5","lfnst_run_q_reg_replica/C","lfnst_grid_reg[58][4]/CE","SLICE_X96Y29","SLICE_X103Y26",""
446,D_control_or_r4c,-0.095000,1.990000,0.398000,1.592000,"5","lfnst_run_q_reg_replica/C","lfnst_grid_reg[58][6]/CE","SLICE_X96Y29","SLICE_X103Y26",""
447,D_control_or_r4c,-0.095000,1.990000,0.398000,1.592000,"5","lfnst_run_q_reg_replica/C","lfnst_grid_reg[58][7]/CE","SLICE_X96Y29","SLICE_X103Y26",""
448,E_other,-0.095000,2.077000,0.518000,1.559000,"5","kernel_feed_group_q_reg[0]/C","u_unified_p4_kernel/ingress_data_q_reg[18]/D","SLICE_X88Y29","SLICE_X99Y31",""
449,D_control_or_r4c,-0.095000,1.992000,0.429000,1.563000,"3","u_bounded_lfnst_engine/out_group_reg[3]/C","lfnst_grid_reg[38][10]/CE","SLICE_X102Y12","SLICE_X103Y18",""
450,D_control_or_r4c,-0.095000,1.992000,0.429000,1.563000,"3","u_bounded_lfnst_engine/out_group_reg[3]/C","lfnst_grid_reg[38][13]/CE","SLICE_X102Y12","SLICE_X103Y18",""
451,D_control_or_r4c,-0.095000,1.992000,0.429000,1.563000,"3","u_bounded_lfnst_engine/out_group_reg[3]/C","lfnst_grid_reg[38][1]/CE","SLICE_X102Y12","SLICE_X103Y18",""
452,B_kernel_control_to_p4_input_mem,-0.095000,2.078000,0.079000,1.999000,"0","u_unified_p4_kernel/ingress_data_q_reg[34]/C","u_unified_p4_kernel/input_mem_reg[0][38][2]/D","SLICE_X97Y32","SLICE_X90Y74",""
453,C_other_cache_kernel_or_write,-0.095000,2.075000,0.444000,1.631000,"5","rd_cmd_addr_q_reg[1][0][3]/C","kernel_rd_raw_data_q_reg[15]/D","SLICE_X82Y21","SLICE_X73Y27",""
454,E_other,-0.095000,2.076000,0.525000,1.551000,"5","lfnst_run_q_reg_replica/C","lfnst_input_terms_q_reg[142]/D","SLICE_X96Y29","SLICE_X107Y29",""
455,E_other,-0.095000,2.078000,0.760000,1.318000,"7","u_unified_p4_kernel/reduce_l4_q_reg[2][3][8]/C","u_unified_p4_kernel/reduce_l5_q_reg[2][37]/D","SLICE_X68Y76","SLICE_X86Y73",""
456,E_other,-0.095000,1.992000,0.352000,1.640000,"2","u_unified_p4_kernel/fifo_count_q_reg[2]/C","u_unified_p4_kernel/fifo_data_q_reg[29][28]/CE","SLICE_X70Y86","SLICE_X82Y118",""
457,E_other,-0.095000,1.991000,0.607000,1.384000,"5","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","u_unified_p4_kernel/slot_state_q_reg[0][1]/CE","SLICE_X78Y31","SLICE_X80Y31",""
458,B_kernel_control_to_p4_input_mem,-0.095000,2.075000,0.078000,1.997000,"0","u_unified_p4_kernel/ingress_data_q_reg[41]/C","u_unified_p4_kernel/input_mem_reg[1][38][9]/D","SLICE_X96Y30","SLICE_X93Y74",""
459,E_other,-0.095000,2.076000,0.297000,1.779000,"2","u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep[0]_rep__1/C","u_bounded_lfnst_engine/coeff_bundle_q_reg[531]/D","SLICE_X72Y11","SLICE_X52Y6",""
460,C_other_cache_kernel_or_write,-0.094000,1.990000,0.539000,1.451000,"5","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","kernel_rd_raw_data_q_reg[23]/CE","SLICE_X78Y31","SLICE_X73Y13",""
461,D_control_or_r4c,-0.094000,2.075000,0.230000,1.845000,"1","u_bounded_lfnst_engine/out_data_reg[44]/C","lfnst_grid_reg[19][12]/D","SLICE_X56Y10","SLICE_X107Y16",""
462,C_other_cache_kernel_or_write,-0.094000,2.076000,0.416000,1.660000,"5","rd_cmd_addr_q_reg[0][0][1]/C","kernel_rd_raw_data_q_reg[47]/D","SLICE_X78Y13","SLICE_X77Y29",""
463,C_other_cache_kernel_or_write,-0.094000,2.073000,0.510000,1.563000,"5","kernel_h_rd_addr_q_reg[3][1]/C","kernel_h_rd_data_q_reg[61]/D","SLICE_X79Y45","SLICE_X80Y42",""
464,D_control_or_r4c,-0.094000,2.075000,0.481000,1.594000,"5","lfnst_grid_valid_reg[34]/C","u_unified_p4_kernel/ingress_data_q_reg[13]/D","SLICE_X102Y20","SLICE_X88Y25",""
465,C_other_cache_kernel_or_write,-0.094000,2.074000,0.493000,1.581000,"5","rd_cmd_addr_q_reg[1][2][0]/C","kernel_rd_raw_data_q_reg[46]/D","SLICE_X84Y13","SLICE_X76Y28",""
466,E_other,-0.093000,2.073000,0.485000,1.588000,"5","lfnst_run_q_reg_replica/C","kernel_ctx_output_size_q_reg[5]/D","SLICE_X96Y29","SLICE_X80Y32",""
467,E_other,-0.093000,1.988000,0.166000,1.822000,"1","u_unified_p4_kernel/issue_active_q_reg/C","u_unified_p4_kernel/issue_desc_slot_q_reg[0]_rep__5/CE","SLICE_X71Y32","SLICE_X90Y55",""
468,C_other_cache_kernel_or_write,-0.093000,2.074000,0.438000,1.636000,"5","rd_cmd_addr_q_reg[0][2][0]/C","kernel_rd_raw_data_q_reg[45]/D","SLICE_X80Y23","SLICE_X77Y26",""
469,E_other,-0.093000,2.075000,0.409000,1.666000,"4","output_active_reg/C","slot_state_reg[0][2]_replica/D","SLICE_X97Y29","SLICE_X96Y28",""
470,C_other_cache_read_or_response,-0.093000,1.890000,0.293000,1.597000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_0_255_0_0/DP.A/WE","SLICE_X96Y29","SLICE_X81Y16",""
471,C_other_cache_read_or_response,-0.093000,1.890000,0.293000,1.597000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_0_255_0_0/DP.B/WE","SLICE_X96Y29","SLICE_X81Y16",""
472,C_other_cache_read_or_response,-0.093000,1.890000,0.293000,1.597000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_0_255_0_0/DP.C/WE","SLICE_X96Y29","SLICE_X81Y16",""
473,C_other_cache_read_or_response,-0.093000,1.890000,0.293000,1.597000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_0_255_0_0/DP.D/WE","SLICE_X96Y29","SLICE_X81Y16",""
474,C_other_cache_read_or_response,-0.093000,1.890000,0.293000,1.597000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_0_255_0_0/SP.A/WE","SLICE_X96Y29","SLICE_X81Y16",""
475,C_other_cache_read_or_response,-0.093000,1.890000,0.293000,1.597000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_0_255_0_0/SP.B/WE","SLICE_X96Y29","SLICE_X81Y16",""
476,C_other_cache_read_or_response,-0.093000,1.890000,0.293000,1.597000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_0_255_0_0/SP.C/WE","SLICE_X96Y29","SLICE_X81Y16",""
477,C_other_cache_read_or_response,-0.093000,1.890000,0.293000,1.597000,"2","scrub_active_reg/C","gen_input_slots[1].gen_input_banks[1].u_input_cache_bank/valid_mem_reg_0_255_0_0/SP.D/WE","SLICE_X96Y29","SLICE_X81Y16",""
478,E_other,-0.093000,1.989000,0.379000,1.610000,"2","u_unified_p4_kernel/fifo_count_q_reg[2]/C","u_unified_p4_kernel/fifo_data_q_reg[7][61]/CE","SLICE_X70Y86","SLICE_X82Y110",""
479,C_other_cache_kernel_or_write,-0.092000,2.074000,0.566000,1.508000,"4","kernel_cut_h_q_reg[4]/C","kernel_rd_resp_data_q_reg[33]/D","SLICE_X85Y31","SLICE_X84Y27",""
480,D_control_or_r4c,-0.092000,1.989000,0.396000,1.593000,"3","u_bounded_lfnst_engine/out_group_reg[3]/C","lfnst_grid_reg[47][0]/CE","SLICE_X102Y12","SLICE_X102Y14",""
481,D_control_or_r4c,-0.092000,1.989000,0.396000,1.593000,"3","u_bounded_lfnst_engine/out_group_reg[3]/C","lfnst_grid_reg[47][15]/CE","SLICE_X102Y12","SLICE_X102Y14",""
482,E_other,-0.092000,1.987000,0.166000,1.821000,"1","u_unified_p4_kernel/issue_active_q_reg/C","u_unified_p4_kernel/issue_desc_slot_q_reg[1]/CE","SLICE_X71Y32","SLICE_X95Y67",""
483,E_other,-0.092000,1.988000,0.647000,1.341000,"8","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","lfnst_tail_index_q_reg[0]/CE","SLICE_X78Y31","SLICE_X85Y19",""
484,E_other,-0.092000,1.988000,0.647000,1.341000,"8","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","lfnst_tail_index_q_reg[1]/CE","SLICE_X78Y31","SLICE_X85Y19",""
485,E_other,-0.092000,1.988000,0.647000,1.341000,"8","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","lfnst_tail_index_q_reg[2]/CE","SLICE_X78Y31","SLICE_X85Y19",""
486,E_other,-0.092000,1.988000,0.647000,1.341000,"8","u_unified_p4_kernel/slot_state_q_reg[2][0]/C","lfnst_tail_index_q_reg[3]/CE","SLICE_X78Y31","SLICE_X85Y19",""
