index,family,slack_ns,datapath_delay_ns,logic_delay_ns,route_delay_ns,logic_levels,startpoint,endpoint,start_loc,end_loc,start_fanout
487,D_control_or_r4c,-0.092000,2.072000,0.518000,1.554000,"5","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/ingress_data_q_reg[5]/D","SLICE_X102Y23","SLICE_X88Y27",""
488,D_control_or_r4c,-0.092000,2.072000,0.220000,1.852000,"2","u_bounded_lfnst_engine/out_data_reg[21]/C","lfnst_grid_reg[34][5]/D","SLICE_X50Y11","SLICE_X103Y19",""
489,D_control_or_r4c,-0.091000,2.072000,0.228000,1.844000,"1","u_bounded_lfnst_engine/out_data_reg[29]/C","lfnst_grid_reg[26][13]/D","SLICE_X51Y11","SLICE_X105Y17",""
490,E_other,-0.091000,2.072000,0.166000,1.906000,"1","u_unified_p4_kernel/issue_active_q_reg/C","u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7/D","SLICE_X71Y32","SLICE_X93Y49",""
491,E_other,-0.091000,2.073000,0.419000,1.654000,"5","kernel_feed_group_q_reg[0]/C","u_unified_p4_kernel/ingress_data_q_reg[33]/D","SLICE_X88Y29","SLICE_X94Y30",""
492,D_control_or_r4c,-0.091000,2.072000,0.645000,1.427000,"6","kernel_vector_q_reg[2]_replica/C","kernel_vector_q_reg[0]_rep__2_replica/D","SLICE_X90Y19","SLICE_X90Y19",""
493,C_other_cache_read_or_response,-0.091000,2.013000,0.081000,1.932000,"0","fill_wr_cmd_data_q_reg[7]/C","gen_input_slots[1].gen_input_banks[1].u_input_cache_bank/data_mem_reg_256_319_7_13/RAMA/I","SLICE_X60Y23","SLICE_X86Y33",""
494,D_control_or_r4c,-0.090000,2.071000,0.448000,1.623000,"4","output_active_reg/C","lfnst_grid_reg[9][13]/D","SLICE_X97Y29","SLICE_X102Y22",""
495,C_other_cache_kernel_or_write,-0.090000,2.070000,0.562000,1.508000,"5","kernel_h_rd_addr_q_reg[0][0]/C","kernel_h_rd_data_q_reg[12]/D","SLICE_X79Y38","SLICE_X80Y33",""
496,C_other_cache_kernel_or_write,-0.090000,2.073000,0.472000,1.601000,"5","rd_cmd_addr_q_reg[0][0][1]/C","kernel_rd_raw_data_q_reg[33]/D","SLICE_X78Y13","SLICE_X81Y18",""
497,D_control_or_r4c,-0.090000,2.071000,0.544000,1.527000,"5","lfnst_run_q_reg_replica/C","lfnst_grid_reg[49][2]/D","SLICE_X96Y29","SLICE_X103Y21",""
498,E_other,-0.090000,1.923000,0.177000,1.746000,"1","u_bounded_lfnst_engine/FSM_sequential_state_q_reg/C","u_bounded_lfnst_engine/products_q_reg[28]/DSP_A_B_DATA_INST/CEB2","SLICE_X86Y6","DSP48E2_X6Y7",""
499,E_other,-0.090000,2.071000,0.079000,1.992000,"0","u_unified_p4_kernel/pipe_out_data_q_reg[10]/C","u_unified_p4_kernel/fifo_data_q_reg[22][10]/D","SLICE_X83Y81","SLICE_X69Y120",""
