index,family,slack_ns,datapath_delay_ns,logic_delay_ns,route_delay_ns,logic_levels,startpoint,endpoint,start_loc,end_loc,start_fanout
351,B_kernel_control_to_p4_input_mem,-0.898000,2.877000,0.487000,2.390000,"6","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/input_mem_reg[1][55][11]/D","SLICE_X101Y76","SLICE_X105Y31",""
352,C_other_cache_read_or_response,-0.898000,2.696000,0.541000,2.155000,"5","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_576_639_7_13/RAMA/WE","SLICE_X77Y156","SLICE_X74Y223",""
353,C_other_cache_read_or_response,-0.898000,2.696000,0.541000,2.155000,"5","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_576_639_7_13/RAMB/WE","SLICE_X77Y156","SLICE_X74Y223",""
354,C_other_cache_read_or_response,-0.898000,2.696000,0.541000,2.155000,"5","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_576_639_7_13/RAMC/WE","SLICE_X77Y156","SLICE_X74Y223",""
355,C_other_cache_read_or_response,-0.898000,2.696000,0.541000,2.155000,"5","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_576_639_7_13/RAMD/WE","SLICE_X77Y156","SLICE_X74Y223",""
356,C_other_cache_read_or_response,-0.898000,2.696000,0.541000,2.155000,"5","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_576_639_7_13/RAME/WE","SLICE_X77Y156","SLICE_X74Y223",""
357,C_other_cache_read_or_response,-0.898000,2.696000,0.541000,2.155000,"5","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_576_639_7_13/RAMF/WE","SLICE_X77Y156","SLICE_X74Y223",""
358,C_other_cache_read_or_response,-0.898000,2.696000,0.541000,2.155000,"5","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_576_639_7_13/RAMG/WE","SLICE_X77Y156","SLICE_X74Y223",""
359,C_other_cache_read_or_response,-0.898000,2.696000,0.541000,2.155000,"5","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_576_639_7_13/RAMH/WE","SLICE_X77Y156","SLICE_X74Y223",""
360,B_kernel_control_to_p4_input_mem,-0.898000,2.878000,0.514000,2.364000,"6","lfnst_grid_reg[27][6]/C","u_unified_p4_kernel/input_mem_reg[0][56][6]/D","SLICE_X102Y88","SLICE_X78Y33",""
361,B_kernel_control_to_p4_input_mem,-0.898000,2.877000,0.540000,2.337000,"6","kernel_vector_q_reg[1]_rep__1_replica_1/C","u_unified_p4_kernel/input_mem_reg[2][18][9]/D","SLICE_X103Y81","SLICE_X85Y11",""
362,C_other_cache_kernel_or_write,-0.897000,2.879000,0.625000,2.254000,"7","lfnst_mem_req_bank_q_reg[1]/C","kernel_rd_raw_data_q_reg[38]/D","SLICE_X78Y171","SLICE_X73Y173",""
363,B_kernel_control_to_p4_input_mem,-0.897000,2.877000,0.546000,2.331000,"6","lfnst_grid_reg[20][14]/C","u_unified_p4_kernel/input_mem_reg[2][34][14]/D","SLICE_X103Y71","SLICE_X87Y18",""
364,B_kernel_control_to_p4_input_mem,-0.897000,2.880000,0.601000,2.279000,"6","lfnst_grid_reg[31][14]/C","u_unified_p4_kernel/input_mem_reg[2][24][14]/D","SLICE_X102Y88","SLICE_X74Y35",""
365,B_kernel_control_to_p4_input_mem,-0.897000,2.879000,0.601000,2.278000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[2][7][4]/D","SLICE_X100Y81","SLICE_X106Y21",""
366,C_other_cache_read_or_response,-0.897000,2.695000,0.546000,2.149000,"6","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_832_895_7_13/RAMA/WE","SLICE_X77Y156","SLICE_X71Y210",""
367,C_other_cache_read_or_response,-0.897000,2.695000,0.546000,2.149000,"6","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_832_895_7_13/RAMB/WE","SLICE_X77Y156","SLICE_X71Y210",""
368,C_other_cache_read_or_response,-0.897000,2.695000,0.546000,2.149000,"6","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_832_895_7_13/RAMC/WE","SLICE_X77Y156","SLICE_X71Y210",""
369,C_other_cache_read_or_response,-0.897000,2.695000,0.546000,2.149000,"6","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_832_895_7_13/RAMD/WE","SLICE_X77Y156","SLICE_X71Y210",""
370,C_other_cache_read_or_response,-0.897000,2.695000,0.546000,2.149000,"6","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_832_895_7_13/RAME/WE","SLICE_X77Y156","SLICE_X71Y210",""
371,C_other_cache_read_or_response,-0.897000,2.695000,0.546000,2.149000,"6","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_832_895_7_13/RAMF/WE","SLICE_X77Y156","SLICE_X71Y210",""
372,C_other_cache_read_or_response,-0.897000,2.695000,0.546000,2.149000,"6","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_832_895_7_13/RAMG/WE","SLICE_X77Y156","SLICE_X71Y210",""
373,C_other_cache_read_or_response,-0.897000,2.695000,0.546000,2.149000,"6","fill_slot_reg/C","gen_input_slots[0].gen_input_banks[2].u_input_cache_bank/data_mem_reg_832_895_7_13/RAMH/WE","SLICE_X77Y156","SLICE_X71Y210",""
374,C_other_cache_kernel_or_write,-0.897000,2.876000,0.386000,2.490000,"6","u_unified_p4_kernel/fifo_rd_ptr_q_reg[0]_rep__4/C","vwrite_cmd_data_q_reg[1][12]/D","SLICE_X89Y73","SLICE_X77Y55",""
375,B_kernel_control_to_p4_input_mem,-0.897000,2.878000,0.716000,2.162000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[0][59][1]/D","SLICE_X102Y81","SLICE_X104Y27",""
376,B_kernel_control_to_p4_input_mem,-0.897000,2.876000,0.396000,2.480000,"6","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/input_mem_reg[2][56][12]/D","SLICE_X101Y76","SLICE_X91Y40",""
377,B_kernel_control_to_p4_input_mem,-0.896000,2.878000,0.611000,2.267000,"6","lfnst_grid_reg[23][7]/C","u_unified_p4_kernel/input_mem_reg[3][51][7]/D","SLICE_X102Y71","SLICE_X88Y8",""
378,B_kernel_control_to_p4_input_mem,-0.896000,2.878000,0.716000,2.162000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[3][55][1]/D","SLICE_X102Y81","SLICE_X108Y26",""
379,B_kernel_control_to_p4_input_mem,-0.896000,2.876000,0.616000,2.260000,"6","kernel_vector_q_reg[1]_rep__1_replica_1/C","u_unified_p4_kernel/input_mem_reg[0][8][11]/D","SLICE_X103Y81","SLICE_X83Y44",""
380,C_other_cache_kernel_or_write,-0.896000,2.878000,0.658000,2.220000,"6","u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]_rep__0/C","vwrite_cmd_data_q_reg[2][0]/D","SLICE_X99Y81","SLICE_X73Y60",""
381,B_kernel_control_to_p4_input_mem,-0.896000,2.877000,0.501000,2.376000,"6","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/input_mem_reg[3][30][12]/D","SLICE_X101Y76","SLICE_X98Y15",""
382,B_kernel_control_to_p4_input_mem,-0.896000,2.875000,0.540000,2.335000,"6","kernel_vector_q_reg[1]_rep__1_replica_1/C","u_unified_p4_kernel/input_mem_reg[0][26][9]/D","SLICE_X103Y81","SLICE_X83Y11",""
383,B_kernel_control_to_p4_input_mem,-0.896000,2.876000,0.574000,2.302000,"6","lfnst_grid_reg[10][8]/C","u_unified_p4_kernel/input_mem_reg[3][40][8]/D","SLICE_X103Y77","SLICE_X79Y24",""
384,B_kernel_control_to_p4_input_mem,-0.896000,2.875000,0.656000,2.219000,"6","lfnst_grid_reg[43][1]/C","u_unified_p4_kernel/input_mem_reg[3][5][1]/D","SLICE_X103Y85","SLICE_X102Y35",""
385,B_kernel_control_to_p4_input_mem,-0.895000,2.877000,0.667000,2.210000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[0][14][1]/D","SLICE_X102Y81","SLICE_X97Y14",""
386,B_kernel_control_to_p4_input_mem,-0.895000,2.875000,0.546000,2.329000,"6","lfnst_grid_reg[20][14]/C","u_unified_p4_kernel/input_mem_reg[2][50][14]/D","SLICE_X103Y71","SLICE_X85Y17",""
387,B_kernel_control_to_p4_input_mem,-0.895000,2.875000,0.496000,2.379000,"6","kernel_vector_q_reg[0]_rep__1/C","u_unified_p4_kernel/input_mem_reg[3][55][10]/D","SLICE_X95Y72","SLICE_X108Y26",""
388,B_kernel_control_to_p4_input_mem,-0.895000,2.792000,0.476000,2.316000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[1][7][10]/CE","SLICE_X87Y62","SLICE_X109Y27",""
389,B_kernel_control_to_p4_input_mem,-0.895000,2.875000,0.514000,2.361000,"6","lfnst_grid_reg[27][6]/C","u_unified_p4_kernel/input_mem_reg[0][52][6]/D","SLICE_X102Y88","SLICE_X77Y35",""
390,B_kernel_control_to_p4_input_mem,-0.895000,2.876000,0.436000,2.440000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[3][9][11]/D","SLICE_X87Y62","SLICE_X102Y20",""
391,C_other_cache_kernel_or_write,-0.895000,2.875000,0.680000,2.195000,"7","kernel_stage_q_reg_replica_11/C","kernel_rd_raw_data_q_reg[63]/D","SLICE_X78Y139","SLICE_X78Y202",""
392,B_kernel_control_to_p4_input_mem,-0.895000,2.876000,0.524000,2.352000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[0][37][10]/D","SLICE_X87Y62","SLICE_X102Y38",""
393,C_other_cache_read_or_response,-0.894000,2.693000,0.590000,2.103000,"6","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_64_127_0_6/RAMA/WE","SLICE_X77Y156","SLICE_X82Y178",""
394,C_other_cache_read_or_response,-0.894000,2.693000,0.590000,2.103000,"6","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_64_127_0_6/RAMB/WE","SLICE_X77Y156","SLICE_X82Y178",""
395,C_other_cache_read_or_response,-0.894000,2.693000,0.590000,2.103000,"6","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_64_127_0_6/RAMC/WE","SLICE_X77Y156","SLICE_X82Y178",""
396,C_other_cache_read_or_response,-0.894000,2.693000,0.590000,2.103000,"6","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_64_127_0_6/RAMD/WE","SLICE_X77Y156","SLICE_X82Y178",""
397,C_other_cache_read_or_response,-0.894000,2.693000,0.590000,2.103000,"6","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_64_127_0_6/RAME/WE","SLICE_X77Y156","SLICE_X82Y178",""
398,C_other_cache_read_or_response,-0.894000,2.693000,0.590000,2.103000,"6","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_64_127_0_6/RAMF/WE","SLICE_X77Y156","SLICE_X82Y178",""
399,C_other_cache_read_or_response,-0.894000,2.693000,0.590000,2.103000,"6","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_64_127_0_6/RAMG/WE","SLICE_X77Y156","SLICE_X82Y178",""
400,C_other_cache_read_or_response,-0.894000,2.693000,0.590000,2.103000,"6","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_64_127_0_6/RAMH/WE","SLICE_X77Y156","SLICE_X82Y178",""
401,B_kernel_control_to_p4_input_mem,-0.894000,2.875000,0.546000,2.329000,"6","lfnst_grid_reg[20][14]/C","u_unified_p4_kernel/input_mem_reg[2][30][14]/D","SLICE_X103Y71","SLICE_X96Y16",""
402,B_kernel_control_to_p4_input_mem,-0.894000,2.877000,0.572000,2.305000,"6","lfnst_grid_reg[26][3]/C","u_unified_p4_kernel/input_mem_reg[1][27][3]/D","SLICE_X102Y79","SLICE_X107Y25",""
403,B_kernel_control_to_p4_input_mem,-0.894000,2.877000,0.462000,2.415000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[3][35][0]/D","SLICE_X87Y62","SLICE_X106Y27",""
404,B_kernel_control_to_p4_input_mem,-0.894000,2.876000,0.572000,2.304000,"6","lfnst_grid_reg[26][3]/C","u_unified_p4_kernel/input_mem_reg[2][39][3]/D","SLICE_X102Y79","SLICE_X105Y23",""
405,B_kernel_control_to_p4_input_mem,-0.894000,2.875000,0.667000,2.208000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[1][22][1]/D","SLICE_X102Y81","SLICE_X99Y14",""
406,B_kernel_control_to_p4_input_mem,-0.894000,2.873000,0.582000,2.291000,"6","lfnst_grid_reg[53][6]/C","u_unified_p4_kernel/input_mem_reg[2][7][6]/D","SLICE_X103Y82","SLICE_X97Y6",""
407,B_kernel_control_to_p4_input_mem,-0.894000,2.876000,0.436000,2.440000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[1][5][11]/D","SLICE_X87Y62","SLICE_X103Y35",""
408,B_kernel_control_to_p4_input_mem,-0.893000,2.875000,0.549000,2.326000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[0][40][4]/D","SLICE_X100Y81","SLICE_X76Y26",""
409,B_kernel_control_to_p4_input_mem,-0.892000,2.873000,0.726000,2.147000,"6","lfnst_grid_reg[33][15]/C","u_unified_p4_kernel/input_mem_reg[2][28][15]/D","SLICE_X102Y78","SLICE_X80Y37",""
410,B_kernel_control_to_p4_input_mem,-0.892000,2.875000,0.549000,2.326000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[1][12][4]/D","SLICE_X100Y81","SLICE_X75Y25",""
411,B_kernel_control_to_p4_input_mem,-0.892000,2.873000,0.546000,2.327000,"6","lfnst_grid_reg[20][14]/C","u_unified_p4_kernel/input_mem_reg[0][22][14]/D","SLICE_X103Y71","SLICE_X96Y15",""
412,C_other_cache_kernel_or_write,-0.892000,2.787000,0.427000,2.360000,"5","u_unified_p4_kernel/slot_state_q_reg[0][1]/C","kernel_rd_raw_data_q_reg[61]/CE","SLICE_X92Y57","SLICE_X77Y202",""
413,C_other_cache_kernel_or_write,-0.892000,2.787000,0.427000,2.360000,"5","u_unified_p4_kernel/slot_state_q_reg[0][1]/C","kernel_rd_raw_data_q_reg[63]/CE","SLICE_X92Y57","SLICE_X78Y202",""
414,C_other_cache_kernel_or_write,-0.892000,2.874000,0.635000,2.239000,"6","u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]_rep__0/C","vwrite_cmd_data_q_reg[0][0]/D","SLICE_X99Y81","SLICE_X72Y60",""
415,B_kernel_control_to_p4_input_mem,-0.892000,2.875000,0.611000,2.264000,"6","lfnst_grid_reg[23][7]/C","u_unified_p4_kernel/input_mem_reg[0][15][7]/D","SLICE_X102Y71","SLICE_X101Y9",""
416,B_kernel_control_to_p4_input_mem,-0.892000,2.873000,0.410000,2.463000,"6","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/input_mem_reg[2][39][13]/D","SLICE_X101Y76","SLICE_X101Y28",""
417,B_kernel_control_to_p4_input_mem,-0.891000,2.874000,0.667000,2.207000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[2][38][1]/D","SLICE_X102Y81","SLICE_X86Y16",""
418,B_kernel_control_to_p4_input_mem,-0.891000,2.874000,0.639000,2.235000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[1][54][0]/D","SLICE_X100Y81","SLICE_X82Y17",""
419,B_kernel_control_to_p4_input_mem,-0.891000,2.873000,0.667000,2.206000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[2][6][1]/D","SLICE_X102Y81","SLICE_X80Y8",""
420,B_kernel_control_to_p4_input_mem,-0.891000,2.874000,0.513000,2.361000,"6","lfnst_grid_reg[31][14]/C","u_unified_p4_kernel/input_mem_reg[3][39][14]/D","SLICE_X102Y88","SLICE_X107Y28",""
421,B_kernel_control_to_p4_input_mem,-0.891000,2.873000,0.667000,2.206000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[0][50][1]/D","SLICE_X102Y81","SLICE_X83Y12",""
422,B_kernel_control_to_p4_input_mem,-0.891000,2.874000,0.546000,2.328000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[3][37][12]/D","SLICE_X87Y62","SLICE_X107Y40",""
423,B_kernel_control_to_p4_input_mem,-0.891000,2.870000,0.496000,2.374000,"6","kernel_vector_q_reg[1]_rep__1_replica_1/C","u_unified_p4_kernel/input_mem_reg[3][31][9]/D","SLICE_X103Y81","SLICE_X100Y8",""
424,B_kernel_control_to_p4_input_mem,-0.891000,2.870000,0.513000,2.357000,"6","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/input_mem_reg[2][27][11]/D","SLICE_X101Y76","SLICE_X104Y27",""
425,D_control_or_r4c,-0.890000,2.870000,0.422000,2.448000,"4","scrub_active_reg/C","lfnst_grid_reg[27][13]/D","SLICE_X79Y103","SLICE_X100Y74",""
426,E_other,-0.890000,2.871000,1.675000,1.196000,"7","u_bounded_lfnst_engine/input_terms_q_reg[175]_replica_1/C","u_bounded_lfnst_engine/products_q_reg[58][16]/D","SLICE_X97Y106","SLICE_X99Y102",""
427,B_kernel_control_to_p4_input_mem,-0.890000,2.872000,0.474000,2.398000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[2][54][4]/D","SLICE_X100Y81","SLICE_X88Y6",""
428,B_kernel_control_to_p4_input_mem,-0.890000,2.871000,0.494000,2.377000,"6","lfnst_grid_reg[53][6]/C","u_unified_p4_kernel/input_mem_reg[1][62][6]/D","SLICE_X103Y82","SLICE_X81Y12",""
429,B_kernel_control_to_p4_input_mem,-0.890000,2.871000,0.471000,2.400000,"6","kernel_vector_q_reg[0]_rep__1/C","u_unified_p4_kernel/input_mem_reg[1][39][10]/D","SLICE_X95Y72","SLICE_X107Y27",""
430,B_kernel_control_to_p4_input_mem,-0.890000,2.873000,0.601000,2.272000,"6","lfnst_grid_reg[31][14]/C","u_unified_p4_kernel/input_mem_reg[3][0][14]/D","SLICE_X102Y88","SLICE_X92Y36",""
431,B_kernel_control_to_p4_input_mem,-0.890000,2.871000,0.436000,2.435000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[2][61][11]/D","SLICE_X87Y62","SLICE_X104Y37",""
432,B_kernel_control_to_p4_input_mem,-0.890000,2.869000,0.546000,2.323000,"6","lfnst_grid_reg[20][14]/C","u_unified_p4_kernel/input_mem_reg[3][18][14]/D","SLICE_X103Y71","SLICE_X84Y13",""
433,B_kernel_control_to_p4_input_mem,-0.890000,2.869000,0.500000,2.369000,"6","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/input_mem_reg[3][31][12]/D","SLICE_X101Y76","SLICE_X102Y22",""
434,B_kernel_control_to_p4_input_mem,-0.890000,2.870000,0.586000,2.284000,"6","kernel_feed_group_q_reg[0]/C","u_unified_p4_kernel/input_mem_reg[2][6][10]/D","SLICE_X90Y61","SLICE_X86Y14",""
435,B_kernel_control_to_p4_input_mem,-0.890000,2.869000,0.656000,2.213000,"6","lfnst_grid_reg[43][1]/C","u_unified_p4_kernel/input_mem_reg[1][5][1]/D","SLICE_X103Y85","SLICE_X102Y34",""
436,C_other_cache_read_or_response,-0.890000,2.688000,0.562000,2.126000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_896_959_14_15/RAMA/WE","SLICE_X77Y156","SLICE_X81Y220",""
437,C_other_cache_read_or_response,-0.890000,2.688000,0.562000,2.126000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_896_959_14_15/RAMB/WE","SLICE_X77Y156","SLICE_X81Y220",""
438,C_other_cache_read_or_response,-0.890000,2.688000,0.562000,2.126000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_896_959_14_15/RAMC/WE","SLICE_X77Y156","SLICE_X81Y220",""
439,C_other_cache_read_or_response,-0.890000,2.688000,0.562000,2.126000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[3].u_input_cache_bank/data_mem_reg_896_959_14_15/RAMD/WE","SLICE_X77Y156","SLICE_X81Y220",""
440,C_other_cache_kernel_or_write,-0.889000,2.870000,0.455000,2.415000,"7","lfnst_case_q_reg_replica/C","kernel_rd_raw_data_q_reg[37]/D","SLICE_X78Y137","SLICE_X73Y172",""
441,B_kernel_control_to_p4_input_mem,-0.889000,2.871000,0.601000,2.270000,"6","lfnst_grid_reg[31][14]/C","u_unified_p4_kernel/input_mem_reg[3][60][14]/D","SLICE_X102Y88","SLICE_X80Y47",""
442,B_kernel_control_to_p4_input_mem,-0.889000,2.870000,0.471000,2.399000,"6","kernel_vector_q_reg[0]_rep__1/C","u_unified_p4_kernel/input_mem_reg[0][35][10]/D","SLICE_X95Y72","SLICE_X106Y28",""
443,B_kernel_control_to_p4_input_mem,-0.889000,2.871000,0.514000,2.357000,"6","lfnst_grid_reg[27][6]/C","u_unified_p4_kernel/input_mem_reg[2][8][6]/D","SLICE_X102Y88","SLICE_X79Y24",""
444,B_kernel_control_to_p4_input_mem,-0.889000,2.870000,0.726000,2.144000,"6","lfnst_grid_reg[33][15]/C","u_unified_p4_kernel/input_mem_reg[3][48][15]/D","SLICE_X102Y78","SLICE_X86Y50",""
445,B_kernel_control_to_p4_input_mem,-0.889000,2.871000,0.462000,2.409000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[1][51][0]/D","SLICE_X87Y62","SLICE_X106Y22",""
446,B_kernel_control_to_p4_input_mem,-0.888000,2.870000,0.365000,2.505000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[1][19][2]/D","SLICE_X100Y81","SLICE_X104Y24",""
447,B_kernel_control_to_p4_input_mem,-0.888000,2.871000,0.601000,2.270000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[1][7][4]/D","SLICE_X100Y81","SLICE_X106Y21",""
448,B_kernel_control_to_p4_input_mem,-0.888000,2.871000,0.716000,2.155000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[3][31][1]/D","SLICE_X102Y81","SLICE_X103Y17",""
449,E_other,-0.888000,2.868000,1.686000,1.182000,"7","u_bounded_lfnst_engine/input_terms_q_reg[173]_replica_1/C","u_bounded_lfnst_engine/products_q_reg[58][12]/D","SLICE_X98Y106","SLICE_X100Y101",""
450,B_kernel_control_to_p4_input_mem,-0.888000,2.869000,0.501000,2.368000,"6","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/input_mem_reg[1][30][12]/D","SLICE_X101Y76","SLICE_X98Y14",""
451,B_kernel_control_to_p4_input_mem,-0.888000,2.869000,0.586000,2.283000,"6","lfnst_grid_reg[43][1]/C","u_unified_p4_kernel/input_mem_reg[2][24][1]/D","SLICE_X103Y85","SLICE_X74Y35",""
452,C_other_cache_read_or_response,-0.888000,2.687000,0.564000,2.123000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[0].u_input_cache_bank/data_mem_reg_384_447_14_15/RAMA/WE","SLICE_X77Y156","SLICE_X79Y186",""
453,C_other_cache_read_or_response,-0.888000,2.687000,0.564000,2.123000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[0].u_input_cache_bank/data_mem_reg_384_447_14_15/RAMB/WE","SLICE_X77Y156","SLICE_X79Y186",""
454,C_other_cache_read_or_response,-0.888000,2.687000,0.564000,2.123000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[0].u_input_cache_bank/data_mem_reg_384_447_14_15/RAMC/WE","SLICE_X77Y156","SLICE_X79Y186",""
455,C_other_cache_read_or_response,-0.888000,2.687000,0.564000,2.123000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[0].u_input_cache_bank/data_mem_reg_384_447_14_15/RAMD/WE","SLICE_X77Y156","SLICE_X79Y186",""
456,B_kernel_control_to_p4_input_mem,-0.888000,2.869000,0.514000,2.355000,"6","lfnst_grid_reg[27][6]/C","u_unified_p4_kernel/input_mem_reg[3][40][6]/D","SLICE_X102Y88","SLICE_X72Y38",""
457,B_kernel_control_to_p4_input_mem,-0.888000,2.870000,0.667000,2.203000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[0][34][1]/D","SLICE_X102Y81","SLICE_X83Y15",""
458,B_kernel_control_to_p4_input_mem,-0.888000,2.867000,0.656000,2.211000,"6","lfnst_grid_reg[43][1]/C","u_unified_p4_kernel/input_mem_reg[3][21][1]/D","SLICE_X103Y85","SLICE_X100Y15",""
459,B_kernel_control_to_p4_input_mem,-0.888000,2.869000,0.524000,2.345000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[0][5][10]/D","SLICE_X87Y62","SLICE_X102Y35",""
460,B_kernel_control_to_p4_input_mem,-0.888000,2.867000,0.546000,2.321000,"6","lfnst_grid_reg[20][14]/C","u_unified_p4_kernel/input_mem_reg[1][58][14]/D","SLICE_X103Y71","SLICE_X85Y22",""
461,B_kernel_control_to_p4_input_mem,-0.888000,2.867000,0.540000,2.327000,"6","kernel_vector_q_reg[1]_rep__1_replica_1/C","u_unified_p4_kernel/input_mem_reg[1][18][9]/D","SLICE_X103Y81","SLICE_X85Y12",""
462,B_kernel_control_to_p4_input_mem,-0.888000,2.870000,0.572000,2.298000,"6","lfnst_grid_reg[26][3]/C","u_unified_p4_kernel/input_mem_reg[2][51][3]/D","SLICE_X102Y79","SLICE_X109Y23",""
463,B_kernel_control_to_p4_input_mem,-0.888000,2.870000,0.462000,2.408000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[2][7][15]/D","SLICE_X87Y62","SLICE_X103Y22",""
464,B_kernel_control_to_p4_input_mem,-0.887000,2.869000,0.601000,2.268000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[3][59][4]/D","SLICE_X100Y81","SLICE_X105Y25",""
465,B_kernel_control_to_p4_input_mem,-0.887000,2.870000,0.716000,2.154000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[1][39][1]/D","SLICE_X102Y81","SLICE_X107Y29",""
466,B_kernel_control_to_p4_input_mem,-0.887000,2.869000,0.572000,2.297000,"6","lfnst_grid_reg[26][3]/C","u_unified_p4_kernel/input_mem_reg[2][19][3]/D","SLICE_X102Y79","SLICE_X105Y24",""
