index,slack,delay,logic_levels,startpoint,endpoint
669,-0.339,2.319,7,operand_x_reg_reg[52][3]/C,lane_product_reg_reg[52][15]/D
670,-0.339,2.319,7,operand_x_reg_reg[52][3]/C,lane_product_reg_reg[52][37]/D
671,-0.339,2.320,7,operand_coeff_reg_reg[57][3]/C,lane_product_reg_reg[57][17]/D
672,-0.339,2.320,7,operand_coeff_reg_reg[61][3]/C,lane_product_reg_reg[85][4]/D
673,-0.339,2.320,7,operand_coeff_reg_reg[43][3]/C,lane_product_reg_reg[43][37]/D
674,-0.339,2.320,7,operand_coeff_reg_reg[61][7]/C,lane_product_reg_reg[61][16]/D
675,-0.339,2.321,7,operand_x_reg_reg[40][2]/C,lane_product_reg_reg[40][7]/D
676,-0.339,2.320,7,operand_coeff_reg_reg[4][0]/C,lane_product_reg_reg[115][17]/D
677,-0.339,2.320,7,operand_coeff_reg_reg[111][0]/C,lane_product_reg_reg[100][22]/D
678,-0.339,2.320,7,operand_coeff_reg_reg[61][6]/C,lane_product_reg_reg[84][13]/D
679,-0.339,2.319,7,operand_coeff_reg_reg[1][1]/C,lane_product_reg_reg[1][12]/D
680,-0.338,2.320,7,operand_coeff_reg_reg[121][6]/C,lane_product_reg_reg[121][7]/D
681,-0.338,2.320,7,operand_coeff_reg_reg[121][6]/C,lane_product_reg_reg[127][9]/D
682,-0.338,2.320,7,operand_coeff_reg_reg[30][5]/C,lane_product_reg_reg[29][10]/D
683,-0.338,2.321,7,operand_coeff_reg_reg[30][5]/C,lane_product_reg_reg[29][21]/D
684,-0.338,2.319,7,operand_coeff_reg_reg[104][1]/C,lane_product_reg_reg[104][1]/D
685,-0.338,2.321,7,operand_coeff_reg_reg[19][5]/C,lane_product_reg_reg[19][10]/D
686,-0.338,2.319,7,operand_x_reg_reg[55][14]/C,lane_product_reg_reg[55][20]/D
687,-0.338,2.321,7,operand_coeff_reg_reg[79][3]/C,lane_product_reg_reg[118][17]/D
688,-0.338,2.321,7,operand_x_reg_reg[30][11]/C,lane_product_reg_reg[30][12]/D
689,-0.338,2.321,7,operand_x_reg_reg[44][3]/C,lane_product_reg_reg[44][5]/D
690,-0.338,2.319,7,operand_coeff_reg_reg[75][3]/C,lane_product_reg_reg[75][4]/D
691,-0.338,2.319,7,operand_x_reg_reg[93][11]/C,lane_product_reg_reg[93][21]/D
692,-0.338,2.318,7,operand_coeff_reg_reg[109][0]/C,lane_product_reg_reg[94][17]/D
693,-0.338,2.319,7,operand_coeff_reg_reg[117][5]/C,lane_product_reg_reg[117][9]/D
694,-0.338,2.319,7,operand_x_reg_reg[17][6]/C,lane_product_reg_reg[17][22]/D
695,-0.338,2.319,7,operand_coeff_reg_reg[23][3]/C,lane_product_reg_reg[23][22]/D
696,-0.338,2.319,7,operand_coeff_reg_reg[32][3]/C,lane_product_reg_reg[32][36]/D
697,-0.338,2.319,7,operand_coeff_reg_reg[59][3]/C,lane_product_reg_reg[59][16]/D
698,-0.338,2.319,7,operand_coeff_reg_reg[5][3]/C,lane_product_reg_reg[5][4]/D
699,-0.338,2.318,7,operand_coeff_reg_reg[6][3]/C,lane_product_reg_reg[6][8]/D
700,-0.338,2.319,7,operand_coeff_reg_reg[96][3]/C,lane_product_reg_reg[96][21]/D
701,-0.338,2.319,7,operand_x_reg_reg[17][6]/C,lane_product_reg_reg[17][12]/D
702,-0.338,2.319,7,operand_x_reg_reg[21][9]/C,lane_product_reg_reg[21][22]/D
703,-0.338,2.319,7,operand_coeff_reg_reg[4][0]/C,lane_product_reg_reg[115][15]/D
704,-0.338,2.319,7,operand_coeff_reg_reg[61][6]/C,lane_product_reg_reg[84][36]/D
705,-0.338,2.319,7,operand_coeff_reg_reg[79][7]/C,lane_product_reg_reg[48][21]/D
706,-0.338,2.318,7,operand_x_reg_reg[30][15]/C,lane_product_reg_reg[62][20]/D
707,-0.338,2.317,7,operand_coeff_reg_reg[36][7]/C,lane_product_reg_reg[36][18]/D
708,-0.337,2.318,7,operand_coeff_reg_reg[95][7]/C,lane_product_reg_reg[95][15]/D
709,-0.337,2.319,7,operand_coeff_reg_reg[121][6]/C,lane_product_reg_reg[121][6]/D
710,-0.337,2.319,7,operand_coeff_reg_reg[68][6]/C,lane_product_reg_reg[114][11]/D
711,-0.337,2.318,7,operand_x_reg_reg[93][0]/C,lane_product_reg_reg[125][5]/D
712,-0.337,2.318,7,operand_x_reg_reg[92][7]/C,lane_product_reg_reg[124][8]/D
713,-0.337,2.320,7,operand_x_reg_reg[24][14]/C,lane_product_reg_reg[24][21]/D
714,-0.337,2.318,7,operand_coeff_reg_reg[112][6]/C,lane_product_reg_reg[112][20]/D
715,-0.337,2.318,7,operand_coeff_reg_reg[18][1]/C,lane_product_reg_reg[18][0]/D
716,-0.337,2.318,7,operand_coeff_reg_reg[101][3]/C,lane_product_reg_reg[101][14]/D
717,-0.337,2.318,7,operand_x_reg_reg[113][6]/C,lane_product_reg_reg[113][7]/D
718,-0.337,2.318,7,operand_coeff_reg_reg[87][3]/C,lane_product_reg_reg[87][6]/D
719,-0.337,2.317,7,operand_coeff_reg_reg[96][3]/C,lane_product_reg_reg[96][9]/D
720,-0.337,2.318,7,operand_coeff_reg_reg[76][2]/C,lane_product_reg_reg[109][6]/D
721,-0.337,2.320,7,operand_x_reg_reg[90][0]/C,lane_product_reg_reg[90][2]/D
722,-0.337,2.318,7,operand_x_reg_reg[91][15]/C,lane_product_reg_reg[91][20]/D
723,-0.337,2.318,7,operand_coeff_reg_reg[126][7]/C,lane_product_reg_reg[126][13]/D
724,-0.337,2.317,7,operand_x_reg_reg[95][14]/C,lane_product_reg_reg[127][17]/D
725,-0.337,2.318,7,operand_x_reg_reg[95][14]/C,lane_product_reg_reg[127][18]/D
726,-0.337,2.317,7,operand_coeff_reg_reg[79][7]/C,lane_product_reg_reg[79][9]/D
727,-0.336,2.317,7,operand_coeff_reg_reg[106][7]/C,lane_product_reg_reg[106][10]/D
728,-0.336,2.318,7,operand_coeff_reg_reg[80][5]/C,lane_product_reg_reg[80][5]/D
729,-0.336,2.317,7,operand_coeff_reg_reg[104][1]/C,lane_product_reg_reg[104][20]/D
730,-0.336,2.317,7,operand_coeff_reg_reg[57][3]/C,lane_product_reg_reg[57][12]/D
731,-0.336,2.317,7,operand_coeff_reg_reg[2][2]/C,lane_product_reg_reg[2][5]/D
732,-0.336,2.317,7,operand_coeff_reg_reg[29][3]/C,lane_product_reg_reg[45][7]/D
733,-0.336,2.319,7,operand_x_reg_reg[49][11]/C,lane_product_reg_reg[49][37]/D
734,-0.336,2.317,7,operand_coeff_reg_reg[57][3]/C,lane_product_reg_reg[57][8]/D
735,-0.336,2.319,7,operand_coeff_reg_reg[19][5]/C,lane_product_reg_reg[70][3]/D
736,-0.336,2.317,7,operand_x_reg_reg[55][0]/C,lane_product_reg_reg[87][3]/D
737,-0.336,2.318,7,operand_coeff_reg_reg[36][2]/C,lane_product_reg_reg[105][14]/D
738,-0.336,2.317,7,operand_coeff_reg_reg[117][5]/C,lane_product_reg_reg[117][16]/D
739,-0.336,2.317,7,operand_coeff_reg_reg[59][3]/C,lane_product_reg_reg[59][37]/D
740,-0.336,2.317,7,operand_coeff_reg_reg[20][4]/C,lane_product_reg_reg[20][17]/D
741,-0.336,2.317,7,operand_coeff_reg_reg[32][3]/C,lane_product_reg_reg[32][19]/D
742,-0.336,2.317,7,operand_coeff_reg_reg[59][3]/C,lane_product_reg_reg[59][8]/D
743,-0.336,2.317,7,operand_coeff_reg_reg[8][4]/C,lane_product_reg_reg[8][8]/D
744,-0.336,2.317,7,operand_coeff_reg_reg[35][0]/C,lane_product_reg_reg[35][7]/D
745,-0.336,2.317,7,operand_coeff_reg_reg[6][3]/C,lane_product_reg_reg[6][17]/D
746,-0.336,2.317,7,operand_coeff_reg_reg[8][4]/C,lane_product_reg_reg[8][5]/D
747,-0.336,2.319,7,operand_x_reg_reg[44][15]/C,lane_product_reg_reg[44][22]/D
748,-0.336,2.317,7,operand_coeff_reg_reg[61][6]/C,lane_product_reg_reg[84][7]/D
749,-0.335,2.316,7,operand_coeff_reg_reg[106][7]/C,lane_product_reg_reg[106][14]/D
750,-0.335,2.316,7,operand_coeff_reg_reg[25][7]/C,lane_product_reg_reg[25][21]/D
751,-0.335,2.315,7,operand_x_reg_reg[46][5]/C,lane_product_reg_reg[46][6]/D
752,-0.335,2.315,7,operand_x_reg_reg[52][3]/C,lane_product_reg_reg[52][9]/D
753,-0.335,2.315,7,operand_coeff_reg_reg[34][3]/C,lane_product_reg_reg[34][9]/D
754,-0.335,2.318,7,operand_x_reg_reg[44][10]/C,lane_product_reg_reg[44][13]/D
755,-0.335,2.316,7,operand_coeff_reg_reg[112][6]/C,lane_product_reg_reg[112][14]/D
756,-0.335,2.316,7,operand_x_reg_reg[93][12]/C,lane_product_reg_reg[125][22]/D
757,-0.335,2.316,7,operand_x_reg_reg[30][9]/C,lane_product_reg_reg[62][19]/D
758,-0.335,2.316,7,operand_coeff_reg_reg[12][7]/C,lane_product_reg_reg[12][21]/D
759,-0.335,2.316,7,operand_x_reg_reg[0][0]/C,lane_product_reg_reg[0][1]/D
760,-0.335,2.316,7,operand_coeff_reg_reg[43][3]/C,lane_product_reg_reg[43][15]/D
761,-0.335,2.316,7,operand_x_reg_reg[35][5]/C,lane_product_reg_reg[67][7]/D
762,-0.335,2.316,7,operand_x_reg_reg[91][15]/C,lane_product_reg_reg[91][21]/D
763,-0.335,2.315,7,operand_x_reg_reg[49][15]/C,lane_product_reg_reg[81][20]/D
764,-0.335,2.315,7,operand_coeff_reg_reg[79][7]/C,lane_product_reg_reg[79][21]/D
765,-0.335,2.317,7,operand_x_reg_reg[93][15]/C,lane_product_reg_reg[93][35]/D
766,-0.334,2.315,7,operand_coeff_reg_reg[106][7]/C,lane_product_reg_reg[106][13]/D
767,-0.334,2.317,7,operand_coeff_reg_reg[51][4]_replica/C,lane_product_reg_reg[80][1]/D
768,-0.334,2.315,7,operand_coeff_reg_reg[0][0]/C,lane_product_reg_reg[115][2]/D
769,-0.334,2.317,7,operand_coeff_reg_reg[19][5]/C,lane_product_reg_reg[19][9]/D
770,-0.334,2.315,7,operand_x_reg_reg[93][0]/C,lane_product_reg_reg[125][3]/D
771,-0.334,2.315,7,operand_coeff_reg_reg[18][1]/C,lane_product_reg_reg[18][9]/D
772,-0.334,2.316,7,operand_x_reg_reg[42][7]/C,lane_product_reg_reg[42][12]/D
773,-0.334,2.315,7,operand_coeff_reg_reg[56][4]/C,lane_product_reg_reg[56][20]/D
774,-0.334,2.315,7,operand_coeff_reg_reg[58][5]/C,lane_product_reg_reg[58][8]/D
775,-0.334,2.316,7,operand_x_reg_reg[28][8]/C,lane_product_reg_reg[60][9]/D
776,-0.334,2.315,7,operand_x_reg_reg[32][0]/C,lane_product_reg_reg[64][12]/D
777,-0.334,2.315,7,operand_coeff_reg_reg[72][0]/C,lane_product_reg_reg[72][10]/D
778,-0.334,2.314,7,operand_x_reg_reg[0][3]/C,lane_product_reg_reg[0][16]/D
779,-0.334,2.315,7,operand_coeff_reg_reg[117][5]/C,lane_product_reg_reg[117][11]/D
780,-0.334,2.315,7,operand_coeff_reg_reg[66][3]/C,lane_product_reg_reg[66][9]/D
781,-0.334,2.315,7,operand_coeff_reg_reg[113][7]/C,lane_product_reg_reg[102][5]/D
782,-0.334,2.314,7,operand_coeff_reg_reg[1][1]/C,lane_product_reg_reg[1][7]/D
783,-0.333,2.314,7,operand_coeff_reg_reg[56][5]/C,lane_product_reg_reg[67][5]/D
784,-0.333,2.316,7,operand_coeff_reg_reg[30][5]/C,lane_product_reg_reg[29][37]/D
785,-0.333,2.313,7,operand_x_reg_reg[1][15]/C,lane_product_reg_reg[1][37]/D
786,-0.333,2.313,7,operand_x_reg_reg[30][2]/C,lane_product_reg_reg[62][2]/D
787,-0.333,2.315,7,operand_coeff_reg_reg[10][6]/C,lane_product_reg_reg[10][15]/D
788,-0.333,2.316,7,operand_coeff_reg_reg[79][3]/C,lane_product_reg_reg[118][13]/D
789,-0.333,2.316,7,operand_x_reg_reg[30][11]/C,lane_product_reg_reg[30][20]/D
790,-0.333,2.314,7,operand_coeff_reg_reg[101][3]/C,lane_product_reg_reg[101][18]/D
791,-0.333,2.314,7,operand_x_reg_reg[21][9]/C,lane_product_reg_reg[21][19]/D
792,-0.333,2.314,7,operand_coeff_reg_reg[26][3]/C,lane_product_reg_reg[26][19]/D
793,-0.333,2.313,7,operand_coeff_reg_reg[6][3]/C,lane_product_reg_reg[6][7]/D
794,-0.333,2.314,7,operand_coeff_reg_reg[8][4]/C,lane_product_reg_reg[8][7]/D
795,-0.333,2.314,7,operand_coeff_reg_reg[93][6]/C,lane_product_reg_reg[88][14]/D
796,-0.333,2.314,7,operand_coeff_reg_reg[76][2]/C,lane_product_reg_reg[109][13]/D
797,-0.333,2.314,7,operand_coeff_reg_reg[5][7]/C,lane_product_reg_reg[5][8]/D
798,-0.333,2.314,7,operand_coeff_reg_reg[4][0]/C,lane_product_reg_reg[115][12]/D
799,-0.333,2.314,7,operand_coeff_reg_reg[61][6]/C,lane_product_reg_reg[84][10]/D
800,-0.333,2.314,7,operand_coeff_reg_reg[74][7]/C,lane_product_reg_reg[74][18]/D
801,-0.332,2.313,7,operand_x_reg_reg[93][12]/C,lane_product_reg_reg[125][20]/D
802,-0.332,2.313,7,operand_coeff_reg_reg[34][3]/C,lane_product_reg_reg[34][2]/D
803,-0.332,2.312,7,operand_coeff_reg_reg[110][4]/C,lane_product_reg_reg[98][4]/D
804,-0.332,2.313,7,operand_coeff_reg_reg[72][0]/C,lane_product_reg_reg[49][4]/D
805,-0.332,2.315,7,operand_coeff_reg_reg[19][5]/C,lane_product_reg_reg[70][2]/D
806,-0.332,2.312,7,operand_x_reg_reg[44][7]/C,lane_product_reg_reg[76][14]/D
807,-0.332,2.315,7,operand_coeff_reg_reg[79][3]/C,lane_product_reg_reg[79][5]/D
808,-0.332,2.312,7,operand_coeff_reg_reg[91][1]/C,lane_product_reg_reg[91][6]/D
809,-0.332,2.313,7,operand_coeff_reg_reg[112][6]/C,lane_product_reg_reg[112][15]/D
810,-0.332,2.314,7,operand_x_reg_reg[92][7]/C,lane_product_reg_reg[124][20]/D
811,-0.332,2.315,7,operand_x_reg_reg[30][11]/C,lane_product_reg_reg[30][22]/D
812,-0.332,2.314,7,operand_x_reg_reg[42][0]/C,lane_product_reg_reg[42][3]/D
813,-0.332,2.312,7,operand_coeff_reg_reg[20][4]/C,lane_product_reg_reg[20][9]/D
814,-0.332,2.313,7,operand_coeff_reg_reg[21][3]/C,lane_product_reg_reg[21][2]/D
815,-0.332,2.313,7,operand_coeff_reg_reg[26][3]/C,lane_product_reg_reg[26][17]/D
816,-0.332,2.313,7,operand_coeff_reg_reg[50][3]/C,lane_product_reg_reg[50][17]/D
817,-0.332,2.313,7,operand_coeff_reg_reg[66][3]/C,lane_product_reg_reg[66][2]/D
818,-0.332,2.313,7,operand_coeff_reg_reg[96][3]/C,lane_product_reg_reg[96][14]/D
819,-0.332,2.313,7,operand_x_reg_reg[17][6]/C,lane_product_reg_reg[17][13]/D
820,-0.332,2.313,7,operand_coeff_reg_reg[8][4]/C,lane_product_reg_reg[8][6]/D
821,-0.331,2.312,7,operand_coeff_reg_reg[106][7]/C,lane_product_reg_reg[106][21]/D
822,-0.331,2.313,7,operand_coeff_reg_reg[119][6]/C,lane_product_reg_reg[89][2]/D
823,-0.331,2.311,7,operand_coeff_reg_reg[109][0]/C,lane_product_reg_reg[94][9]/D
824,-0.331,2.312,7,operand_coeff_reg_reg[41][2]/C,lane_product_reg_reg[24][12]/D
825,-0.331,2.314,7,operand_x_reg_reg[28][5]/C,lane_product_reg_reg[28][6]/D
826,-0.331,2.312,7,operand_coeff_reg_reg[58][5]/C,lane_product_reg_reg[58][16]/D
827,-0.331,2.313,7,operand_coeff_reg_reg[58][0]/C,lane_product_reg_reg[58][2]/D
828,-0.331,2.312,7,operand_coeff_reg_reg[75][3]/C,lane_product_reg_reg[75][7]/D
829,-0.331,2.312,7,operand_coeff_reg_reg[109][0]/C,lane_product_reg_reg[94][1]/D
830,-0.331,2.312,7,operand_coeff_reg_reg[23][3]/C,lane_product_reg_reg[23][15]/D
831,-0.331,2.312,7,operand_coeff_reg_reg[33][0]/C,lane_product_reg_reg[33][7]/D
832,-0.331,2.312,7,operand_coeff_reg_reg[43][3]/C,lane_product_reg_reg[43][13]/D
833,-0.331,2.312,7,operand_coeff_reg_reg[87][3]/C,lane_product_reg_reg[87][14]/D
834,-0.331,2.312,7,operand_coeff_reg_reg[117][5]/C,lane_product_reg_reg[117][21]/D
835,-0.331,2.312,7,operand_coeff_reg_reg[119][0]/C,lane_product_reg_reg[119][2]/D
836,-0.331,2.311,7,operand_x_reg_reg[13][2]/C,lane_product_reg_reg[13][21]/D
837,-0.331,2.312,7,operand_coeff_reg_reg[26][3]/C,lane_product_reg_reg[26][6]/D
838,-0.331,2.312,7,operand_coeff_reg_reg[92][1]/C,lane_product_reg_reg[92][2]/D
839,-0.331,2.312,7,operand_coeff_reg_reg[96][3]/C,lane_product_reg_reg[96][6]/D
840,-0.331,2.312,7,operand_coeff_reg_reg[93][6]/C,lane_product_reg_reg[88][10]/D
841,-0.331,2.312,7,operand_coeff_reg_reg[61][7]/C,lane_product_reg_reg[61][13]/D
842,-0.331,2.312,7,operand_x_reg_reg[35][5]/C,lane_product_reg_reg[67][12]/D
843,-0.331,2.312,7,operand_coeff_reg_reg[74][7]/C,lane_product_reg_reg[74][16]/D
844,-0.331,2.312,7,operand_coeff_reg_reg[74][7]/C,lane_product_reg_reg[74][17]/D
845,-0.331,2.313,7,operand_x_reg_reg[90][12]/C,lane_product_reg_reg[90][20]/D
846,-0.331,2.310,7,operand_coeff_reg_reg[108][7]/C,lane_product_reg_reg[108][17]/D
847,-0.331,2.311,7,operand_coeff_reg_reg[14][7]/C,lane_product_reg_reg[14][22]/D
848,-0.331,2.313,7,operand_x_reg_reg[54][15]/C,lane_product_reg_reg[54][17]/D
849,-0.330,2.313,7,operand_coeff_reg_reg[31][2]/C,lane_product_reg_reg[86][2]/D
850,-0.330,2.310,7,operand_x_reg_reg[93][4]/C,lane_product_reg_reg[93][8]/D
851,-0.330,2.310,7,operand_coeff_reg_reg[18][1]/C,lane_product_reg_reg[18][6]/D
852,-0.330,2.310,7,operand_coeff_reg_reg[57][3]/C,lane_product_reg_reg[3][18]/D
853,-0.330,2.311,7,operand_x_reg_reg[44][7]/C,lane_product_reg_reg[76][37]/D
854,-0.330,2.310,7,operand_coeff_reg_reg[91][1]/C,lane_product_reg_reg[91][3]/D
855,-0.330,2.311,7,operand_coeff_reg_reg[104][1]/C,lane_product_reg_reg[104][18]/D
856,-0.330,2.313,7,operand_coeff_reg_reg[79][3]/C,lane_product_reg_reg[118][16]/D
857,-0.330,2.312,7,operand_x_reg_reg[92][7]/C,lane_product_reg_reg[124][19]/D
858,-0.330,2.311,7,operand_x_reg_reg[93][4]/C,lane_product_reg_reg[93][6]/D
859,-0.330,2.311,7,operand_coeff_reg_reg[43][3]/C,lane_product_reg_reg[43][7]/D
860,-0.330,2.310,7,operand_coeff_reg_reg[31][3]/C,lane_product_reg_reg[31][17]/D
861,-0.330,2.311,7,operand_coeff_reg_reg[59][3]/C,lane_product_reg_reg[59][3]/D
862,-0.330,2.311,7,operand_coeff_reg_reg[83][3]/C,lane_product_reg_reg[83][14]/D
863,-0.330,2.311,7,operand_coeff_reg_reg[83][3]/C,lane_product_reg_reg[83][15]/D
864,-0.330,2.311,7,operand_x_reg_reg[11][7]/C,lane_product_reg_reg[11][15]/D
865,-0.330,2.313,7,operand_x_reg_reg[44][15]/C,lane_product_reg_reg[44][19]/D
866,-0.330,2.312,7,operand_x_reg_reg[41][15]/C,lane_product_reg_reg[73][21]/D
867,-0.330,2.311,7,operand_x_reg_reg[40][15]/C,lane_product_reg_reg[40][20]/D
868,-0.330,2.312,7,operand_coeff_reg_reg[8][2]/C,lane_product_reg_reg[67][17]/D
869,-0.329,2.309,7,operand_coeff_reg_reg[91][1]/C,lane_product_reg_reg[103][22]/D
870,-0.329,2.310,7,operand_x_reg_reg[36][3]/C,lane_product_reg_reg[68][16]/D
871,-0.329,2.309,7,operand_x_reg_reg[37][7]/C,lane_product_reg_reg[69][13]/D
872,-0.329,2.312,7,operand_x_reg_reg[88][8]/C,lane_product_reg_reg[120][17]/D
873,-0.329,2.312,7,operand_x_reg_reg[39][4]/C,lane_product_reg_reg[39][6]/D
874,-0.329,2.310,7,operand_x_reg_reg[46][5]/C,lane_product_reg_reg[46][17]/D
875,-0.329,2.312,7,operand_x_reg_reg[34][11]/C,lane_product_reg_reg[66][19]/D
876,-0.329,2.309,7,operand_x_reg_reg[37][7]/C,lane_product_reg_reg[69][8]/D
877,-0.329,2.310,7,operand_x_reg_reg[46][7]/C,lane_product_reg_reg[78][18]/D
878,-0.329,2.310,7,operand_x_reg_reg[93][11]/C,lane_product_reg_reg[93][18]/D
879,-0.329,2.310,7,operand_coeff_reg_reg[29][3]/C,lane_product_reg_reg[45][6]/D
880,-0.329,2.310,7,operand_coeff_reg_reg[31][3]/C,lane_product_reg_reg[31][20]/D
881,-0.329,2.310,7,operand_coeff_reg_reg[33][0]/C,lane_product_reg_reg[33][6]/D
882,-0.329,2.310,7,operand_coeff_reg_reg[82][2]/C,lane_product_reg_reg[82][19]/D
883,-0.329,2.309,7,operand_coeff_reg_reg[77][7]/C,lane_product_reg_reg[77][15]/D
884,-0.329,2.312,7,operand_x_reg_reg[88][15]/C,lane_product_reg_reg[88][22]/D
885,-0.329,2.310,7,operand_coeff_reg_reg[113][7]/C,lane_product_reg_reg[113][14]/D
886,-0.329,2.310,7,operand_coeff_reg_reg[111][0]/C,lane_product_reg_reg[100][13]/D
887,-0.329,2.310,7,operand_coeff_reg_reg[61][6]/C,lane_product_reg_reg[84][14]/D
888,-0.329,2.308,7,operand_coeff_reg_reg[108][7]/C,lane_product_reg_reg[108][22]/D
889,-0.329,2.310,7,operand_coeff_reg_reg[56][3]/C,lane_product_reg_reg[71][20]/D
890,-0.329,2.311,7,operand_x_reg_reg[88][15]/C,lane_product_reg_reg[120][35]/D
891,-0.328,2.309,7,operand_coeff_reg_reg[104][1]/C,lane_product_reg_reg[104][14]/D
892,-0.328,2.311,7,operand_x_reg_reg[88][8]/C,lane_product_reg_reg[120][12]/D
893,-0.328,2.309,7,operand_coeff_reg_reg[2][2]/C,lane_product_reg_reg[2][6]/D
894,-0.328,2.309,7,operand_coeff_reg_reg[4][3]/C,lane_product_reg_reg[4][15]/D
895,-0.328,2.310,7,operand_coeff_reg_reg[80][5]/C,lane_product_reg_reg[80][9]/D
896,-0.328,2.311,7,operand_x_reg_reg[28][5]/C,lane_product_reg_reg[28][17]/D
897,-0.328,2.311,7,operand_x_reg_reg[49][11]/C,lane_product_reg_reg[49][15]/D
898,-0.328,2.311,7,operand_x_reg_reg[34][11]/C,lane_product_reg_reg[66][13]/D
899,-0.328,2.309,7,operand_coeff_reg_reg[4][3]/C,lane_product_reg_reg[4][5]/D
900,-0.328,2.311,7,operand_x_reg_reg[49][13]/C,lane_product_reg_reg[81][15]/D
901,-0.328,2.310,7,operand_coeff_reg_reg[72][6]/C,lane_product_reg_reg[119][16]/D
902,-0.327,2.310,7,operand_coeff_reg_reg[51][4]_replica/C,lane_product_reg_reg[80][3]/D
903,-0.327,2.308,7,operand_x_reg_reg[36][3]/C,lane_product_reg_reg[68][22]/D
904,-0.327,2.309,7,operand_coeff_reg_reg[86][0]/C,lane_product_reg_reg[86][1]/D
905,-0.327,2.310,7,operand_x_reg_reg[24][14]/C,lane_product_reg_reg[24][19]/D
906,-0.327,2.308,7,operand_x_reg_reg[38][2]/C,lane_product_reg_reg[38][17]/D
907,-0.327,2.308,7,operand_coeff_reg_reg[57][3]/C,lane_product_reg_reg[57][16]/D
908,-0.327,2.308,7,operand_coeff_reg_reg[57][3]/C,lane_product_reg_reg[57][7]/D
909,-0.327,2.308,7,operand_coeff_reg_reg[112][6]/C,lane_product_reg_reg[112][37]/D
910,-0.327,2.308,7,operand_coeff_reg_reg[18][1]/C,lane_product_reg_reg[18][37]/D
911,-0.327,2.308,7,operand_x_reg_reg[46][7]/C,lane_product_reg_reg[78][20]/D
912,-0.327,2.307,7,operand_coeff_reg_reg[21][3]/C,lane_product_reg_reg[21][8]/D
913,-0.327,2.308,7,operand_coeff_reg_reg[33][0]/C,lane_product_reg_reg[33][22]/D
914,-0.327,2.307,7,operand_coeff_reg_reg[7][5]/C,lane_product_reg_reg[7][8]/D
915,-0.327,2.308,7,operand_coeff_reg_reg[117][5]/C,lane_product_reg_reg[117][22]/D
916,-0.327,2.308,7,operand_coeff_reg_reg[8][4]/C,lane_product_reg_reg[8][13]/D
917,-0.327,2.308,7,operand_coeff_reg_reg[77][7]/C,lane_product_reg_reg[77][17]/D
918,-0.327,2.308,7,operand_coeff_reg_reg[111][0]/C,lane_product_reg_reg[100][11]/D
919,-0.327,2.308,7,operand_coeff_reg_reg[61][6]/C,lane_product_reg_reg[84][21]/D
920,-0.327,2.306,7,operand_coeff_reg_reg[108][7]/C,lane_product_reg_reg[108][15]/D
921,-0.326,2.309,7,operand_coeff_reg_reg[79][3]/C,lane_product_reg_reg[118][22]/D
922,-0.326,2.306,7,operand_x_reg_reg[44][7]/C,lane_product_reg_reg[76][9]/D
923,-0.326,2.308,7,operand_coeff_reg_reg[119][6]/C,lane_product_reg_reg[89][17]/D
924,-0.326,2.307,7,operand_coeff_reg_reg[28][6]/C,lane_product_reg_reg[121][0]/D
925,-0.326,2.307,7,operand_coeff_reg_reg[57][3]/C,lane_product_reg_reg[3][10]/D
926,-0.326,2.307,7,operand_coeff_reg_reg[57][3]/C,lane_product_reg_reg[3][11]/D
927,-0.326,2.309,7,operand_coeff_reg_reg[31][2]/C,lane_product_reg_reg[86][10]/D
928,-0.326,2.307,7,operand_coeff_reg_reg[61][3]/C,lane_product_reg_reg[85][19]/D
929,-0.326,2.307,7,operand_coeff_reg_reg[111][2]/C,lane_product_reg_reg[111][20]/D
930,-0.326,2.306,7,operand_x_reg_reg[17][6]/C,lane_product_reg_reg[17][15]/D
931,-0.326,2.306,7,operand_coeff_reg_reg[20][4]/C,lane_product_reg_reg[20][37]/D
932,-0.326,2.307,7,operand_coeff_reg_reg[25][1]/C,lane_product_reg_reg[25][10]/D
933,-0.326,2.306,7,operand_coeff_reg_reg[26][3]/C,lane_product_reg_reg[26][8]/D
934,-0.326,2.307,7,operand_x_reg_reg[15][7]/C,lane_product_reg_reg[15][9]/D
935,-0.326,2.307,7,operand_coeff_reg_reg[23][0]/C,lane_product_reg_reg[23][0]/D
936,-0.326,2.306,7,operand_coeff_reg_reg[6][0]/C,lane_product_reg_reg[6][1]/D
937,-0.326,2.307,7,operand_coeff_reg_reg[101][3]/C,lane_product_reg_reg[101][22]/D
938,-0.326,2.307,7,operand_coeff_reg_reg[66][3]/C,lane_product_reg_reg[66][3]/D
939,-0.326,2.307,7,operand_x_reg_reg[98][11]/C,lane_product_reg_reg[98][22]/D
940,-0.326,2.306,7,operand_coeff_reg_reg[65][7]/C,lane_product_reg_reg[65][11]/D
941,-0.326,2.307,7,operand_coeff_reg_reg[113][7]/C,lane_product_reg_reg[113][17]/D
942,-0.326,2.307,7,operand_coeff_reg_reg[106][1]/C,lane_product_reg_reg[106][5]/D
943,-0.326,2.306,7,operand_coeff_reg_reg[14][7]/C,lane_product_reg_reg[14][37]/D
944,-0.325,2.307,7,operand_coeff_reg_reg[121][6]/C,lane_product_reg_reg[127][5]/D
945,-0.325,2.305,7,operand_coeff_reg_reg[91][1]/C,lane_product_reg_reg[103][17]/D
