"site","site_type","tile","tile_x","tile_y","clock_region","legal_ff_bel_count","legal_lut_bel_count","occupied_cell_count","occupied_ff_count","occupied_lut_count","occupied_control_sets","occupied_cells"
"SLICE_X40Y135","SLICEL","CLEL_L_X26Y135","162","108","X1Y2","16","16","0","0","0","",""
"SLICE_X41Y135","SLICEL","CLEL_R_X26Y135","164","108","X1Y2","16","16","0","0","0","",""
"SLICE_X42Y135","SLICEM","CLEM_X27Y135","167","108","X1Y2","16","16","0","0","0","",""
"SLICE_X43Y135","SLICEL","CLEL_R_X28Y135","174","108","X1Y2","16","16","0","0","0","",""
"SLICE_X44Y135","SLICEM","CLEM_X29Y135","177","108","X1Y2","16","16","0","0","0","",""
"SLICE_X45Y135","SLICEL","CLEL_R_X29Y135","179","108","X1Y2","16","16","0","0","0","",""
"SLICE_X46Y135","SLICEL","CLEL_L_X30Y135","180","108","X1Y2","16","16","0","0","0","",""
"SLICE_X47Y135","SLICEL","CLEL_R_X30Y135","182","108","X1Y2","16","16","0","0","0","",""
"SLICE_X48Y135","SLICEL","CLEL_R_X31Y135","186","108","X1Y2","16","16","0","0","0","",""
"SLICE_X49Y135","SLICEM","CLEM_X32Y135","189","108","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_22|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X50Y135","SLICEM","CLEM_X33Y135","193","108","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_6|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X51Y135","SLICEL","CLEL_R_X33Y135","195","108","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_6|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X52Y135","SLICEM","CLEM_X34Y135","198","108","X1Y2","16","16","18","9","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_26|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X53Y135","SLICEM","CLEM_X35Y135","202","108","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s3_valid_q_repN_2|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X54Y135","SLICEL","CLEL_R_X35Y135","204","108","X1Y2","16","16","0","0","0","",""
"SLICE_X55Y135","SLICEM","CLEM_X36Y135","207","108","X1Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X56Y135","SLICEM","CLEM_X37Y135","211","108","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X57Y135","SLICEL","CLEL_R_X37Y135","213","108","X2Y2","16","16","7","0","7","",";;;;;;"
"SLICE_X58Y135","SLICEM","CLEM_X38Y135","216","108","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X59Y135","SLICEL","CLEL_R_X38Y135","218","108","X2Y2","16","16","21","12","9","u_dut/clk|u_dut/p_163_in|u_dut/rst_n;u_dut/clk|u_dut/output_index[11]_i_1_n_0|u_dut/rst_n",";;;;;;;;;;;;;;;;;;;;"
"SLICE_X60Y135","SLICEL","CLEL_R_X39Y135","222","108","X2Y2","16","16","10","0","7","",";;;;;;;;;"
"SLICE_X61Y135","SLICEM","CLEM_X40Y135","225","108","X2Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_25|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X62Y135","SLICEM","CLEM_X41Y135","229","108","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X63Y135","SLICEL","CLEL_R_X41Y135","231","108","X2Y2","16","16","13","2","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/kernel_h_groups_per_row_q[0]|u_dut/rst_n",";;;;;;;;;;;;"
"SLICE_X64Y135","SLICEL","CLEL_L_X42Y135","232","108","X2Y2","16","16","9","1","8","u_dut/clk|u_dut/input_fire|u_dut/rst_n",";;;;;;;;"
"SLICE_X65Y135","SLICEL","CLEL_R_X42Y135","234","108","X2Y2","16","16","10","2","8","u_dut/clk|u_dut/slot_output_last_index[0][10]_i_1_n_0|u_dut/rst_n;u_dut/clk|u_dut/bind_slot16_out|u_dut/rst_n",";;;;;;;;;"
"SLICE_X66Y135","SLICEM","CLEM_X43Y135","237","108","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X67Y135","SLICEM","CLEM_X44Y135","241","108","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X68Y135","SLICEL","CLEL_R_X44Y135","243","108","X2Y2","16","16","13","3","9","u_dut/clk|u_dut/p_163_in|u_dut/rst_n",";;;;;;;;;;;;"
"SLICE_X69Y135","SLICEL","CLEL_L_X45Y135","244","108","X2Y2","16","16","11","3","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/kernel_h_rd_addr_q[0]|u_dut/rst_n;u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;"
"SLICE_X70Y135","SLICEL","CLEL_R_X45Y135","246","108","X2Y2","16","16","10","2","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X71Y135","SLICEM","CLEM_X46Y135","249","108","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X72Y135","SLICEL","CLEL_R_X46Y135","251","108","X2Y2","16","16","9","3","6","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;"
"SLICE_X73Y135","SLICEL","CLEL_R_X47Y135","255","108","X2Y2","16","16","14","4","8","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n;u_dut/clk|u_dut/p_163_in|u_dut/rst_n;u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;;;;"
"SLICE_X74Y135","SLICEM","CLEM_X48Y135","258","108","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X75Y135","SLICEM","CLEM_X49Y135","262","108","X2Y2","16","16","10","2","0","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;"
"SLICE_X76Y135","SLICEL","CLEL_R_X49Y135","264","108","X2Y2","16","16","14","4","7","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n;u_dut/clk|u_dut/lfnst_gather_q1|u_dut/rst_n",";;;;;;;;;;;;;"
"SLICE_X77Y135","SLICEL","CLEL_L_X50Y135","265","108","X2Y2","16","16","14","0","8","",";;;;;;;;;;;;;"
"SLICE_X78Y135","SLICEL","CLEL_R_X50Y135","267","108","X2Y2","16","16","16","2","8","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;;;;;;"
"SLICE_X79Y135","SLICEM","CLEM_X51Y135","270","108","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X80Y135","SLICEL","CLEL_R_X52Y135","276","108","X2Y2","16","16","9","1","7","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;"
"SLICE_X81Y135","SLICEM","CLEM_X53Y135","279","108","X2Y2","16","16","14","0","0","",";;;;;;;;;;;;;"
"SLICE_X82Y135","SLICEM","CLEM_X54Y135","283","108","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X83Y135","SLICEL","CLEL_R_X54Y135","285","108","X2Y2","16","16","12","3","6","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;"
"SLICE_X84Y135","SLICEL","CLEL_L_X55Y135","286","108","X2Y2","16","16","11","3","7","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n;u_dut/clk|u_dut/lfnst_mem_resp_pending_q0|u_dut/rst_n",";;;;;;;;;;"
"SLICE_X85Y135","SLICEL","CLEL_R_X55Y135","288","108","X2Y2","16","16","8","2","4","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;"
"SLICE_X86Y135","SLICEM","CLEM_X56Y135","291","108","X2Y2","16","16","15","1","0","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/product_valid_q_reg_n_0_repN_5|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;;;;"
"SLICE_X87Y135","SLICEL","CLEL_R_X56Y135","293","108","X2Y2","16","16","0","0","0","",""
"SLICE_X88Y135","SLICEL","CLEL_R_X57Y135","297","108","X2Y2","16","16","8","2","4","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;"
"SLICE_X89Y135","SLICEM","CLEM_X58Y135","300","108","X2Y2","16","16","25","8","16","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X90Y135","SLICEM","CLEM_X59Y135","304","108","X3Y2","16","16","25","8","16","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X91Y135","SLICEL","CLEL_R_X59Y135","306","108","X3Y2","16","16","11","3","6","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;"
"SLICE_X92Y135","SLICEM","CLEM_X60Y135","309","108","X3Y2","16","16","9","2","3","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;"
"SLICE_X93Y135","SLICEM","CLEM_X61Y135","313","108","X3Y2","16","16","8","1","2","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;"
"SLICE_X94Y135","SLICEL","CLEL_R_X61Y135","315","108","X3Y2","16","16","9","2","5","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;"
"SLICE_X95Y135","SLICEM","CLEM_X62Y135","318","108","X3Y2","16","16","7","1","2","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;"
"SLICE_X96Y135","SLICEM","CLEM_X63Y135","322","108","X3Y2","16","16","0","0","0","",""
"SLICE_X97Y135","SLICEL","CLEL_R_X63Y135","324","108","X3Y2","16","16","0","0","0","",""
"SLICE_X98Y135","SLICEM","CLEM_X64Y135","327","108","X3Y2","16","16","0","0","0","",""
"SLICE_X99Y135","SLICEL","CLEL_R_X64Y135","329","108","X3Y2","16","16","0","0","0","",""
"SLICE_X100Y135","SLICEL","CLEL_R_X65Y135","333","108","X3Y2","16","16","0","0","0","",""
"SLICE_X101Y135","SLICEM","CLEM_X66Y135","336","108","X3Y2","16","16","0","0","0","",""
"SLICE_X102Y135","SLICEL","CLEL_R_X67Y135","347","108","X3Y2","16","16","0","0","0","",""
"SLICE_X103Y135","SLICEM","CLEM_R_X68Y135","348","108","X3Y2","16","16","0","0","0","",""
"SLICE_X104Y135","SLICEL","CLEL_R_X68Y135","350","108","X3Y2","16","16","0","0","0","",""
"SLICE_X105Y135","SLICEL","CLEL_R_X69Y135","354","108","X3Y2","16","16","0","0","0","",""
"SLICE_X106Y135","SLICEM","CLEM_R_X70Y135","357","108","X3Y2","16","16","0","0","0","",""
"SLICE_X107Y135","SLICEM","CLEM_R_X71Y135","361","108","X3Y2","16","16","0","0","0","",""
"SLICE_X108Y135","SLICEL","CLEL_R_X71Y135","363","108","X3Y2","16","16","0","0","0","",""
"SLICE_X109Y135","SLICEM","CLEM_R_X72Y135","366","108","X3Y2","16","16","0","0","0","",""
"SLICE_X110Y135","SLICEM","CLEM_R_X73Y135","370","108","X3Y2","16","16","0","0","0","",""
"SLICE_X111Y135","SLICEL","CLEL_R_X73Y135","372","108","X3Y2","16","16","0","0","0","",""
"SLICE_X112Y135","SLICEM","CLEM_R_X74Y135","375","108","X3Y2","16","16","0","0","0","",""
"SLICE_X40Y134","SLICEL","CLEL_L_X26Y134","162","109","X1Y2","16","16","0","0","0","",""
"SLICE_X41Y134","SLICEL","CLEL_R_X26Y134","164","109","X1Y2","16","16","0","0","0","",""
"SLICE_X42Y134","SLICEM","CLEM_X27Y134","167","109","X1Y2","16","16","0","0","0","",""
"SLICE_X43Y134","SLICEL","CLEL_R_X28Y134","174","109","X1Y2","16","16","0","0","0","",""
"SLICE_X44Y134","SLICEM","CLEM_X29Y134","177","109","X1Y2","16","16","0","0","0","",""
"SLICE_X45Y134","SLICEL","CLEL_R_X29Y134","179","109","X1Y2","16","16","0","0","0","",""
"SLICE_X46Y134","SLICEL","CLEL_L_X30Y134","180","109","X1Y2","16","16","0","0","0","",""
"SLICE_X47Y134","SLICEL","CLEL_R_X30Y134","182","109","X1Y2","16","16","0","0","0","",""
"SLICE_X48Y134","SLICEL","CLEL_R_X31Y134","186","109","X1Y2","16","16","1","1","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",""
"SLICE_X49Y134","SLICEM","CLEM_X32Y134","189","109","X1Y2","16","16","7","0","7","",";;;;;;"
"SLICE_X50Y134","SLICEM","CLEM_X33Y134","193","109","X1Y2","16","16","10","7","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_22|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X51Y134","SLICEL","CLEL_R_X33Y134","195","109","X1Y2","16","16","18","9","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_6|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X52Y134","SLICEM","CLEM_X34Y134","198","109","X1Y2","16","16","3","1","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_26|u_dut/u_unified_p4_kernel/<const0>",";;"
"SLICE_X53Y134","SLICEM","CLEM_X35Y134","202","109","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s3_valid_q_repN_2|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X54Y134","SLICEL","CLEL_R_X35Y134","204","109","X1Y2","16","16","4","1","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_26|u_dut/u_unified_p4_kernel/<const0>",";;;"
"SLICE_X55Y134","SLICEM","CLEM_X36Y134","207","109","X1Y2","16","16","7","0","7","",";;;;;;"
"SLICE_X56Y134","SLICEM","CLEM_X37Y134","211","109","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X57Y134","SLICEL","CLEL_R_X37Y134","213","109","X2Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_9|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X58Y134","SLICEM","CLEM_X38Y134","216","109","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X59Y134","SLICEL","CLEL_R_X38Y134","218","109","X2Y2","16","16","20","12","8","u_dut/clk|u_dut/bind_slot16_out|u_dut/rst_n;u_dut/clk|u_dut/slot_output_last_index[0][10]_i_1_n_0|u_dut/rst_n;u_dut/clk|u_dut/output_index[11]_i_1_n_0|u_dut/rst_n",";;;;;;;;;;;;;;;;;;;"
"SLICE_X60Y134","SLICEL","CLEL_R_X39Y134","222","109","X2Y2","16","16","8","2","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_25|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/output_index[11]_i_1_n_0|u_dut/rst_n",";;;;;;;"
"SLICE_X61Y134","SLICEM","CLEM_X40Y134","225","109","X2Y2","16","16","9","1","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;"
"SLICE_X62Y134","SLICEM","CLEM_X41Y134","229","109","X2Y2","16","16","9","1","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;"
"SLICE_X63Y134","SLICEL","CLEL_R_X41Y134","231","109","X2Y2","16","16","9","4","4","clk_g|<const1>|reset_sync_q[1]_i_1_n_0;u_dut/clk|u_dut/input_fire|u_dut/rst_n",";;;;;;;;"
"SLICE_X64Y134","SLICEL","CLEL_L_X42Y134","232","109","X2Y2","16","16","8","1","7","u_dut/clk|u_dut/p_163_in|u_dut/rst_n",";;;;;;;"
"SLICE_X65Y134","SLICEL","CLEL_R_X42Y134","234","109","X2Y2","16","16","6","3","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_19|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/bind_slot16_out|u_dut/rst_n;u_dut/clk|u_dut/slot_output_last_index[0][10]_i_1_n_0|u_dut/rst_n",";;;;;"
"SLICE_X66Y134","SLICEM","CLEM_X43Y134","237","109","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X67Y134","SLICEM","CLEM_X44Y134","241","109","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X68Y134","SLICEL","CLEL_R_X44Y134","243","109","X2Y2","16","16","8","1","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;"
"SLICE_X69Y134","SLICEL","CLEL_L_X45Y134","244","109","X2Y2","16","16","11","3","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/p_163_in|u_dut/rst_n",";;;;;;;;;;"
"SLICE_X70Y134","SLICEL","CLEL_R_X45Y134","246","109","X2Y2","16","16","9","1","8","u_dut/clk|u_dut/kernel_ctx_output_size_q[2]_i_1_n_0|u_dut/rst_n",";;;;;;;;"
"SLICE_X71Y134","SLICEM","CLEM_X46Y134","249","109","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X72Y134","SLICEL","CLEL_R_X46Y134","251","109","X2Y2","16","16","9","4","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/slot_output_last_index[0][10]_i_1_n_0|u_dut/rst_n;u_dut/clk|u_dut/p_163_in|u_dut/rst_n",";;;;;;;;"
"SLICE_X73Y134","SLICEL","CLEL_R_X47Y134","255","109","X2Y2","16","16","11","7","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;"
"SLICE_X74Y134","SLICEM","CLEM_X48Y134","258","109","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X75Y134","SLICEM","CLEM_X49Y134","262","109","X2Y2","16","16","9","1","0","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;"
"SLICE_X76Y134","SLICEL","CLEL_R_X49Y134","264","109","X2Y2","16","16","26","10","15","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN_1|u_dut/u_bounded_lfnst_engine/rst_n;u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X77Y134","SLICEL","CLEL_L_X50Y134","265","109","X2Y2","16","16","11","2","9","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;"
"SLICE_X78Y134","SLICEL","CLEL_R_X50Y134","267","109","X2Y2","16","16","9","1","8","u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n",";;;;;;;;"
"SLICE_X79Y134","SLICEM","CLEM_X51Y134","270","109","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X80Y134","SLICEL","CLEL_R_X52Y134","276","109","X2Y2","16","16","24","8","15","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN_1|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X81Y134","SLICEM","CLEM_X53Y134","279","109","X2Y2","16","16","14","0","0","",";;;;;;;;;;;;;"
"SLICE_X82Y134","SLICEM","CLEM_X54Y134","283","109","X2Y2","16","16","14","0","0","",";;;;;;;;;;;;;"
"SLICE_X83Y134","SLICEL","CLEL_R_X54Y134","285","109","X2Y2","16","16","2","1","1","u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n",";"
"SLICE_X84Y134","SLICEL","CLEL_L_X55Y134","286","109","X2Y2","16","16","9","2","7","u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n",";;;;;;;;"
"SLICE_X85Y134","SLICEL","CLEL_R_X55Y134","288","109","X2Y2","16","16","7","2","4","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n;u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n",";;;;;;"
"SLICE_X86Y134","SLICEM","CLEM_X56Y134","291","109","X2Y2","16","16","8","0","8","",";;;;;;;"
"SLICE_X87Y134","SLICEL","CLEL_R_X56Y134","293","109","X2Y2","16","16","0","0","0","",""
"SLICE_X88Y134","SLICEL","CLEL_R_X57Y134","297","109","X2Y2","16","16","9","2","5","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;"
"SLICE_X89Y134","SLICEM","CLEM_X58Y134","300","109","X2Y2","16","16","25","8","16","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X90Y134","SLICEM","CLEM_X59Y134","304","109","X3Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X91Y134","SLICEL","CLEL_R_X59Y134","306","109","X3Y2","16","16","8","0","5","",";;;;;;;"
"SLICE_X92Y134","SLICEM","CLEM_X60Y134","309","109","X3Y2","16","16","8","1","2","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;"
"SLICE_X93Y134","SLICEM","CLEM_X61Y134","313","109","X3Y2","16","16","5","0","1","",";;;;"
"SLICE_X94Y134","SLICEL","CLEL_R_X61Y134","315","109","X3Y2","16","16","7","0","4","",";;;;;;"
"SLICE_X95Y134","SLICEM","CLEM_X62Y134","318","109","X3Y2","16","16","4","0","0","",";;;"
"SLICE_X96Y134","SLICEM","CLEM_X63Y134","322","109","X3Y2","16","16","0","0","0","",""
"SLICE_X97Y134","SLICEL","CLEL_R_X63Y134","324","109","X3Y2","16","16","0","0","0","",""
"SLICE_X98Y134","SLICEM","CLEM_X64Y134","327","109","X3Y2","16","16","0","0","0","",""
"SLICE_X99Y134","SLICEL","CLEL_R_X64Y134","329","109","X3Y2","16","16","0","0","0","",""
"SLICE_X100Y134","SLICEL","CLEL_R_X65Y134","333","109","X3Y2","16","16","0","0","0","",""
"SLICE_X101Y134","SLICEM","CLEM_X66Y134","336","109","X3Y2","16","16","0","0","0","",""
"SLICE_X102Y134","SLICEL","CLEL_R_X67Y134","347","109","X3Y2","16","16","0","0","0","",""
"SLICE_X103Y134","SLICEM","CLEM_R_X68Y134","348","109","X3Y2","16","16","0","0","0","",""
"SLICE_X104Y134","SLICEL","CLEL_R_X68Y134","350","109","X3Y2","16","16","0","0","0","",""
"SLICE_X105Y134","SLICEL","CLEL_R_X69Y134","354","109","X3Y2","16","16","0","0","0","",""
"SLICE_X106Y134","SLICEM","CLEM_R_X70Y134","357","109","X3Y2","16","16","0","0","0","",""
"SLICE_X107Y134","SLICEM","CLEM_R_X71Y134","361","109","X3Y2","16","16","0","0","0","",""
"SLICE_X108Y134","SLICEL","CLEL_R_X71Y134","363","109","X3Y2","16","16","0","0","0","",""
"SLICE_X109Y134","SLICEM","CLEM_R_X72Y134","366","109","X3Y2","16","16","0","0","0","",""
"SLICE_X110Y134","SLICEM","CLEM_R_X73Y134","370","109","X3Y2","16","16","0","0","0","",""
"SLICE_X111Y134","SLICEL","CLEL_R_X73Y134","372","109","X3Y2","16","16","0","0","0","",""
"SLICE_X112Y134","SLICEM","CLEM_R_X74Y134","375","109","X3Y2","16","16","0","0","0","",""
"SLICE_X40Y133","SLICEL","CLEL_L_X26Y133","162","110","X1Y2","16","16","0","0","0","",""
"SLICE_X41Y133","SLICEL","CLEL_R_X26Y133","164","110","X1Y2","16","16","0","0","0","",""
"SLICE_X42Y133","SLICEM","CLEM_X27Y133","167","110","X1Y2","16","16","0","0","0","",""
"SLICE_X43Y133","SLICEL","CLEL_R_X28Y133","174","110","X1Y2","16","16","0","0","0","",""
"SLICE_X44Y133","SLICEM","CLEM_X29Y133","177","110","X1Y2","16","16","0","0","0","",""
"SLICE_X45Y133","SLICEL","CLEL_R_X29Y133","179","110","X1Y2","16","16","0","0","0","",""
