"site","site_type","tile","tile_x","tile_y","clock_region","legal_ff_bel_count","legal_lut_bel_count","occupied_cell_count","occupied_ff_count","occupied_lut_count","occupied_control_sets","occupied_cells"
"SLICE_X85Y78","SLICEL","CLEL_R_X55Y78","288","167","X2Y1","16","16","8","6","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__9_n_0|u_dut/u_unified_p4_kernel/s0_input_q[1][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;"
"SLICE_X86Y78","SLICEM","CLEM_X56Y78","291","167","X2Y1","16","16","8","6","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0]|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;"
"SLICE_X87Y78","SLICEL","CLEL_R_X56Y78","293","167","X2Y1","16","16","8","6","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__9_n_0|u_dut/u_unified_p4_kernel/s0_input_q[1][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0]|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;"
"SLICE_X88Y78","SLICEL","CLEL_R_X57Y78","297","167","X2Y1","16","16","8","6","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0]|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7_n_0|u_dut/u_unified_p4_kernel/s0_input_q[3][15]_i_1_n_0",";;;;;;;"
"SLICE_X89Y78","SLICEM","CLEM_X58Y78","300","167","X2Y1","16","16","2","1","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7_n_0|u_dut/u_unified_p4_kernel/s0_input_q[12][15]_i_1_n_0",";"
"SLICE_X90Y78","SLICEM","CLEM_X59Y78","304","167","X3Y1","16","16","15","10","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__6_n_0|u_dut/u_unified_p4_kernel/s0_input_q[14][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][15][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][15][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;"
"SLICE_X91Y78","SLICEL","CLEL_R_X59Y78","306","167","X3Y1","16","16","14","10","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7_n_0|u_dut/u_unified_p4_kernel/s0_input_q[14][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][15][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][15][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;"
"SLICE_X92Y78","SLICEM","CLEM_X60Y78","309","167","X3Y1","16","16","6","3","3","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7_n_0|u_dut/u_unified_p4_kernel/s0_input_q[13][15]_i_1_n_0",";;;;;"
"SLICE_X93Y78","SLICEM","CLEM_X61Y78","313","167","X3Y1","16","16","5","5","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][15][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][15][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][15][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;"
"SLICE_X94Y78","SLICEL","CLEL_R_X61Y78","315","167","X3Y1","16","16","8","6","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7_n_0|u_dut/u_unified_p4_kernel/s0_input_q[12][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][15][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][15][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;"
"SLICE_X95Y78","SLICEM","CLEM_X62Y78","318","167","X3Y1","16","16","0","0","0","",""
"SLICE_X96Y78","SLICEM","CLEM_X63Y78","322","167","X3Y1","16","16","0","0","0","",""
"SLICE_X97Y78","SLICEL","CLEL_R_X63Y78","324","167","X3Y1","16","16","0","0","0","",""
"SLICE_X98Y78","SLICEM","CLEM_X64Y78","327","167","X3Y1","16","16","0","0","0","",""
"SLICE_X99Y78","SLICEL","CLEL_R_X64Y78","329","167","X3Y1","16","16","0","0","0","",""
"SLICE_X100Y78","SLICEL","CLEL_R_X65Y78","333","167","X3Y1","16","16","0","0","0","",""
"SLICE_X101Y78","SLICEM","CLEM_X66Y78","336","167","X3Y1","16","16","0","0","0","",""
"SLICE_X102Y78","SLICEL","CLEL_R_X67Y78","347","167","X3Y1","16","16","0","0","0","",""
"SLICE_X103Y78","SLICEM","CLEM_R_X68Y78","348","167","X3Y1","16","16","0","0","0","",""
"SLICE_X104Y78","SLICEL","CLEL_R_X68Y78","350","167","X3Y1","16","16","0","0","0","",""
"SLICE_X105Y78","SLICEL","CLEL_R_X69Y78","354","167","X3Y1","16","16","0","0","0","",""
"SLICE_X106Y78","SLICEM","CLEM_R_X70Y78","357","167","X3Y1","16","16","0","0","0","",""
"SLICE_X107Y78","SLICEM","CLEM_R_X71Y78","361","167","X3Y1","16","16","0","0","0","",""
"SLICE_X108Y78","SLICEL","CLEL_R_X71Y78","363","167","X3Y1","16","16","0","0","0","",""
"SLICE_X109Y78","SLICEM","CLEM_R_X72Y78","366","167","X3Y1","16","16","0","0","0","",""
"SLICE_X110Y78","SLICEM","CLEM_R_X73Y78","370","167","X3Y1","16","16","0","0","0","",""
"SLICE_X111Y78","SLICEL","CLEL_R_X73Y78","372","167","X3Y1","16","16","0","0","0","",""
"SLICE_X112Y78","SLICEM","CLEM_R_X74Y78","375","167","X3Y1","16","16","0","0","0","",""
"SLICE_X40Y77","SLICEL","CLEL_L_X26Y77","162","168","X1Y1","16","16","0","0","0","",""
"SLICE_X41Y77","SLICEL","CLEL_R_X26Y77","164","168","X1Y1","16","16","0","0","0","",""
"SLICE_X42Y77","SLICEM","CLEM_X27Y77","167","168","X1Y1","16","16","0","0","0","",""
"SLICE_X43Y77","SLICEL","CLEL_R_X28Y77","174","168","X1Y1","16","16","0","0","0","",""
"SLICE_X44Y77","SLICEM","CLEM_X29Y77","177","168","X1Y1","16","16","0","0","0","",""
"SLICE_X45Y77","SLICEL","CLEL_R_X29Y77","179","168","X1Y1","16","16","0","0","0","",""
"SLICE_X46Y77","SLICEL","CLEL_L_X30Y77","180","168","X1Y1","16","16","0","0","0","",""
"SLICE_X47Y77","SLICEL","CLEL_R_X30Y77","182","168","X1Y1","16","16","0","0","0","",""
"SLICE_X48Y77","SLICEL","CLEL_R_X31Y77","186","168","X1Y1","16","16","0","0","0","",""
"SLICE_X49Y77","SLICEM","CLEM_X32Y77","189","168","X1Y1","16","16","19","9","9","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_18|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__2_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;"
"SLICE_X50Y77","SLICEM","CLEM_X33Y77","193","168","X1Y1","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X51Y77","SLICEL","CLEL_R_X33Y77","195","168","X1Y1","16","16","18","8","9","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_18|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X52Y77","SLICEM","CLEM_X34Y77","198","168","X1Y1","16","16","0","0","0","",""
"SLICE_X53Y77","SLICEM","CLEM_X35Y77","202","168","X1Y1","16","16","16","12","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__1_n_0|u_dut/u_unified_p4_kernel/s0_input_q[56][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;"
"SLICE_X54Y77","SLICEL","CLEL_R_X35Y77","204","168","X1Y1","16","16","18","9","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s3_valid_q_repN_1|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__0_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X55Y77","SLICEM","CLEM_X36Y77","207","168","X1Y1","16","16","18","9","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__0_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X56Y77","SLICEM","CLEM_X37Y77","211","168","X2Y1","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_16|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X57Y77","SLICEL","CLEL_R_X37Y77","213","168","X2Y1","16","16","18","9","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_16|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__0_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X58Y77","SLICEM","CLEM_X38Y77","216","168","X2Y1","16","16","15","11","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__1_n_0|u_dut/u_unified_p4_kernel/s0_input_q[57][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;"
"SLICE_X59Y77","SLICEL","CLEL_R_X38Y77","218","168","X2Y1","16","16","16","12","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__1_n_0|u_dut/u_unified_p4_kernel/s0_input_q[59][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;"
"SLICE_X60Y77","SLICEL","CLEL_R_X39Y77","222","168","X2Y1","16","16","15","10","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__1_n_0|u_dut/u_unified_p4_kernel/s0_input_q[56][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;"
"SLICE_X61Y77","SLICEM","CLEM_X40Y77","225","168","X2Y1","16","16","12","10","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__1_n_0|u_dut/u_unified_p4_kernel/s0_input_q[57][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;"
"SLICE_X62Y77","SLICEM","CLEM_X41Y77","229","168","X2Y1","16","16","13","7","6","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__1_n_0|u_dut/u_unified_p4_kernel/s0_input_q[57][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;"
"SLICE_X63Y77","SLICEL","CLEL_R_X41Y77","231","168","X2Y1","16","16","9","2","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][56][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;"
"SLICE_X64Y77","SLICEL","CLEL_L_X42Y77","232","168","X2Y1","16","16","1","1","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__15_n_0|u_dut/u_unified_p4_kernel/<const0>",""
"SLICE_X65Y77","SLICEL","CLEL_R_X42Y77","234","168","X2Y1","16","16","5","0","5","",";;;;"
"SLICE_X66Y77","SLICEM","CLEM_X43Y77","237","168","X2Y1","16","16","7","3","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/<const1>|u_dut/u_unified_p4_kernel/rst_n;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__15_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;"
"SLICE_X67Y77","SLICEM","CLEM_X44Y77","241","168","X2Y1","16","16","9","3","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__15_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;"
"SLICE_X68Y77","SLICEL","CLEL_R_X44Y77","243","168","X2Y1","16","16","4","2","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/<const1>|u_dut/u_unified_p4_kernel/rst_n;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__15_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;"
"SLICE_X69Y77","SLICEL","CLEL_L_X45Y77","244","168","X2Y1","16","16","1","0","1","",""
"SLICE_X70Y77","SLICEL","CLEL_R_X45Y77","246","168","X2Y1","16","16","1","1","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__15_n_0|u_dut/u_unified_p4_kernel/<const0>",""
"SLICE_X71Y77","SLICEM","CLEM_X46Y77","249","168","X2Y1","16","16","0","0","0","",""
"SLICE_X72Y77","SLICEL","CLEL_R_X46Y77","251","168","X2Y1","16","16","0","0","0","",""
"SLICE_X73Y77","SLICEL","CLEL_R_X47Y77","255","168","X2Y1","16","16","14","9","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__17_n_0|u_dut/u_unified_p4_kernel/s0_input_q[6][15]_i_1_n_0",";;;;;;;;;;;;;"
"SLICE_X74Y77","SLICEM","CLEM_X48Y77","258","168","X2Y1","16","16","14","9","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__17_n_0|u_dut/u_unified_p4_kernel/s0_input_q[5][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;"
"SLICE_X75Y77","SLICEM","CLEM_X49Y77","262","168","X2Y1","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_8|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X76Y77","SLICEL","CLEL_R_X49Y77","264","168","X2Y1","16","16","16","11","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__17_n_0|u_dut/u_unified_p4_kernel/s0_input_q[6][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;"
"SLICE_X77Y77","SLICEL","CLEL_L_X50Y77","265","168","X2Y1","16","16","11","6","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__17_n_0|u_dut/u_unified_p4_kernel/s0_input_q[4][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;"
"SLICE_X78Y77","SLICEL","CLEL_R_X50Y77","267","168","X2Y1","16","16","13","6","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__17_n_0|u_dut/u_unified_p4_kernel/s0_input_q[62][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][60][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][60][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;"
"SLICE_X79Y77","SLICEM","CLEM_X51Y77","270","168","X2Y1","16","16","7","3","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__17_n_0|u_dut/u_unified_p4_kernel/s0_input_q[4][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][7][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;"
"SLICE_X80Y77","SLICEL","CLEL_R_X52Y77","276","168","X2Y1","16","16","20","11","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_10|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][60][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][60][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;;"
"SLICE_X81Y77","SLICEM","CLEM_X53Y77","279","168","X2Y1","16","16","21","12","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_3|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__13_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][60][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;;;"
"SLICE_X82Y77","SLICEM","CLEM_X54Y77","283","168","X2Y1","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_3|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X83Y77","SLICEL","CLEL_R_X54Y77","285","168","X2Y1","16","16","10","7","3","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__13_n_0|u_dut/u_unified_p4_kernel/s0_input_q[3][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][60][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X84Y77","SLICEL","CLEL_L_X55Y77","286","168","X2Y1","16","16","10","10","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0]|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__14_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X85Y77","SLICEL","CLEL_R_X55Y77","288","168","X2Y1","16","16","10","9","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__13_n_0|u_dut/u_unified_p4_kernel/s0_input_q[3][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X86Y77","SLICEM","CLEM_X56Y77","291","168","X2Y1","16","16","10","9","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__13_n_0|u_dut/u_unified_p4_kernel/s0_input_q[1][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X87Y77","SLICEL","CLEL_R_X56Y77","293","168","X2Y1","16","16","13","10","3","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0]|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__13_n_0|u_dut/u_unified_p4_kernel/s0_input_q[0]",";;;;;;;;;;;;"
"SLICE_X88Y77","SLICEL","CLEL_R_X57Y77","297","168","X2Y1","16","16","2","1","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7_n_0|u_dut/u_unified_p4_kernel/<const0>",";"
"SLICE_X89Y77","SLICEM","CLEM_X58Y77","300","168","X2Y1","16","16","8","4","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;"
"SLICE_X90Y77","SLICEM","CLEM_X59Y77","304","168","X3Y1","16","16","12","8","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__7_n_0|u_dut/u_unified_p4_kernel/s0_input_q[12][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0]|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;"
