bucket,canonical_source_family,canonical_endpoint_family,r5f_endpoint_count,r5f_tns_ns,r6a_endpoint_count,r6a_tns_ns,tns_delta_r6_minus_r5_ns,status
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_10,u_dut/u_unified_p4_kernel/product_q_reg_i_3_psdsp,3,-0.092,0,0.0,0.092,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_10,u_dut/u_unified_p4_kernel/product_q_reg_i_4_psdsp,3,-0.092,0,0.0,0.092,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_10,u_dut/u_unified_p4_kernel/product_q_reg_i_5_psdsp,1,-0.043,0,0.0,0.043,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_10,u_dut/u_unified_p4_kernel/product_q_reg_i_6_psdsp,2,-0.081,0,0.0,0.081,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_10,u_dut/u_unified_p4_kernel/product_q_reg_i_7_psdsp,3,-0.091,0,0.0,0.091,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_18,u_dut/u_unified_p4_kernel/product_q_reg_i_3_psdsp,1,-0.085,0,0.0,0.085,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_18,u_dut/u_unified_p4_kernel/product_q_reg_i_5_psdsp,1,-0.07,0,0.0,0.07,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_18,u_dut/u_unified_p4_kernel/product_q_reg_i_8_psdsp,2,-0.106,0,0.0,0.106,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_slot_q_reg,u_dut/u_unified_p4_kernel/issue_active_q_reg,1,-0.05,0,0.0,0.05,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/issue_slot_q_reg,u_dut/u_unified_p4_kernel/issue_group_q_reg,4,-0.213,0,0.0,0.213,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/pipe_out_data_q_reg,u_dut/u_unified_p4_kernel/fifo_data_q_reg,41,-1.327,0,0.0,1.327,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg,1,-0.112,0,0.0,0.112,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_0,2,-0.18,0,0.0,0.18,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_1,1,-0.046,0,0.0,0.046,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_10,1,-0.075,0,0.0,0.075,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_11,2,-0.063,0,0.0,0.063,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_14,2,-0.118,0,0.0,0.118,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_15,1,-0.025,0,0.0,0.025,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_2,2,-0.2,0,0.0,0.2,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_3,2,-0.225,0,0.0,0.225,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_4,2,-0.225,1,-0.007,0.218,MATERIAL_REDUCTION
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_5,3,-0.085,0,0.0,0.085,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_6,2,-0.155,0,0.0,0.155,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_7,1,-0.012,0,0.0,0.012,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_8,1,-0.002,0,0.0,0.002,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_bundle_addr_q_reg_9,3,-0.098,0,0.0,0.098,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/ready_fifo_mem_reg,u_dut/u_unified_p4_kernel/issue_desc_last_q_reg,1,-0.082,0,0.0,0.082,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/reduce_l4_q_reg,u_dut/u_unified_p4_kernel/reduce_l5_q_reg,24,-1.307,4,-0.02,1.287,MATERIAL_REDUCTION
DUT_INTERNAL,u_dut/u_unified_p4_kernel/reserved_groups_q_reg,u_dut/kernel_rd_resp_data_q_reg,4,-0.036,0,0.0,0.036,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/reserved_groups_q_reg,u_dut/lfnst_mem_req_last_q_reg,1,-0.004,0,0.0,0.004,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/reserved_groups_q_reg,u_dut/rd_cmd_addr_q_reg,2,-0.004,0,0.0,0.004,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/reserved_groups_q_reg,u_dut/u_unified_p4_kernel/slot_state_q_reg,4,-0.444,0,0.0,0.444,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/s0_input_q_reg,u_dut/u_unified_p4_kernel/product_q_reg,1,-0.089,0,0.0,0.089,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/s1_valid_q_reg,u_dut/u_unified_p4_kernel/reduce_l1_q_reg,4,-0.188,0,0.0,0.188,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/s6_shift_q_reg,u_dut/u_unified_p4_kernel/shifted_wide_q_reg,6,-0.225,0,0.0,0.225,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_feed_group_q_reg,4,-0.133,0,0.0,0.133,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_h_input_commit_wait_q_reg,1,-0.007,0,0.0,0.007,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_h_rd_data_q_reg,0,0.0,22,-0.415,-0.415,NEWLY_EXPOSED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_h_rd_data_tail_q_reg,0,0.0,10,-0.159,-0.159,NEWLY_EXPOSED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_h_rd_raw_group_q_reg,0,0.0,2,-0.01,-0.01,NEWLY_EXPOSED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_h_rd_raw_vector_q_reg,0,0.0,4,-0.026,-0.026,NEWLY_EXPOSED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_raw_data_q_reg,0,0.0,15,-0.259,-0.259,NEWLY_EXPOSED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_resp_data_q_reg,5,-0.125,0,0.0,0.125,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/lfnst_gather_index_q_reg,3,-0.15,2,-0.063,0.087,MATERIAL_REDUCTION
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/lfnst_gather_q_reg,1,-0.006,0,0.0,0.006,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/lfnst_tail_index_q_reg,4,-0.26,4,-0.126,0.134,MATERIAL_REDUCTION
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/rd_cmd_addr_q_reg,22,-1.055,5,-0.067,0.988,MATERIAL_REDUCTION
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/u_unified_p4_kernel/slot_bundle_base_q_reg,3,-0.102,0,0.0,0.102,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/u_unified_p4_kernel/slot_group_count_q_reg,4,-0.153,0,0.0,0.153,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/u_unified_p4_kernel/slot_size_q_reg,2,-0.026,0,0.0,0.026,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/vwrite_cmd_bank_mask_q_reg,u_dut/temp_bank,8,-0.38,0,0.0,0.38,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/vwrite_cmd_data_q_reg,u_dut/temp_bank,15,-0.541,0,0.0,0.541,DISAPPEARED_AFTER_R6
DUT_INTERNAL,u_dut/vwrite_cmd_valid_q_reg,u_dut/temp_bank,20,-1.324,0,0.0,1.324,DISAPPEARED_AFTER_R6
DUT_TO_SINK_BOUNDARY,u_dut/output_index_reg,harness/sink_boundary,22,-1.576,7,-0.056,1.52,MATERIAL_REDUCTION
SOURCE_BOUNDARY_TO_DUT,harness/source_boundary,u_dut/desc_count_reg,2,-0.087,2,-0.002,0.085,MATERIAL_REDUCTION
SOURCE_BOUNDARY_TO_DUT,harness/source_boundary,u_dut/desc_mem_reg,7,-0.134,0,0.0,0.134,DISAPPEARED_AFTER_R6
