endpoint,startpoint,slack,classification_bucket,source_family,endpoint_family,logic_levels,logic_delay_ns,routing_delay_ns,datapath_delay_ns,routing_fraction,start_loc,end_loc,start_ref,end_ref,coarse_primitive_signature
u_dut/lfnst_grid_reg[4][12]/CE,u_dut/lfnst_ntrs48_q_reg_rep__3/C,-0.014000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__3,u_dut/lfnst_grid_reg,2,0.206000000,1.597000000,1.803000000,0.885745979,SLICE_X57Y73,SLICE_X66Y64,FDCE,FDCE,FDCE->FDCE|logic_levels=2
u_dut/lfnst_grid_reg[4][3]/CE,u_dut/lfnst_ntrs48_q_reg_rep__3/C,-0.014000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__3,u_dut/lfnst_grid_reg,2,0.206000000,1.597000000,1.803000000,0.885745979,SLICE_X57Y73,SLICE_X66Y64,FDCE,FDCE,FDCE->FDCE|logic_levels=2
u_dut/lfnst_grid_reg[4][5]/CE,u_dut/lfnst_ntrs48_q_reg_rep__3/C,-0.018000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__3,u_dut/lfnst_grid_reg,2,0.206000000,1.605000000,1.811000000,0.886250690,SLICE_X57Y73,SLICE_X65Y65,FDCE,FDCE,FDCE->FDCE|logic_levels=2
u_dut/lfnst_grid_reg[4][6]/CE,u_dut/lfnst_ntrs48_q_reg_rep__3/C,-0.018000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__3,u_dut/lfnst_grid_reg,2,0.206000000,1.605000000,1.811000000,0.886250690,SLICE_X57Y73,SLICE_X65Y65,FDCE,FDCE,FDCE->FDCE|logic_levels=2
u_dut/lfnst_grid_reg[4][8]/CE,u_dut/lfnst_ntrs48_q_reg_rep__3/C,-0.031000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__3,u_dut/lfnst_grid_reg,2,0.206000000,1.608000000,1.814000000,0.886438809,SLICE_X57Y73,SLICE_X68Y69,FDCE,FDCE,FDCE->FDCE|logic_levels=2
u_dut/lfnst_grid_reg[4][9]/CE,u_dut/lfnst_ntrs48_q_reg_rep__3/C,-0.018000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__3,u_dut/lfnst_grid_reg,2,0.206000000,1.605000000,1.811000000,0.886250690,SLICE_X57Y73,SLICE_X65Y65,FDCE,FDCE,FDCE->FDCE|logic_levels=2
u_dut/lfnst_grid_reg[54][9]/D,u_dut/slot_state_reg[1][2]/C,-0.009000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.506000000,1.407000000,1.913000000,0.735493988,SLICE_X57Y85,SLICE_X62Y66,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[55][14]/CE,u_dut/slot_state_reg[1][2]/C,-0.012000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.440000000,1.391000000,1.831000000,0.759694156,SLICE_X57Y85,SLICE_X62Y62,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[57][12]/CE,u_dut/slot_state_reg[1][2]/C,-0.016000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.469000000,1.358000000,1.827000000,0.743295019,SLICE_X57Y85,SLICE_X61Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[57][13]/D,u_dut/scrub_active_reg_replica/C,-0.008000000,DUT_INTERNAL,u_dut/scrub_active_reg_replica,u_dut/lfnst_grid_reg,4,0.488000000,1.411000000,1.899000000,0.743022643,SLICE_X57Y86,SLICE_X59Y67,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[57][3]/CE,u_dut/slot_state_reg[1][2]/C,-0.016000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.469000000,1.358000000,1.827000000,0.743295019,SLICE_X57Y85,SLICE_X61Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[57][4]/D,u_dut/slot_state_reg[1][2]/C,-0.004000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.444000000,1.462000000,1.906000000,0.767051417,SLICE_X57Y85,SLICE_X59Y68,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[57][6]/CE,u_dut/slot_state_reg[1][2]/C,-0.016000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.469000000,1.358000000,1.827000000,0.743295019,SLICE_X57Y85,SLICE_X61Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[57][8]/CE,u_dut/slot_state_reg[1][2]/C,-0.016000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.469000000,1.358000000,1.827000000,0.743295019,SLICE_X57Y85,SLICE_X61Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[57][9]/CE,u_dut/slot_state_reg[1][2]/C,-0.025000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.469000000,1.325000000,1.794000000,0.738573021,SLICE_X57Y85,SLICE_X65Y59,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[59][7]/CE,u_dut/slot_state_reg[1][2]/C,-0.002000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.432000000,1.377000000,1.809000000,0.761194030,SLICE_X57Y85,SLICE_X66Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[59][8]/CE,u_dut/slot_state_reg[1][2]/C,-0.002000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.432000000,1.377000000,1.809000000,0.761194030,SLICE_X57Y85,SLICE_X66Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[5][12]/CE,u_dut/slot_state_reg[1][2]/C,-0.039000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.543000000,1.302000000,1.845000000,0.705691057,SLICE_X57Y85,SLICE_X66Y66,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[5][14]/CE,u_dut/slot_state_reg[1][2]/C,-0.031000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.543000000,1.338000000,1.881000000,0.711323764,SLICE_X57Y85,SLICE_X62Y65,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[5][15]/CE,u_dut/slot_state_reg[1][2]/C,-0.012000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.543000000,1.282000000,1.825000000,0.702465753,SLICE_X57Y85,SLICE_X63Y68,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[5][1]/CE,u_dut/slot_state_reg[1][2]/C,-0.039000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.543000000,1.302000000,1.845000000,0.705691057,SLICE_X57Y85,SLICE_X66Y66,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[5][4]/CE,u_dut/slot_state_reg[1][2]/C,-0.019000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.543000000,1.279000000,1.822000000,0.701975851,SLICE_X57Y85,SLICE_X68Y70,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[5][7]/CE,u_dut/slot_state_reg[1][2]/C,-0.025000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.543000000,1.293000000,1.836000000,0.704248366,SLICE_X57Y85,SLICE_X65Y67,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[5][9]/CE,u_dut/slot_state_reg[1][2]/C,-0.031000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.543000000,1.338000000,1.881000000,0.711323764,SLICE_X57Y85,SLICE_X62Y65,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[63][9]/D,u_dut/slot_state_reg[1][2]/C,-0.017000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.506000000,1.416000000,1.922000000,0.736732570,SLICE_X57Y85,SLICE_X62Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[6][1]/CE,u_dut/kernel_run_q_reg_replica/C,-0.023000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,5,0.390000000,1.424000000,1.814000000,0.785005513,SLICE_X58Y87,SLICE_X65Y71,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[7][11]/CE,u_dut/slot_state_reg[1][2]/C,-0.023000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.490000000,1.345000000,1.835000000,0.732970027,SLICE_X57Y85,SLICE_X64Y69,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[7][8]/CE,u_dut/slot_state_reg[1][2]/C,-0.023000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.490000000,1.345000000,1.835000000,0.732970027,SLICE_X57Y85,SLICE_X64Y69,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[8][9]/D,u_dut/slot_state_reg[1][2]/C,-0.016000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.481000000,1.430000000,1.911000000,0.748299320,SLICE_X57Y85,SLICE_X63Y65,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_valid_reg[25]/D,u_dut/lfnst_mem_resp_is_tail_q_reg/C,-0.013000000,DUT_INTERNAL,u_dut/lfnst_mem_resp_is_tail_q_reg,u_dut/lfnst_grid_valid_reg,3,0.327000000,1.644000000,1.971000000,0.834094368,SLICE_X60Y65,SLICE_X55Y81,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_mem_req_valid_q_reg/D,u_dut/lfnst_gather_q_reg/C,-0.015000000,DUT_INTERNAL,u_dut/lfnst_gather_q_reg,u_dut/lfnst_mem_req_valid_q_reg,6,0.747000000,1.252000000,1.999000000,0.626313157,SLICE_X62Y85,SLICE_X60Y83,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[0]/D,u_dut/rd_cmd_addr_q_reg[1][1][0]/C,-0.022000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/lfnst_mem_resp_data_q_reg,6,0.619000000,1.294000000,1.913000000,0.676424464,SLICE_X52Y90,SLICE_X64Y82,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[10]/D,u_dut/rd_cmd_addr_q_reg[1][0][2]_replica_1/C,-0.037000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg_replica_1,u_dut/lfnst_mem_resp_data_q_reg,6,0.567000000,1.299000000,1.866000000,0.696141479,SLICE_X53Y92,SLICE_X64Y83,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[11]/D,u_dut/rd_cmd_addr_q_reg[0][2][0]/C,-0.020000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/lfnst_mem_resp_data_q_reg,6,0.529000000,1.388000000,1.917000000,0.724047992,SLICE_X56Y77,SLICE_X64Y84,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[13]/D,u_dut/rd_cmd_addr_q_reg[0][2][0]/C,-0.009000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/lfnst_mem_resp_data_q_reg,6,0.558000000,1.356000000,1.914000000,0.708463950,SLICE_X56Y77,SLICE_X64Y78,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[1]/D,u_dut/rd_cmd_addr_q_reg[1][2][0]/C,-0.016000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/lfnst_mem_resp_data_q_reg,6,0.544000000,1.367000000,1.911000000,0.715332287,SLICE_X61Y82,SLICE_X64Y78,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[4]/D,u_dut/rd_cmd_addr_q_reg[1][0][3]/C,-0.031000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/lfnst_mem_resp_data_q_reg,6,0.488000000,1.431000000,1.919000000,0.745700886,SLICE_X63Y93,SLICE_X60Y78,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[5]/D,u_dut/rd_cmd_addr_q_reg[1][0][1]_replica_4/C,-0.007000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg_replica_4,u_dut/lfnst_mem_resp_data_q_reg,6,0.597000000,1.281000000,1.878000000,0.682108626,SLICE_X54Y85,SLICE_X64Y79,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[6]/D,u_dut/rd_cmd_addr_q_reg[1][2][0]/C,-0.033000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/lfnst_mem_resp_data_q_reg,6,0.620000000,1.347000000,1.967000000,0.684799187,SLICE_X61Y82,SLICE_X64Y81,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[7]/D,u_dut/rd_cmd_addr_q_reg[1][0][0]/C,-0.024000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/lfnst_mem_resp_data_q_reg,6,0.475000000,1.469000000,1.944000000,0.755658436,SLICE_X65Y72,SLICE_X64Y78,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_data_q_reg[8]/D,u_dut/rd_cmd_addr_q_reg[1][2][0]/C,-0.027000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/lfnst_mem_resp_data_q_reg,6,0.597000000,1.345000000,1.942000000,0.692584964,SLICE_X61Y82,SLICE_X62Y72,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_mem_resp_valid_q_reg/D,u_dut/rd_cmd_addr_q_reg[0][0][0]/C,-0.029000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/lfnst_mem_resp_valid_q_reg,6,0.600000000,1.293000000,1.893000000,0.683042789,SLICE_X57Y77,SLICE_X63Y83,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_tail_index_q_reg[0]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.031000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/lfnst_tail_index_q_reg,7,0.656000000,1.208000000,1.864000000,0.648068670,SLICE_X65Y102,SLICE_X62Y86,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/lfnst_tail_index_q_reg[1]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.032000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/lfnst_tail_index_q_reg,7,0.656000000,1.172000000,1.828000000,0.641137856,SLICE_X65Y102,SLICE_X62Y86,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/lfnst_tail_index_q_reg[2]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.031000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/lfnst_tail_index_q_reg,7,0.656000000,1.208000000,1.864000000,0.648068670,SLICE_X65Y102,SLICE_X62Y86,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/lfnst_tail_index_q_reg[3]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.032000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/lfnst_tail_index_q_reg,7,0.656000000,1.172000000,1.828000000,0.641137856,SLICE_X65Y102,SLICE_X62Y86,FDCE,FDCE,FDCE->FDCE|logic_levels=7
u_dut/output_index_reg[0]_replica/D,u_dut/output_index_reg[10]/C,-0.008000000,DUT_INTERNAL,u_dut/output_index_reg,u_dut/output_index_reg_replica,5,0.479000000,1.423000000,1.902000000,0.748159832,SLICE_X59Y96,SLICE_X59Y132,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/output_index_reg[0]_replica_3/D,u_dut/output_index_reg[10]/C,-0.021000000,DUT_INTERNAL,u_dut/output_index_reg,u_dut/output_index_reg_replica_3,5,0.479000000,1.440000000,1.919000000,0.750390829,SLICE_X59Y96,SLICE_X56Y133,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/output_index_reg[0]_replica_6/CE,u_dut/slot_state_reg[1][0]/C,-0.001000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/output_index_reg_replica_6,3,0.375000000,1.418000000,1.793000000,0.790853318,SLICE_X57Y86,SLICE_X63Y119,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/output_index_reg[1]_replica_1/CE,u_dut/slot_state_reg[1][0]/C,-0.016000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/output_index_reg_replica_1,3,0.375000000,1.420000000,1.795000000,0.791086351,SLICE_X57Y86,SLICE_X69Y121,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/output_index_reg[1]_replica_1/D,u_dut/output_index_reg[10]/C,-0.008000000,DUT_INTERNAL,u_dut/output_index_reg,u_dut/output_index_reg_replica_1,5,0.479000000,1.405000000,1.884000000,0.745753715,SLICE_X59Y96,SLICE_X69Y121,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/output_index_reg[3]_replica_6/CE,u_dut/slot_state_reg[1][0]/C,-0.016000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/output_index_reg_replica_6,3,0.375000000,1.421000000,1.796000000,0.791202673,SLICE_X57Y86,SLICE_X69Y121,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/output_index_reg[4]_replica_2/D,u_dut/output_index_reg[10]/C,-0.013000000,DUT_INTERNAL,u_dut/output_index_reg,u_dut/output_index_reg_replica_2,5,0.479000000,1.442000000,1.921000000,0.750650703,SLICE_X59Y96,SLICE_X58Y131,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/output_index_reg[4]_replica_5/CE,u_dut/slot_state_reg[1][0]/C,-0.016000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/output_index_reg_replica_5,3,0.375000000,1.420000000,1.795000000,0.791086351,SLICE_X57Y86,SLICE_X69Y121,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/output_index_reg[4]_replica_6/D,u_dut/output_index_reg[10]/C,-0.009000000,DUT_INTERNAL,u_dut/output_index_reg,u_dut/output_index_reg_replica_6,5,0.479000000,1.423000000,1.902000000,0.748159832,SLICE_X59Y96,SLICE_X67Y111,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/output_index_reg[5]_replica_5/CE,u_dut/slot_state_reg[1][0]/C,-0.003000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/output_index_reg_replica_5,3,0.375000000,1.421000000,1.796000000,0.791202673,SLICE_X57Y86,SLICE_X66Y113,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/output_index_reg[5]_replica_6/CE,u_dut/slot_state_reg[1][0]/C,-0.016000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/output_index_reg_replica_6,3,0.375000000,1.421000000,1.796000000,0.791202673,SLICE_X57Y86,SLICE_X69Y121,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/output_index_reg[5]_replica_6/D,u_dut/slot_state_reg[1][0]/C,-0.017000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/output_index_reg_replica_6,3,0.373000000,1.508000000,1.881000000,0.801701223,SLICE_X57Y86,SLICE_X69Y121,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/rd_cmd_addr_q_reg[0][0][2]_replica_1/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.004000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/rd_cmd_addr_q_reg_replica_1,6,0.570000000,1.239000000,1.809000000,0.684908789,SLICE_X65Y102,SLICE_X60Y69,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/rd_cmd_addr_q_reg[0][0][2]_replica_4/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.014000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/rd_cmd_addr_q_reg_replica_4,6,0.570000000,1.261000000,1.831000000,0.688694702,SLICE_X65Y102,SLICE_X56Y77,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/rd_cmd_addr_q_reg[0][2][0]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.014000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/rd_cmd_addr_q_reg,6,0.570000000,1.261000000,1.831000000,0.688694702,SLICE_X65Y102,SLICE_X56Y77,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/rd_cmd_addr_q_reg[0][2][5]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.007000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/rd_cmd_addr_q_reg,6,0.570000000,1.246000000,1.816000000,0.686123348,SLICE_X65Y102,SLICE_X63Y65,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/rd_cmd_addr_q_reg[1][3][0]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.028000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/rd_cmd_addr_q_reg,6,0.570000000,1.226000000,1.796000000,0.682628062,SLICE_X65Y102,SLICE_X73Y83,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/slot_state_reg[1][1]/CE,u_dut/output_index_reg[10]/C,-0.003000000,DUT_INTERNAL,u_dut/output_index_reg,u_dut/slot_state_reg,5,0.495000000,1.313000000,1.808000000,0.726216814,SLICE_X59Y96,SLICE_X57Y87,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[10]/D,u_dut/kernel_vector_q_reg[0]_rep__0/C,-0.021000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_rep__0,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.486000000,1.411000000,1.897000000,0.743806009,SLICE_X57Y78,SLICE_X62Y95,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[15]/D,u_dut/kernel_feed_group_q_reg[0]/C,-0.010000000,DUT_INTERNAL,u_dut/kernel_feed_group_q_reg,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.572000000,1.384000000,1.956000000,0.707566462,SLICE_X60Y102,SLICE_X61Y93,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[17]/D,u_dut/lfnst_grid_reg[29][1]/C,-0.013000000,DUT_INTERNAL,u_dut/lfnst_grid_reg,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.541000000,1.418000000,1.959000000,0.723838693,SLICE_X69Y75,SLICE_X62Y96,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[18]/D,u_dut/kernel_cut_h_q_reg[2]/C,-0.041000000,DUT_INTERNAL,u_dut/kernel_cut_h_q_reg,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.701000000,1.213000000,1.914000000,0.633751306,SLICE_X58Y93,SLICE_X60Y100,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[19]/D,u_dut/kernel_vector_q_reg[1]_rep__0/C,-0.030000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_rep__0,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.518000000,1.423000000,1.941000000,0.733127254,SLICE_X57Y78,SLICE_X60Y97,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[20]/D,u_dut/kernel_feed_group_q_reg[3]/C,-0.002000000,DUT_INTERNAL,u_dut/kernel_feed_group_q_reg,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.629000000,1.319000000,1.948000000,0.677104723,SLICE_X60Y103,SLICE_X61Y93,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[23]/D,u_dut/kernel_feed_group_q_reg[3]/C,-0.013000000,DUT_INTERNAL,u_dut/kernel_feed_group_q_reg,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.692000000,1.220000000,1.912000000,0.638075314,SLICE_X60Y103,SLICE_X65Y97,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[25]/D,u_dut/kernel_vector_q_reg[0]_rep__0/C,-0.021000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_rep__0,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.487000000,1.405000000,1.892000000,0.742600423,SLICE_X57Y78,SLICE_X65Y95,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[30]/D,u_dut/kernel_vector_q_reg[2]/C,-0.004000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg,u_dut/u_unified_p4_kernel/ingress_data_q_reg,4,0.343000000,1.505000000,1.848000000,0.814393939,SLICE_X58Y81,SLICE_X63Y100,FDCE,FDRE,FDCE->FDRE|logic_levels=4
u_dut/u_unified_p4_kernel/ingress_data_q_reg[32]/D,u_dut/kernel_feed_group_q_reg[0]/C,-0.031000000,DUT_INTERNAL,u_dut/kernel_feed_group_q_reg,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.599000000,1.336000000,1.935000000,0.690439276,SLICE_X60Y102,SLICE_X64Y83,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[34]/D,u_dut/kernel_vector_q_reg[0]_rep__0/C,-0.022000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_rep__0,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.476000000,1.421000000,1.897000000,0.749077491,SLICE_X57Y78,SLICE_X62Y95,FDCE,FDRE,FDCE->FDRE|logic_levels=5
u_dut/u_unified_p4_kernel/ingress_data_q_reg[35]/D,u_dut/lfnst_grid_reg[5][3]/C,-0.024000000,DUT_INTERNAL,u_dut/lfnst_grid_reg,u_dut/u_unified_p4_kernel/ingress_data_q_reg,5,0.441000000,1.427000000,1.868000000,0.763918630,SLICE_X59Y65,SLICE_X60Y92,FDCE,FDRE,FDCE->FDRE|logic_levels=5
