endpoint,startpoint,slack,classification_bucket,source_family,endpoint_family,logic_levels,logic_delay_ns,routing_delay_ns,datapath_delay_ns,routing_fraction,start_loc,end_loc,start_ref,end_ref,coarse_primitive_signature
u_dut/kernel_rd_raw_data_q_reg[4]/D,u_dut/rd_cmd_addr_q_reg[0][0][5]/C,-0.012000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.390000000,1.537000000,1.927000000,0.797612870,SLICE_X59Y93,SLICE_X64Y93,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[50]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.018000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.536000000,1.291000000,1.827000000,0.706622879,SLICE_X65Y102,SLICE_X65Y73,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[51]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.031000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.536000000,1.300000000,1.836000000,0.708061002,SLICE_X65Y102,SLICE_X60Y71,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[54]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.001000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.536000000,1.314000000,1.850000000,0.710270270,SLICE_X65Y102,SLICE_X60Y72,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[55]/D,u_dut/rd_cmd_addr_q_reg[0][0][3]_replica_3/C,-0.007000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg_replica_3,u_dut/kernel_rd_raw_data_q_reg,5,0.387000000,1.449000000,1.836000000,0.789215686,SLICE_X62Y65,SLICE_X65Y96,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[5]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.010000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.536000000,1.273000000,1.809000000,0.703703704,SLICE_X65Y102,SLICE_X60Y79,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[5]/D,u_dut/rd_cmd_addr_q_reg[1][0][3]/C,-0.001000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.521000000,1.374000000,1.895000000,0.725065963,SLICE_X63Y93,SLICE_X60Y79,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[61]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.010000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.536000000,1.287000000,1.823000000,0.705979155,SLICE_X65Y102,SLICE_X63Y70,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[7]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.026000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.536000000,1.264000000,1.800000000,0.702222222,SLICE_X65Y102,SLICE_X72Y87,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[8]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.026000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.536000000,1.264000000,1.800000000,0.702222222,SLICE_X65Y102,SLICE_X72Y87,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_data_q_reg[9]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.018000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/kernel_rd_raw_data_q_reg,5,0.536000000,1.315000000,1.851000000,0.710426796,SLICE_X65Y102,SLICE_X70Y76,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_raw_valid_q_reg[0]/D,u_dut/rd_cmd_addr_q_reg[0][0][0]/C,-0.025000000,DUT_INTERNAL,u_dut/rd_cmd_addr_q_reg,u_dut/kernel_rd_raw_valid_q_reg,5,0.578000000,1.302000000,1.880000000,0.692553191,SLICE_X57Y77,SLICE_X64Y87,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_req_group_q_reg[0]/CE,u_dut/kernel_vector_q_reg[2]_replica_1/C,-0.020000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_replica_1,u_dut/kernel_rd_req_group_q_reg,5,0.564000000,1.263000000,1.827000000,0.691297209,SLICE_X57Y90,SLICE_X60Y88,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_req_group_q_reg[1]/CE,u_dut/kernel_vector_q_reg[2]_replica_1/C,-0.020000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_replica_1,u_dut/kernel_rd_req_group_q_reg,5,0.564000000,1.262000000,1.826000000,0.691128149,SLICE_X57Y90,SLICE_X60Y88,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_req_group_q_reg[2]/CE,u_dut/kernel_vector_q_reg[2]_replica_1/C,-0.039000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_replica_1,u_dut/kernel_rd_req_group_q_reg,5,0.564000000,1.291000000,1.855000000,0.695956873,SLICE_X57Y90,SLICE_X61Y88,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_req_group_q_reg[3]/CE,u_dut/kernel_vector_q_reg[2]_replica_1/C,-0.020000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_replica_1,u_dut/kernel_rd_req_group_q_reg,5,0.564000000,1.263000000,1.827000000,0.691297209,SLICE_X57Y90,SLICE_X60Y88,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_req_group_q_reg[4]/CE,u_dut/kernel_vector_q_reg[2]_replica_1/C,-0.020000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_replica_1,u_dut/kernel_rd_req_group_q_reg,5,0.564000000,1.262000000,1.826000000,0.691128149,SLICE_X57Y90,SLICE_X60Y88,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_rd_resp_data_q_reg[16]/D,u_dut/kernel_cut_h_q_reg[3]/C,-0.005000000,DUT_INTERNAL,u_dut/kernel_cut_h_q_reg,u_dut/kernel_rd_resp_data_q_reg,4,0.563000000,1.323000000,1.886000000,0.701484624,SLICE_X59Y95,SLICE_X69Y97,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/kernel_vector_q_reg[0]_rep__1_replica_1/D,u_dut/kernel_vector_q_reg[2]_replica_1/C,-0.008000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_replica_1,u_dut/kernel_vector_q_reg_rep__1_replica_1,5,0.605000000,1.341000000,1.946000000,0.689105858,SLICE_X57Y90,SLICE_X60Y92,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_vector_q_reg[1]_rep__0/D,u_dut/kernel_vector_q_reg[2]_replica_1/C,-0.001000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_replica_1,u_dut/kernel_vector_q_reg_rep__0,5,0.621000000,1.300000000,1.921000000,0.676730869,SLICE_X57Y90,SLICE_X57Y78,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/kernel_vector_q_reg[2]/D,u_dut/kernel_vector_q_reg[2]_replica_1/C,-0.020000000,DUT_INTERNAL,u_dut/kernel_vector_q_reg_replica_1,u_dut/kernel_vector_q_reg,5,0.682000000,1.296000000,1.978000000,0.655207280,SLICE_X57Y90,SLICE_X58Y81,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_gather_index_q_reg[1]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.034000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/lfnst_gather_index_q_reg,6,0.609000000,1.218000000,1.827000000,0.666666667,SLICE_X65Y102,SLICE_X63Y86,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_gather_index_q_reg[4]/CE,u_dut/u_unified_p4_kernel/slot_state_q_reg[0][1]/C,-0.029000000,DUT_INTERNAL,u_dut/u_unified_p4_kernel/slot_state_q_reg,u_dut/lfnst_gather_index_q_reg,6,0.609000000,1.211000000,1.820000000,0.665384615,SLICE_X65Y102,SLICE_X63Y86,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_grid_reg[0][0]/D,u_dut/kernel_run_q_reg_replica/C,-0.015000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,6,0.521000000,1.414000000,1.935000000,0.730749354,SLICE_X58Y87,SLICE_X61Y73,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_grid_reg[0][10]/CE,u_dut/lfnst_ntrs48_q_reg_rep__1/C,-0.014000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__1,u_dut/lfnst_grid_reg,4,0.375000000,1.466000000,1.841000000,0.796306355,SLICE_X56Y75,SLICE_X63Y74,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[0][11]/CE,u_dut/lfnst_ntrs48_q_reg_rep__1/C,-0.014000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__1,u_dut/lfnst_grid_reg,4,0.375000000,1.466000000,1.841000000,0.796306355,SLICE_X56Y75,SLICE_X63Y74,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[0][13]/CE,u_dut/lfnst_ntrs48_q_reg_rep__1/C,-0.005000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__1,u_dut/lfnst_grid_reg,4,0.375000000,1.406000000,1.781000000,0.789444133,SLICE_X56Y75,SLICE_X60Y74,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[0][14]/CE,u_dut/lfnst_ntrs48_q_reg_rep__1/C,-0.005000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__1,u_dut/lfnst_grid_reg,4,0.375000000,1.406000000,1.781000000,0.789444133,SLICE_X56Y75,SLICE_X60Y74,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[0][15]/CE,u_dut/lfnst_ntrs48_q_reg_rep__1/C,-0.014000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__1,u_dut/lfnst_grid_reg,4,0.375000000,1.466000000,1.841000000,0.796306355,SLICE_X56Y75,SLICE_X63Y74,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[0][1]/CE,u_dut/lfnst_ntrs48_q_reg_rep__1/C,-0.010000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__1,u_dut/lfnst_grid_reg,4,0.375000000,1.460000000,1.835000000,0.795640327,SLICE_X56Y75,SLICE_X63Y74,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[0][2]/CE,u_dut/lfnst_ntrs48_q_reg_rep__1/C,-0.010000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__1,u_dut/lfnst_grid_reg,4,0.375000000,1.460000000,1.835000000,0.795640327,SLICE_X56Y75,SLICE_X63Y74,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[0][5]/D,u_dut/u_bounded_lfnst_engine/out_group_reg[2]/C,-0.021000000,DUT_INTERNAL,u_dut/u_bounded_lfnst_engine/out_group_reg,u_dut/lfnst_grid_reg,5,0.608000000,1.285000000,1.893000000,0.678816693,SLICE_X56Y73,SLICE_X61Y72,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[0][6]/D,u_dut/kernel_run_q_reg_replica/C,-0.024000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,6,0.519000000,1.382000000,1.901000000,0.726985797,SLICE_X58Y87,SLICE_X61Y72,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_grid_reg[11][12]/CE,u_dut/slot_state_reg[1][2]/C,-0.024000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.514000000,1.319000000,1.833000000,0.719585379,SLICE_X57Y85,SLICE_X60Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[11][15]/D,u_dut/slot_state_reg[1][2]/C,-0.003000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.407000000,1.488000000,1.895000000,0.785224274,SLICE_X57Y85,SLICE_X60Y61,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[11][3]/CE,u_dut/slot_state_reg[1][2]/C,-0.024000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.514000000,1.319000000,1.833000000,0.719585379,SLICE_X57Y85,SLICE_X60Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[11][4]/D,u_dut/slot_state_reg[1][2]/C,-0.021000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.485000000,1.448000000,1.933000000,0.749094671,SLICE_X57Y85,SLICE_X58Y61,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[11][7]/D,u_dut/kernel_run_q_reg_replica/C,-0.021000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,5,0.445000000,1.428000000,1.873000000,0.762413241,SLICE_X58Y87,SLICE_X59Y59,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[11][9]/CE,u_dut/slot_state_reg[1][2]/C,-0.020000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.514000000,1.314000000,1.828000000,0.718818381,SLICE_X57Y85,SLICE_X60Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[14][0]/CE,u_dut/kernel_run_q_reg_replica/C,-0.001000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,5,0.405000000,1.379000000,1.784000000,0.772982063,SLICE_X58Y87,SLICE_X68Y70,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[14][10]/CE,u_dut/kernel_run_q_reg_replica/C,-0.001000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,5,0.405000000,1.379000000,1.784000000,0.772982063,SLICE_X58Y87,SLICE_X68Y70,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[14][15]/CE,u_dut/kernel_run_q_reg_replica/C,-0.005000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,5,0.405000000,1.377000000,1.782000000,0.772727273,SLICE_X58Y87,SLICE_X70Y71,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[14][6]/CE,u_dut/kernel_run_q_reg_replica/C,-0.005000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,5,0.405000000,1.377000000,1.782000000,0.772727273,SLICE_X58Y87,SLICE_X69Y71,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[18][0]/CE,u_dut/slot_state_reg[1][2]/C,-0.013000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.428000000,1.397000000,1.825000000,0.765479452,SLICE_X57Y85,SLICE_X67Y68,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[18][12]/CE,u_dut/slot_state_reg[1][2]/C,-0.014000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.428000000,1.392000000,1.820000000,0.764835165,SLICE_X57Y85,SLICE_X68Y68,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[18][15]/D,u_dut/slot_state_reg[1][2]/C,-0.005000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.543000000,1.353000000,1.896000000,0.713607595,SLICE_X57Y85,SLICE_X66Y68,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[18][4]/CE,u_dut/slot_state_reg[1][2]/C,-0.014000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.428000000,1.392000000,1.820000000,0.764835165,SLICE_X57Y85,SLICE_X68Y68,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[22][0]/CE,u_dut/lfnst_run_q_reg_replica/C,-0.024000000,DUT_INTERNAL,u_dut/lfnst_run_q_reg_replica,u_dut/lfnst_grid_reg,3,0.307000000,1.519000000,1.826000000,0.831872946,SLICE_X59Y87,SLICE_X60Y64,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_grid_reg[22][12]/CE,u_dut/lfnst_run_q_reg_replica/C,-0.022000000,DUT_INTERNAL,u_dut/lfnst_run_q_reg_replica,u_dut/lfnst_grid_reg,3,0.307000000,1.519000000,1.826000000,0.831872946,SLICE_X59Y87,SLICE_X61Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_grid_reg[22][14]/CE,u_dut/lfnst_run_q_reg_replica/C,-0.001000000,DUT_INTERNAL,u_dut/lfnst_run_q_reg_replica,u_dut/lfnst_grid_reg,3,0.307000000,1.491000000,1.798000000,0.829254727,SLICE_X59Y87,SLICE_X64Y61,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_grid_reg[22][1]/CE,u_dut/lfnst_run_q_reg_replica/C,-0.022000000,DUT_INTERNAL,u_dut/lfnst_run_q_reg_replica,u_dut/lfnst_grid_reg,3,0.307000000,1.517000000,1.824000000,0.831688596,SLICE_X59Y87,SLICE_X60Y64,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_grid_reg[22][3]/CE,u_dut/lfnst_run_q_reg_replica/C,-0.022000000,DUT_INTERNAL,u_dut/lfnst_run_q_reg_replica,u_dut/lfnst_grid_reg,3,0.307000000,1.517000000,1.824000000,0.831688596,SLICE_X59Y87,SLICE_X60Y64,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_grid_reg[22][6]/CE,u_dut/lfnst_run_q_reg_replica/C,-0.022000000,DUT_INTERNAL,u_dut/lfnst_run_q_reg_replica,u_dut/lfnst_grid_reg,3,0.307000000,1.519000000,1.826000000,0.831872946,SLICE_X59Y87,SLICE_X61Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_grid_reg[22][7]/CE,u_dut/lfnst_run_q_reg_replica/C,-0.022000000,DUT_INTERNAL,u_dut/lfnst_run_q_reg_replica,u_dut/lfnst_grid_reg,3,0.307000000,1.519000000,1.826000000,0.831872946,SLICE_X59Y87,SLICE_X61Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_grid_reg[22][8]/CE,u_dut/lfnst_run_q_reg_replica/C,-0.022000000,DUT_INTERNAL,u_dut/lfnst_run_q_reg_replica,u_dut/lfnst_grid_reg,3,0.307000000,1.519000000,1.826000000,0.831872946,SLICE_X59Y87,SLICE_X61Y63,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_grid_reg[22][9]/CE,u_dut/lfnst_run_q_reg_replica/C,-0.022000000,DUT_INTERNAL,u_dut/lfnst_run_q_reg_replica,u_dut/lfnst_grid_reg,3,0.307000000,1.517000000,1.824000000,0.831688596,SLICE_X59Y87,SLICE_X60Y64,FDCE,FDCE,FDCE->FDCE|logic_levels=3
u_dut/lfnst_grid_reg[27][7]/D,u_dut/kernel_run_q_reg_replica/C,-0.006000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,6,0.492000000,1.435000000,1.927000000,0.744680851,SLICE_X58Y87,SLICE_X61Y71,FDCE,FDCE,FDCE->FDCE|logic_levels=6
u_dut/lfnst_grid_reg[27][9]/D,u_dut/slot_state_reg[1][2]/C,-0.006000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.493000000,1.416000000,1.909000000,0.741749607,SLICE_X57Y85,SLICE_X62Y71,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[30][1]/CE,u_dut/slot_state_reg[1][2]/C,-0.002000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.440000000,1.369000000,1.809000000,0.756771697,SLICE_X57Y85,SLICE_X60Y66,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[37][13]/CE,u_dut/slot_state_reg[1][2]/C,-0.035000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.432000000,1.406000000,1.838000000,0.764961915,SLICE_X57Y85,SLICE_X65Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[37][15]/D,u_dut/slot_state_reg[1][2]/C,-0.045000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.407000000,1.538000000,1.945000000,0.790745501,SLICE_X57Y85,SLICE_X63Y59,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[37][1]/CE,u_dut/slot_state_reg[1][2]/C,-0.035000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.432000000,1.406000000,1.838000000,0.764961915,SLICE_X57Y85,SLICE_X65Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[37][2]/D,u_dut/kernel_run_q_reg_replica/C,-0.002000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,5,0.444000000,1.438000000,1.882000000,0.764080765,SLICE_X58Y87,SLICE_X63Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[37][3]/CE,u_dut/slot_state_reg[1][2]/C,-0.035000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.432000000,1.406000000,1.838000000,0.764961915,SLICE_X57Y85,SLICE_X65Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[37][5]/D,u_dut/kernel_run_q_reg_replica/C,-0.007000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,5,0.395000000,1.530000000,1.925000000,0.794805195,SLICE_X58Y87,SLICE_X62Y61,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[37][6]/D,u_dut/kernel_run_q_reg_replica/C,-0.002000000,DUT_INTERNAL,u_dut/kernel_run_q_reg_replica,u_dut/lfnst_grid_reg,5,0.493000000,1.387000000,1.880000000,0.737765957,SLICE_X58Y87,SLICE_X63Y61,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[37][9]/CE,u_dut/slot_state_reg[1][2]/C,-0.035000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.432000000,1.406000000,1.838000000,0.764961915,SLICE_X57Y85,SLICE_X65Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[3][13]/CE,u_dut/slot_state_reg[1][2]/C,-0.020000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.489000000,1.341000000,1.830000000,0.732786885,SLICE_X57Y85,SLICE_X65Y70,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[3][15]/CE,u_dut/slot_state_reg[1][2]/C,-0.011000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.489000000,1.327000000,1.816000000,0.730726872,SLICE_X57Y85,SLICE_X63Y73,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[3][1]/CE,u_dut/slot_state_reg[1][2]/C,-0.020000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.489000000,1.341000000,1.830000000,0.732786885,SLICE_X57Y85,SLICE_X64Y70,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[3][9]/CE,u_dut/slot_state_reg[1][2]/C,-0.020000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,4,0.489000000,1.341000000,1.830000000,0.732786885,SLICE_X57Y85,SLICE_X65Y70,FDCE,FDCE,FDCE->FDCE|logic_levels=4
u_dut/lfnst_grid_reg[43][14]/CE,u_dut/slot_state_reg[1][2]/C,-0.038000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.467000000,1.391000000,1.858000000,0.748654467,SLICE_X57Y85,SLICE_X62Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[43][15]/CE,u_dut/slot_state_reg[1][2]/C,-0.038000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.467000000,1.391000000,1.858000000,0.748654467,SLICE_X57Y85,SLICE_X62Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[43][4]/CE,u_dut/slot_state_reg[1][2]/C,-0.005000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.467000000,1.353000000,1.820000000,0.743406593,SLICE_X57Y85,SLICE_X62Y61,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[43][9]/CE,u_dut/slot_state_reg[1][2]/C,-0.038000000,DUT_INTERNAL,u_dut/slot_state_reg,u_dut/lfnst_grid_reg,5,0.467000000,1.391000000,1.858000000,0.748654467,SLICE_X57Y85,SLICE_X62Y60,FDCE,FDCE,FDCE->FDCE|logic_levels=5
u_dut/lfnst_grid_reg[4][10]/CE,u_dut/lfnst_ntrs48_q_reg_rep__3/C,-0.018000000,DUT_INTERNAL,u_dut/lfnst_ntrs48_q_reg_rep__3,u_dut/lfnst_grid_reg,2,0.206000000,1.605000000,1.811000000,0.886250690,SLICE_X57Y73,SLICE_X65Y65,FDCE,FDCE,FDCE->FDCE|logic_levels=2
